,id,job_title,job_type,job_exp,company,industries,location,source,search_kw,expected_salary,post_date,job_function,remote,job_summary,description
10,,Recruitment Specialist,,,Express Employment Professionals,,Scarborough,Glassdoor,Recruiter,"$45,000 /yr (est.)",2022-03-05,,,,"Since 1983, Express Employment Professionals has been helping people find work. We currently have a Recruitment Specialist position opening at our Scarborough location. Join our team and help us reach our goal of putting a million people to work each year!
As aRecruitment Specialist, you will begin by helping job seekers have a great experience with our office by conducting the initial steps in our interview process over the phone. This requires great phone and interpersonal skills, as well as the ability to type and take detailed notes while having a conversation with an applicant.
The main goal of the Recruitment Specialist is to move applicants through the hiring process and match them with the available jobs we have with businesses throughout the community.
Requirements:"
11,,Retail Recruiter,,,Highland Farms,Vehicle Dealers,Mississauga,Glassdoor,Recruiter,"$49,670 /yr (est.)",2022-03-05,,,,"This position is responsible for all recruitment activities for the company. The Recruiter works with Senior Management and Human Resources to identify job requirements. Efficiently fills vacant positions and appropriately onboard new employees.
Key Responsibilities:
Recruitment
· Drafts store job descriptions, job postings, advertisements and other documentation in order to appropriately source candidates and fill vacancies in a timely and cost efficient manner
· Collects, pre-screens and interviews candidates and presents qualified candidates to management staff for selection"
12,,Junior Recruiter,,,Impact Recruitment,HR Consulting,Vancouver,Glassdoor,Recruiter,,2022-03-05,,,,"We're currently looking for an individual with a thirst for success to join our top-producing team as a Junior Recruiter in our Vancouver office. Working alongside seasoned recruitment professionals, this position will allow a motivated individual to develop valuable skills, build a strong network, and grow their career - this isn't your average entry-level job. Our team is intelligent, hard-working, and motivated – if this is you, apply now by emailing your resume and cover letter to Olivia at otruong@impactrecruitment.ca.

ALLOW US TO INTRODUCE OURSELVES
Our company was born on the West Coast, but our team is made up of a bunch of great people from all sorts of backgrounds – which is kind of our superpower.
Each of us has our own story, our own unique experiences, perspectives, and strengths. These things fuel the important conversations that bring about the insights, ideas, and innovations that keep us at the top of our game."
13,,Talent Acquisition Specialist,,,Novarc Technologies Inc.,Machinery Manufacturing,North Vancouver,Glassdoor,Recruiter,"$58,380 /yr (est.)",2022-03-05,,,,"About Novarc Technologies:
Are you looking to join an industry leader and pioneer in the world of industrial robotics?
Novarc Technologies is an award-winning technology company based in North Vancouver, B.C. Since opening its doors in 2013, Novarc has built advanced collaborative welding robots for pipe welding applications. Novarc uses sensor-based controls and computer vision with cutting-edge software and hardware to improve the quality and efficiency of pipe welding. Our main product is a state-of-art collaborative robot that is currently being shipped internationally.
The company has proven itself as an industry disruptor and has taken home the Innovation award at the Vancouver Chamber of Excellence Awards and first place in the Excellence Technology Innovation Awards (TIA). Globe and Mail has also named Novarc One of Canada's fastest growing companies. We have been featured in top publications and watch lists including two features in Weld magazine. Our team is made up of experts who design, build and sell our entire welding solution."
14,,Recruiter,,,Faber Technologies,,Vancouver,Glassdoor,Recruiter,"$50,000 /yr (est.)",2022-03-05,,,,"Faber Connect is a marketplace connecting construction companies to local construction workers looking for temporary or full-time work. Join us as we pursue our vision to disrupt the $1 trillion construction labour market.
Faber is looking for hungry, ambitious, and talented individuals looking to take on an exciting challenge and join a fast-growing construction technology start-up. Faber’s Operation Team is a critical component of our sales model and has helped fuel the company’s incredible growth. Exceptional performers will have significant opportunities for advancement within the department.
In this role, you will:
Join a highly motivated and diverse team"
15,,Recruiter (Work From Home),,,Workforce Inc.,HR Consulting,Timmins,Glassdoor,Recruiter,$36.00 /hr (est.),2022-03-05,,,,"MUST HAVE CLEAN CANADIAN CRIMINAL RECORD
Key Responsibilities:
Active participation in recruitment
Create and update job postings with input from the hiring department
Develop and maintain an inventory of candidates for various roles;
Contact candidates to schedule interviews
Develop shortlists of resumes for various positions
Administrator of all relevant checks, including background checks, references and pre-employment medicals with third parties"
16,,Jr. Recruitment Specialist / Recruiter,,,RPI Consulting Group,HR Consulting,Toronto,Glassdoor,Recruiter,$19.00 /hr (est.),2022-03-05,,,,"Our Company is actively searching for a Jr. Recruitment Specialist to join our team. The ideal candidate will have excellent communication skills, a go-getter attitude and the ability to multitask in a fast paced environment. This individual will be responsible for managing the recruitment process for assigned positions in its entirety from developing job descriptions, headhunting and candidate screening. The Recruitment Specialist will play a key role, working closely with job seekers, building rapport, understanding their background and skills, and placing them in positions that are a good match for both their interests and the needs of the employer. Preference will be given to candidates with at least a year of recruitment or sales experience.

JOB DUTIES
Work with account team to define openings and deliver the best candidates to our clients
-Manage the recruitment process life cycle for assigned positions - from developing and posting job descriptions through candidate on-boarding

MINUMUM QUALIFICATIONS
- Excellent communication skills - verbal, written and interpersonal.

Salary: 18-20/hr + commission (50K - 80K OTE)"
17,,Recruiter - Permanent,,,Vertical Staffing Resources,HR Consulting,Brampton,Glassdoor,Recruiter,"$40,000 /yr (est.)",2022-03-05,,,,"Here we grow again. Vertical is looking for a talented Recruitment Specialist to join our growing team.
Do you want to be a part of one of the fastest growing companies in Canada.
Vertical ranked No. 238 on the 2020 Growth List with a five-year revenue growth of 298%, and placed No. 233rd with a three-year growth of 141% on the Report on Business ranking of Canada’s Top Growing Companies for 2020.
What will you do?
Provide full cycle recruiting
Providing candidate recommendations to hiring managers"
18,,Jr. Recruitment Specialist/Recruiter (Virtual Role),,,RPI Consulting Group,HR Consulting,Kitchener,Glassdoor,Recruiter,$18.00 /hr (est.),2022-03-05,,,,"Our Company is actively searching for a Jr. Recruitment Specialist to join our team. We are based out of Toronto, ON, however, this will be a virtual role in which you would be working from home. The ideal candidate will have excellent communication skills, a go-getter attitude and the ability to multitask in a fast paced environment. This individual will be responsible for managing the recruitment process for assigned positions in its entirety from developing job descriptions, headhunting and candidate screening. The Recruitment Specialist will play a key role, working closely with job seekers, building rapport, understanding their background and skills, and placing them in positions that are a good match for both their interests and the needs of the employer. Preference will be given to candidates with at least a year of recruitment or sales experience.

JOB DUTIES
Work with account team to define openings and deliver the best candidates to our clients
-Manage the recruitment process life cycle for assigned positions - from developing and posting job descriptions through candidate on-boarding

MINUMUM QUALIFICATIONS
- Excellent communication skills - verbal, written and interpersonal.

Salary: 18/hr + commission (45K - 75K OTE)"
19,,Staffing Consultant,,,"HCR Personnel, Inc.",HR Consulting,Etobicoke,Glassdoor,Recruiter,"$50,919 /yr (est.)",2022-03-05,,,,"Are you eager to join an exceptional recruitment team? Our Etobicoke temporary staffing office is currently recruiting for a Staffing Consultant
WHAT'S IN IT FOR YOU:
A permanent full-time opportunity to work for a well-respected leader in the industry that has enjoyed 25 years of success and stability!
Fun working environment with excellent support.
An excellent compensation package including:
Competitive salary
Excellent benefits"
20,,Entry Level Recruiter,,,Aerotek,HR Consulting,Mississauga,Glassdoor,Recruiter,"$52,500 /yr (est.)",2022-03-05,,,,"Equivalent Experience

Why Aerotek?
Aerotek is a part of Allegis Group, the No. 1 Staffing Agency in the United States . We are a privately held organization with 230+ offices nationwide, and we work with 95% of Fortune 500 companies. You’ll start your career in the recruiter position, helping people find careers they love while joining an established and growing organization that invests in developing its people.
What we are hiring for: Role of a Recruiter
You are responsible for all steps associated with identifying, interviewing and presenting qualified candidates to our clients
You will work closely with an Account Manager (our sales team), to fill these positions as requested

o Hit regular targets and weekly numbers pertaining to call volume, positions filled, customer service and commission levels
o Work in a face paced, deadline-oriented environment- we are required to fill positions based on the commitment we made to our clients
o Both roles offer a base salary plus uncapped commissions, annual bonuses based and shares in the company based on performance



Working at Aerotek and why you will love it…
We are a team of people who push ourselves and those around us to develop personally and professionally. At Aerotek, you can expect a dynamic and competitive work environment. To ensure your success, you’ll take part in a comprehensive training program, surrounded by a positive and supportive culture that encourages everyone to help develop themselves and others . Aerotek promotes almost exclusively from within; the majority of people who start as a recruiter advance into advanced recruiting or sales career paths.
Let’s talk money and perks!
Aerotek offers a base salary of $45,000 during the training period and $50,000 with unlimited earning potential through commissions AFTER a salaried training period. After one year of employment, your base salary will increase to $60,000!
There is potential to earn quarterly bonuses and annual base increases based on performance. You can also earn stock in the company based on your yearly performance! If you work hard and perform well in the job, your compensation will grow quickly.


Check out our Instagram page @aerotekcareers
www.aerotekcareers.ca


Notre monde nous tient à cœur. Reconnu Best of Staffing MD par nos clients et le talent que nous recrutons, Aerotek MD Inc. se distingue comme chef de file du recrutement et en de la dotation de personnel grâce à sa grande compréhension des liens entre le talent et les affaires. Étant donné qu'Aerotek est un partenaire stratégique de plus de 18 000 clients et 300 000 employés contractuels chaque année, son approche axée sur les gens lui permet d'offrir un avantage concurrentiel à ses clients et des emplois gratifiants à ses employés contractuels. Aerotek, dont le siège social est à Hanover, au Maryland, exploite un réseau de plus de 250 bureaux non franchisés, comptant plus de 8 000 employés internes dévoués à servir nos clients. Aerotek est une société en exploitation d'Allegis Group, un fournisseur multinational de solutions en matière de talent. Pour en savoir davantage, consultez le site aerotek.com/fr-ca.


We know that a company's success starts with its employees. We also know that an individual's success starts with the right career opportunity. As a Best of Staffing® Client and Talent leader, Aerotek's people-focused approach yields competitive advantage for our clients and rewarding careers for our contract employees. Since 1983, Aerotek has grown to become a leader in recruiting and staffing services. With more than 250 non-franchised offices, Aerotek's 8,000 internal employees serve more than 300,000 contract employees and 18,000 clients every year. Aerotek is an Allegis Group company, the global leader in talent solutions.

The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law."
21,,Junior Recruiter(MSP),,,WilsonHCG,HR Consulting,Toronto,Glassdoor,Recruiter,,2022-03-05,,,,"WilsonHCG is a global talent solutions leader that operates on the principle of providing true partnership to its clients. Delivering business-impacting talent solutions – including recruitment process outsourcing (RPO), talent consulting, contingent workforce solutions and executive search
Working for WilsonHCG:
WilsonHCG has been recognized as a winner of Glassdoor’s 2015 Employees’ Choice Awards, honoring the top 50 Best Places to Work in the United States with fewer than 1,000 employees.
Benefits of Working at WilsonHCG:
WilsonHCG offers a comprehensive total compensation package including a competitive base salary and commission structure. Employees enjoy a generous amount of vacation time available for use in their first year of service."
22,,Recruitment Consultant - Accounting & Finance,,,Forge Recruitment,,Toronto,Glassdoor,Recruiter,"$67,500 /yr (est.)",2022-03-05,,,,"Aim
· Work to source and identify suitable candidates for the search requisitions that the business is engaged in within our Accounting & Finance team.
Key Dimensions of the Role
· Sources, pre-screens, and interviews applicants to find qualified candidates for the positions we are recruiting for
· Work closely with Account Managers to understand search requirements and client needs
· Build relationships with candidates within the accounting & finance community"
23,,Recruiter - Remote,,,Agilus Work Solutions,HR Consulting,Vaughan,Glassdoor,Recruiter,"$90,000 /mo (est.)",2022-03-05,,,,"Agilus is recruiting for a Recruiter in the Construction industry in Vaughan, Ontario.
We are growing! We're looking for a highly driven, detail-oriented Recruiter to join our team of professionals. This is a full-time role. The role will support Human Resources and work closely with HR and management staff across each department of our business. This is a remote position.

A typical day:
Creating, preparing and sending job offer packages
Develop, recommend and implement human resources programs and services in the area of recruitment and retention
Provide guidance and advice to management and staff on recruitment and selection issues




Please apply directly online by email

Agilus would like to thank all candidates for their interest in this opportunity. Due to the volume of resumes we receive; we may only be able to respond directly to those candidates being selected for an interview.
We encourage you to visit agilus.ca regularly or subscribe to our email alerts at agilus.ca/Account/Register as new exciting employment opportunities become available daily.
We value a diverse workplace.
Agilus Work Solutions

.

AG243-GTA Pro"
24,,Recruiter,,,COREcruitment,HR Consulting,Vancouver,Glassdoor,Recruiter,"$40,631 /yr (est.)",2022-03-05,,,,"Salary: Market related
Reference: CS994471397
Recruitment Consultant – Hospitality-Focused Recruitment Agency
Vancouver, B.C.
Competitive base salary plus uncapped individual commission and group commission + 18 days annual leave (plus your birthday!) + Friday drinks
COREcruitment is an international recruitment agency and due to our expansion across the US and Canada, we are now looking for a superstar to join our growing team! This will be a varied recruitment role including managing candidates and bringing on new clients. This is an excellent opportunity for a dynamic and forward-thinking recruitment professional to join the North American leg of our busy London-based agency. Our Vancouver office is located in the heart of the city (Gastown) and guess what, we’ve just put a new desk in with your name on it!"
25,,Recruiter,,,Career1 Inc,HR Consulting,Mississauga,Glassdoor,Recruiter,"$44,000 /yr (est.)",2022-03-05,,,,"Career1 is hiring immediately for an experienced Recruiter in the Mississauga, ON area. This role will be a Hybrid model, working from home 2 days a week temporarily.
Pay Rate:
$42,000 to $46,000 annually BOE
Shift:
9am to 5pm
What you bring:
You are an HR professional with excellent communications skills both written and oral"
26,,Talent Acquisition Specialist,,,Recrute Action Inc.,HR Consulting,Mississauga,Glassdoor,Recruiter,"$60,000 /yr (est.)",2022-03-05,,,,"Are you looking for a challenging and dynamic job in the Mississauga area? Would you like to be part of a team that believes in your potential and a company that will advance your career? This position is for you! We are currently seeking a Talent Acquisition Specialist for one of our clients.
What's in it for you:
Permanent position full-time position on-site
Salary: 55K-75K + Bonus
RRSP Matching Program
Competitive Benefits Program
A day in the life of a Talent Acquisition Specialist:"
27,,Recruiter,,,AppleOne,HR Consulting,North York,Glassdoor,Recruiter,"$45,000 /yr (est.)",2022-03-05,,,,"AppleOne is searching for a dynamic and motivated junior recruiter to join our team!

We offer:
Work from Home (Flex options)
Base salary + BEST commission structure in the industry
Great training & development opportunity
Benefits & RRSP Matching
Flexible & results oriented environment
The opportunity to join a top performing team in the GTA and learn from the best

Key Responsibilities:
accuracy of the job descriptions presented to them.
openings.
candidates on open positions.
gathering process.

Skills/Qualifications
urgency.
telephone or in person."
28,,Junior Recruitment Consultant,,,COREcruitment,HR Consulting,Vancouver,Glassdoor,Recruiter,"$41,115 /yr (est.)",2022-03-05,,,,"Salary: Market related
Reference: CS994471361
Junior Recruitment Consultant
Competitive Salary + Comission + Bonus + Benefits

We are CORE. We are the hospitality, retail and service talent experts. We’re passionate about people and the hospitality and service sectors.
We’re a different kind of placement agency, putting relationships at the forefront of our processes and committed to accelerating ambitions for both our clients and candidates.
It’s a fast paced, fun, and non-corporate vibe at CORE. We’re dedicated to building a dynamic, engaging, and inclusive workplace. We value individuality and reward hard work."
29,,Junior Recruiter,,,AppleOne,HR Consulting,Burlington,Glassdoor,Recruiter,"$50,000 /yr (est.)",2022-03-05,,,,"AppleOne is looking for our next Junior Recruiter for our Burlington team
City
Salary
Remote or In-office role

Benefits of working with the APPLEONE TEAM

? Full benefits including dental, medical and health
? Bonuses and incentives
? Room for growth and advancements
? 3 Weeks’ Vacation
? Your Birthday off every year
? 4 Mandatory Wellness Days per year
? RRSP Matching

Responsibilities:

? Sourcing and screening candidates
? Liaising with clients and candidates to arrange for interviews
? Candidate follow up and references

Assets:

? Excellent communication and computer skills
? Ability and eagerness to be on the phone talking with people daily
? Excellent multi-tasking skills
? Passionate, positive and results driven
? Previous background in customer service, retail management, HR or sales

Get HIRED with AppleOne"
30,,Recruiter (remote),,,LifeWorks,Business Consulting,Montreal,Glassdoor,Recruiter,"$55,176 /yr (est.)",2022-03-10,,,,"Build a meaningful career
At LifeWorks, we offer more than career opportunities, we provide career opportunities to make meaningful contributions to people’s lives. The extraordinary expertise of a more than 7,000-strong workforce is harnessed to support the employees and families of the organizations we serve. Our innovative programs have a lasting impact on the health, financial security and productivity of 24,000 workplaces.
The recruiter will join a growing global team of 20+ recruiters and people leaders, who work together to ensure overall success through strategic and solutions-oriented thinking, and collaborative teamwork.

Recruiters work in a fast paced, high-volume environment and are responsible for managing the full recruitment cycle from beginning to end, including the sourcing of candidates based on specialist skill sets, credentials or other requirement.
Responsibilities will include:"
31,,In-House Technology Recruiter,,,Adaptive Financial Consulting,Business Consulting,Montreal,Glassdoor,Recruiter,"$102,500 /yr (est.)",2022-03-10,,,,"Who we are and what we're looking for:
We are Adaptive, a successful and growing software consultancy and we’re now looking for a talented in-house recruiter to join our team. Whilst the finer details of the role are as below, what we’re looking for is someone with solid technical recruiting experience, a focus on an excellent, efficient candidate experience, superb interpersonal skills, brilliant team work and a ‘roll your sleeves up and pitch in’ attitude. We look for high quality developers, project managers, BA’s and UX staff to join our growing team.
You will be part of a distributed recruitment team and will work collaboratively with your US and Europe-based recruiting team and partner with colleagues across our business to drive efficient, effective recruiting processes. You'll be focussed on Montreal recruitment but will work internationally on recruitment for our London, Barcelona and New York offices. Note that Adaptive offers a very flexible hybrid-working model."
32,,RECRUITER,,,Bureau Veritas,Farm Support,Vancouver,Glassdoor,Recruiter,,2022-03-10,,,,"Recruiter - Western Canada - You will lead and drive recruitment strategy from high volume full-cycle recruitment of all technical and non-technical roles within Western Canada, maintain job descriptions, provide market research on hiring strategies, attend local hiring fairs and more. This individual will play a critical role in the candidate experience and provide additional recruitment support to the US hiring managers as needed.

Duties & Responsibilities:
Champion recruitment efforts and initiatives for all client groups including Canada and US sites
Provide market research, best practices and outside of the box recommendations for hiring strategies
Manage all aspects of full-cycle recruitment for all technical and non-technical roles"
33,,Health Care Recruiter,,,Bayshore HealthCare,Healthcare Services & Hospitals,Hamilton,Glassdoor,Recruiter,"$45,831 /yr (est.)",2022-03-10,,,,"Recruitment, acquisition and retention of casual caregivers and nurses. Travel within Hamilton and surrounding area is required to facilitate community outreach, meet applicant needs and recruit locally.
Are you a “People Person”? Do you enjoy meeting people and telling your compelling story to anyone who will listen? Our team is looking for a Recruiter who is a team-player and loves to make a difference in people’s lives.
Join our amazing team as we continue our 50+ year tradition of providing high-quality care to our community. With Bayshore, you will create special moments every day. If your calling is to “be the difference” by providing outstanding sourcing and hiring expertise, then a Recruitment Career with Bayshore is the Perfect Fit for YOU!
Why Bayshore?"
34,,Virtual Recruiter,,,AGM Renovations,Building & Construction,Hamilton,Glassdoor,Recruiter,"$57,885 /yr (est.)",2022-03-10,,,,"We are growing! We're looking for a highly driven, detail-oriented Recruiter to join our team of professionals, based in Concord. It will support Human Resources and work closely with HR and management staff across each department of our business. This is a remote position.
Duties will include, but are not limited to:
Coordinate and participate in recruitment and selection process including identifying selection criteria; developing questions and tests; screening applications; interviewing candidates in conjunction with hiring manager; verifying references, etc.
Making job offers and preparing and sending out the offer package.
Develop, recommend and implement human resources programs and services in the area of recruitment and retention.
Provide guidance and advice to management and staff on recruitment and selection issues."
35,,Recruitment Specialist,,,Elite Residential Concierge Services Inc.,,North York,Glassdoor,Recruiter,"$50,000 /yr (est.)",2022-03-10,,,,"About us
With over 50 years of management experience in delivering innovative solutions to resident-client security care, we aim at transforming the Security Industry and the ‘Way of Life’ of our clients. Exceptional customer service is the top priority in everything we do. Our family of over 750 professionally trained staff provide end-to-end concierge services as we assist our clients in whatever they need, from pet-care services to helping them with their groceries. You can trust us regardless of what part of the world you come from, we are here to help you.
Our employees are respectful and sensitive to different cultures and religious practices. Using innovative security practices, we not only ensure that our residents are protected, we aim to go above and beyond to add the element of luxury to the boutique lifestyle living our clients desire."
36,,"HR Recruiter, Real Estate Development",,,Westbank Projects Corp.,,Vancouver,Glassdoor,Recruiter,"$57,500 /yr (est.)",2022-03-10,,,,"As a member of our Human Resources team that services our North American operations you will be crucial to the success of our developments and operations.
Working with your Director of HR you will manage the growth of our Company from meeting with department heads to establish needs, develop job postings and descriptions, managing postings on multiple social accounts, interview, reference check, assisting in negotiations, and finally supporting onboarding. Experience with Real Estate and/or Property Management teams will be essential in your success.
As a member of our HR team you will be given a great amount of autonomy of your time, be a part of a constantly growing, learning, and educating department, and be able to directly see the impacts of your work.
Please ensure your personality shows through in your CV to increase our chances of having the opportunity to meet you!"
37,,Executive Recruiter,,,Peak Sales Recruiting,,Remote,Glassdoor,Recruiter,"$70,000 /yr (est.)",2022-03-10,,,,"Peak Sales Recruiting is a fast-paced organization that values teamwork and lifelong learning. We are passionate about placing people in their dream jobs. We are currently looking for a Recruiter to join our growing team. If you have a passion for service and are looking to work with like-minded people, read on.
Why work for Peak?
We offer the opportunity to work with first-class companies across the globe.
We headhunt talent for the world’s most innovative and disruptive companies.
We provide the tools and support needed to grow your career and develop new skills.
We offer flexible work-from-home arrangements.
We are purpose-driven, values-based."
38,,Recruiter,,,CIMA+,Architectural & Engineering Services,Montreal,Glassdoor,Recruiter,,2022-03-10,,,,"Welcome to a place where people are at the heart of everything we do.
Welcome to people who like people, to brilliant minds, tomorrow’s visionaries, challenge seekers, collaborators, and those with an entrepreneurial spirit in their DNA.
At CIMA+, you’ll find a place where everyone’s ideas and perspectives are welcomed and encouraged, a place where you’ll have many opportunities to learn and develop while working on projects that rally our team together, where you can proudly become a company shareholder.
At CIMA+, we give you the freedom and flexibility to manage your work on your own terms and define what work-life balance means to you.
At the end of the day, we’re proud to be able to say that when you join CIMA+, we’ll welcome you into a place that you can call home.
Mission
As a Recruiter, you will have a real impact on the organization. Through the quality of your interviews and recommendations, you will increase the quality of matches between candidates and the complex positions we need to fill. You will offer future hires the possibility to experience the employer brand. You will work as a team with one or several Talent Acquisition Business Partners and Research Specialists in pursuing the objective of increasing the volume and quality of candidacies presented to hiring managers across Canada."
39,,Retail Recruiter,,,Highland Farms,Vehicle Dealers,Mississauga,Glassdoor,Recruiter,"$49,670 /yr (est.)",2022-03-10,,,,"This position is responsible for all recruitment activities for the company. The Recruiter works with Senior Management and Human Resources to identify job requirements. Efficiently fills vacant positions and appropriately onboard new employees.
Key Responsibilities:
Recruitment
· Drafts store job descriptions, job postings, advertisements and other documentation in order to appropriately source candidates and fill vacancies in a timely and cost efficient manner
· Collects, pre-screens and interviews candidates and presents qualified candidates to management staff for selection"
40,,Recruiter (Job ID 2465),,,KAS Staffing Ltd.,HR Consulting,Mississauga,Glassdoor,Recruiter,"$47,500 /yr (est.)",2022-03-10,,,,"Are you an experienced Talent Acquisition Specialist (Recruiter), looking for work in the Mississauga area?
Here are some of the Perks & Benefits of working with KAS Staffing Ltd:
Benefits after probation period
RRSP Program
Weekly Profit Sharing
Annual Reviews & Increases
Weekly Pay via Direct Deposit
Interacting with a diverse and dynamic group of people"
