,id,job_title,job_type,job_exp,company,industries,location,source,search_kw,expected_salary,post_date,job_function,remote,job_summary,description
10,,Human Resources Coordinator,,,BLACKBIRD SECURITY INC.,,Vancouver,Glassdoor,Human Resources Coordinator,"$46,250 /yr (est.)",2022-03-05,,,,"Blackbird Security Inc. is a national security services company, headquartered in Vancouver, BC.
As the Human Resources Coordinator, you will be working in our Vancouver, BC office and reporting to the National Human Resources Manager, as well as providing support as needed to our management and leadership teams as required.
The incumbent of this role is expected to be able to self-regulate their work and coordinator or perform tasks without specific direction or assignments from the National Human Resources Manager. This role will also provide guidance and training to the Human Resources Assistant.
The Human Resources Coordinator will be the main point of contact in the event of the National Human Resources Manager’s absence."
11,,Talent Acquisition Coordinator - Vancouver,,,KORE Software,Computer Hardware Development,Vancouver,Glassdoor,Human Resources Coordinator,,2022-03-05,,,,"Please apply on Isarta.com
https://isarta.com/jobs/?utm_source=IND&job=78220

We are looking for a temporary part-time Talent Acquisition Coordinator to support and improve how our company attracts and selects new hires. Ideal candidates would be open to a 3-6 month full-time contract position.
Our Talent Acquisition Coordinator responsibilities include providing administrative assistance to our hiring teams, reviewing applications and resumes, assisting candidates through the interviewing and hiring process, and maintaining our Applicant Tracking Software (Breezy HR). If you are familiar with recruiting strategies, including sourcing, screening, and interviewing methods, we'd like to meet you. Ultimately, you will help keep our hiring process smooth and ensure we recruit and retain high-performing employees."
12,,"Human Resources Coordinator, Employee Relations",,,Vancouver Coastal Health,Healthcare Services & Hospitals,Vancouver,Glassdoor,Human Resources Coordinator,$36.96 /hr (est.),2022-03-05,,,,"Job Description:
Job Title:
Human Resources Coordinator, Employee Relations

Work Site:
VGH 12th & Oak

Status:
Temporary Full Time - Term Specific Position (1.00 FTE)

Salary:
$30.33 - $43.60 per hour

Reference#:"
13,,"Project Coordinator, CST Human Resources",,,Vancouver Coastal Health,Healthcare Services & Hospitals,Vancouver,Glassdoor,Human Resources Coordinator,$33.90 /hr (est.),2022-03-05,,,,"Job Description:
Job Title:
Project Coordinator, CST Human Resources

Work Site:
CST - 590 W. 8th

Status:
Start Date:
Hours

Regular Full Time
As soon as possible
0830-1630"
14,,Human Resources Coordinator,,,Metro Vancouver,Government Agencies,Burnaby,Glassdoor,Human Resources Coordinator,,2022-03-05,,,,"Department: Human Resources and Corporate Services
Employee Group: Exempt
Location: 4515 Central Boulevard, Burnaby
Our Human Resources & Corporate Services Department is seeking an experienced and detail oriented Human Resources Coordinator to join our HR team at our Metrotown office. The ideal candidate will work as part of a team of four HR Coordinators responsible for supporting full cycle recruitment activities. The successful candidate will have HRIS experience (preferably PeopleSoft) entering and maintaining information in support of the employee lifecycle, supporting recruitment processes and providing information and assistance to internal and external contacts. Experience with an applicant tracking system is preferred as well as experience working in a unionized environment.
The Human Resources Coordinator reports to the Senior Human Resources Coordinator and falls within our Professional / Technical, Level 1 job family."
15,,Human Resources Coordinator,,,PHSA,Healthcare Services & Hospitals,Vancouver,Glassdoor,Human Resources Coordinator,"$61,351 /yr (est.)",2022-03-05,,,,"Human Resources Coordinator

You are an organized and analytical person with a keen interest and background in HR. Work in a fast paced environment where you can create an impact.

What you’ll do
Develop, maintain, and evaluate administrative processes and systems for effective and efficient human resource activities
Evaluate procedures, make recommendations and implement revised methods to improve HR administration
Efficiently coordinate projects, achieving goals and meeting timelines and prepare minutes, agendas, logistics, project deliverables, and other documentation"
16,,"Coordinator, Human Resources",,,Nutrien Ltd.,Farm Support,Remote,Glassdoor,Human Resources Coordinator,,2022-03-05,,,,"Job Description:
Coordinator, Human Resources - (This is a 5 month short term assignment) - Remote
At Nutrien, our Purpose is to grow our world from the ground up and we do so with safety and integrity as our core values. Nothing is more important than sending our people home safe, every day.
Nutrien is a leading provider of agricultural products, services, and solutions. With approximately 23,000 employees world-wide, we are the largest producer of potash (by capacity) and one of the world’s largest producers of nitrogen and phosphate. We also operate a leading agriculture retail network that services over 500,000 growers.
We harvest the best. Diverse views and experience make us strong. We look for people who have a safety-first mindset, who are collaborative team players, who deliver on their commitments, who are innovators in search of a better way, and who believe in inclusion."
17,,Human Resources Coordinator,,,Jealous Fruits Ltd,,Kelowna,Glassdoor,Human Resources Coordinator,"$55,000 /yr (est.)",2022-03-05,,,,"Jealous Fruits is the northernmost large scale cherry producer in North America. We grow premium cherries along the shores of Okanagan Lake in the renowned Okanagan Valley of British Columbia, Canada. Our cherries are all hand packed in our state-of-the-art facility, located right on our farm, and shipped to our customers worldwide.
Job Description
Reporting to the Human Resources Director, the Human Resources Coordinator will be responsible for supporting the Human Resources Department with various projects and administrative tasks. Moreover, the successful candidate will support managers in the areas of recruitment, on-boarding, policy and procedure compliance, attendance and more.
The HR Coordinator owns the high-volume recruitment process for staff across all locations/departments. They are responsible for formulating engagement activities and hiring initiatives and maintaining a candidate pool of staff (specifically seasonal cherry pickers/packing plant staff)."
18,,"Human Resources Coordinator, BCEHS",,,PHSA,Healthcare Services & Hospitals,Vancouver,Glassdoor,Human Resources Coordinator,,2022-03-05,,,,"As per the current Public Health Order, full vaccination against COVID-19 is a condition of employment with PHSA as of October 26, 2021.

The Human Resources Coordinator reports to the Manager, HR, works in a matrixed human resources environment, and is accountable for participating as a member of the HR Services team to support a cross-functional team of Human Resources (HR) professionals in providing service to operational partners and ultimately patients. Functions as a junior-level Business Partner with assigned straightforward grievances and union-related issues such as those pertaining to payroll and timekeeping and casual call-out; identifies issues that are complex, non-routine and/or with significant risk and consults/refers issue to the appropriate party for handling. The Coordinator researches, conducts analysis and presents potential solutions, and assists with planning and implementation of decisions/outcomes that are approved and finalized. Builds effective and respectful partnerships and develops an understanding of health sector unionized environment and operational group structures, needs, initiatives and HR-related issues to effectively respond to queries from operational partners and employees and to ensure the consistent application of relevant policies, standards, legislation, collective agreements and terms and conditions of employment."
19,,Human Resources Coordinator- Vancouver,,,Maersk,Logistics & Supply Chain,Delta,Glassdoor,Human Resources Coordinator,,2022-03-05,,,,"Summary:
Provide administrative support to the employees of Performance Team and to the HR Department in a variety of tasks and responsibilities.
We offer
As a company, we promote a culture of honesty and integrity, and value the trust it allows us to build with customers and employees alike. Our focus on our people is what sets us apart and keeps our customers coming back to work with us!

If you are seeking to be a part of a family, this is the place for you!

Performance Team and Damco Distribution, now part of the Maersk global organization under a combined Warehousing & Distribution division, offer third party logistics services to over 500 customers. Encompassing almost 15 million square feet of warehousing capacity throughout the country and a large transportation segment capturing a variety of services, we have key supply chain hubs in the Los Angeles and New Jersey/New York areas, and other facilities along the Western & Eastern coasts along with multiple locations in the Midwest. Delivering significant sales and profitability growth, we will drive the Inland Logistics and Services business for the combined US business units for Maersk.



We are proud to be an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.

We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements."
20,,human resources co-ordinator,,,CANADA NEST IMMIGRATION CONSULTING LTD.,,Vancouver,Glassdoor,Human Resources Coordinator,$41.00 /hr (est.),2022-03-05,,,,"Specific Skills
Research and prepare occupational classifications, job descriptions and salary scales
Research employee benefits and health and safety practices and recommend changes
Mediate labour disputes and grievances
Co-ordinate employee performance and appraisal programs
Plan, develop, implement and evaluate human resources policies and programs
Hire, train and supervise staff
Advise managers and employees on the interpretation of human resources policies, benefit programs and collective agreements"
21,,Human Resources Coordinator - Full-Time,,,Bayshore HealthCare,Healthcare Services & Hospitals,Markham,Glassdoor,Human Resources Coordinator,"$49,000 /yr (est.)",2022-03-05,,,,"Human Resources Coordinator – Completes day-to-day human resources activities at the ICS Office and collaborates in relevant National Service Centre initiatives.

DUTIES AND RESPONSIBILITIES
Handle all telephone and written inquiries relating to the hiring and selection of Field employees as requested.
Hire and screen Field employees according to Bayshore recruitment and selection policies and procedures and as such:
o interview potential Field employees, administer and evaluate skills tests"
22,,"Coordinator, Human Resources",,,Intercity Packers,,Richmond,Glassdoor,Human Resources Coordinator,,2022-03-05,,,,"Thank you for your interest in Intercity Packers. We are always looking for qualified people to join our team who share our passion for integrity, quality, safety, sustainability, accountability and trust. We are dedicated to our customers and committed to our people. We believe in treating each other with respect and working as a team to get things done right. Does this sound like you? See our job opening below.
Intercity Packers is the largest meat/seafood distribution company in Western Canada and part of the Gordon Food Service (GFS) Canada group of companies, recognized by Forbes magazine as Canada's Best Employers in 2022. As our innovative business continues to grow rapidly, we seek a full-time Human Resources Coordinator at our Richmond location. Reporting to the Human Resources Generalist, the Human Resources Coordinator will be responsible for full-cycle recruitment, payroll/ benefits administration, and various HR duties. If you have strong communication and documentation skills and can work under pressure with minimal supervision, we would love to hear from you!"
23,,Human Resources Coordinator,,,"Marriott International, Inc",,Vancouver,Glassdoor,Human Resources Coordinator,"$49,768 /yr (est.)",2022-03-05,,,,"Posting Date Feb 02, 2022
Job Number 22013688
Job Category Human Resources
Location JW Marriott Parq Vancouver, 39 Smithe Street, Vancouver, BC, Canada
Brand Marriott Hotels Resorts
Schedule Full-Time
Relocation? N
Position Type Non-Management
Located Remotely? N

Marriott International portfolio of brands includes both JW Marriott and Marriott Hotels."
24,,Human Resources/Occupational Health and Safety Coordinator,,,Frisoni Mechanical Inc.,,Etobicoke,Glassdoor,Human Resources Coordinator,"$45,000 /yr (est.)",2022-03-05,,,,"Frisoni Mechanical
The Opportunity
Frisoni Mechanical Inc is looking for a People Operations and Human Coordinator Specialist, Full-Time, Permanent.
Given the nature of the industry and its essential status this job will require you to commute into the office effective your start day.
Our office is located at 255 Carrier Drive, Unit 2 Etobicoke, Ontario M9W 5Y8
In partnership with the President, you will:"
25,,People Coordinator,,,Bench Accounting,Accounting & Tax,Vancouver,Glassdoor,Human Resources Coordinator,"$49,770 /yr (est.)",2022-03-05,,,,"What's Bench? Check us out in Medium, Betakit, Financial Post, Perkins + Will, our Instagram, and our Blog.
We acknowledge that Bench headquarters is located on the traditional, ancestral, and unceded territory of the Coast Salish Peoples, including the territories of the xʷməθkwəy̓əm (Musqueam), Skwxwú7mesh (Squamish), and Səl̓ílwətaʔ/Selilwitulh (Tsleil-Waututh) Nations.
Businesses need to understand their financial performance, but for many smaller ones, this means a trade-off between managing their books and running their businesses.
Our mission is to make a profound difference in the quality of life of one million people. From creatives to chiropractors, Bench helps thousands of small business owners and entrepreneurs master their financial lives. Because understanding your finances should be three things: simple, effortless, and affordable.
We're growing fast, and we're looking for exceptional people to join us on this incredible journey. Check out our culture guide to learn more about what it's like to work at Bench and read more about our business here!"
26,,Learning & Development Coordinator,,,Taiga Building Products Ltd.,Wood & Paper Manufacturing,Burnaby,Glassdoor,Human Resources Coordinator,$37.00 /hr (est.),2022-03-05,,,,"Taiga is the leading independent wholesale distributor of building materials. Taiga operates 15 distribution centres in Canada, 3 distribution centres in the Western USA and 6 reload stations in Eastern USA.
We’re looking for a Learning & Development Coordinator to join our Human Resources team and contribute to the implementation of growth and development initiatives. If you have a passion for creating and improving systems that allow for a seamless experience and are interested in further developing your planning and coordination skills alongside our People and Culture team, we’d love to hear from you.
Terms of Employment: Full Time, One year
Business Address & Work Location: 800–4710 KINGSWAY BURNABY, BC V5H 4M2"
27,,Entry-Level People Operations Coordinator - Class of 2022 (Fully Remote),,,Jerry,Insurance Agencies & Brokerages,Toronto,Glassdoor,Human Resources Coordinator,"$44,396 /yr (est.)",2022-03-05,,,,"We’d love to hear from you if you like:
- Start-up energy - come join one of LinkedIn’s Top 50 Tech Start-ups
Learning and solving interesting problems in a huge market ($2T market size)
Working closely with serial entrepreneurs and strong leaders who have scaled companies like Amazon, Facebook, Alibaba, Robinhood, Sofi, Microsoft, etc.
- Meritocracy - we promote based on performance, not tenure

If you are a detail-oriented champion of the people, eager to tackle a variety of projects and work in a fast-paced environment, come join our team as a HR Coordinator! You will be responsible for revising established company policies and recommending new policies to ensure legal compliance and the cultivation of a competitive workplace that will attract and retain top talent. You will partner with our Director of People and Strategy to fortify the existing foundational structure, identify new opportunities and get the opportunity to lead the charge in its end-to-end implementation, from ideation to execution."
28,,Human Resources Coordinator,,,QuadReal Property Group,Real Estate,Vancouver,Glassdoor,Human Resources Coordinator,"$56,420 /yr (est.)",2022-03-05,,,,"About QuadReal Property Group
QuadReal Property Group is a global real estate company headquartered in Vancouver, British Columbia. Assets under management are $61.2 billion. From its foundation in Canada as a full-service real estate operating company, QuadReal has evolved its capabilities to invest in public and private debt and equity markets. QuadReal invests directly, via programmatic partnerships and through operating companies in which it holds an ownership interest.
QuadReal seeks to deliver strong investment returns while creating sustainable environments that bring value to the people and communities it serves. Now and for generations to come.
QuadReal: Excellence lives here.

Reporting to the HR Business Advisor, the HR Coordinator is responsible for providing an exceptional level of support to employees and managers at QuadReal across Canada and in our international offices. The HR Coordinator plays a key role in the management of documentation and data for most HR business processes including onboarding, offboarding, employee changes and recruitment. The ideal candidate is passionate about HR and delivering a valuable service to the business. You will enjoy proactively identifying opportunities for improvement, have an eye for detail and a flare for innovative thinking!
QuadReal Property Group will provide reasonable accommodation at any time throughout the hiring process for applicants with disabilities or for those needing job postings in an alternate format. If you require accommodation, please advise the Talent Acquisition team member you are working with and include the following: Job posting #, your name and your preferred method of contact."
29,,Campus Recruitment Coordinator,,,BMO Financial Group,Investment Banking & Asset Management,Toronto,Glassdoor,Human Resources Coordinator,"$73,863 /yr (est.)",2022-03-05,,,,"Address:
176 Yonge Street
Job Family Group:
Human Resources
Provides expert advice and counsel related to talent acquisition (e.g., sourcing and/or recruiting strategies) through a variety of business/group & leadership engagements to execute the talent strategy and support the business/group strategy. Executes specific operational / strategic work to deliver business results and/or minimize risk.
Builds change management plans of varying scope and type; leads or participates in a variety of change management activities including readiness assessments, planning, execution, evaluation and sustainment of initiatives."
30,,Human Resources Coordinator,,,Uline,Logistics & Supply Chain,Milton,Glassdoor,Human Resources Coordinator,$28.00 /hr (est.),2022-03-05,,,,"Human Resources Coordinator
From $26 to $30 per hour
Toronto Branch
3333 James Snow Parkway North, Milton, ON L9T 8L1
Uline's Human Resources team works hard to find and retain the best talent. We match quality candidates with a job they'll enjoy while continuing to support all employees throughout their career here.
Better together than apart. This position is in-office, and we are looking for good people who share our passion."
31,,Human Resources Coordinator,,,PRIMED Medical Products Inc,,Cambridge,Glassdoor,Human Resources Coordinator,"$55,000 /yr (est.)",2022-03-05,,,,"Position Title: Human Resources Coordinator
Position Type: Full-time, permanent, salary
Division: Human Resources
Location: Cambridge, ON
Start Date: April 2022
Protecting 6 million people per day from harmful and infectious disease.
PRIMED Medical Products in Cambridge is seeking a Human Resources Coordinator to join our Human Resources team. Reporting to the HR Advisor with a dotted line to the Director, Human Resources, you will support our team members with their Human Resources needs. You will need to use exceptional written and verbal communication skills to develop and maintain strong relationships within the Plant. We are looking for a motivated individual who has a willingness to grow and develop with PRIMED."
32,,HR Coordinator - Lachine - $55K,,,Fuze HR Solutions Inc,HR Consulting,Lachine,Glassdoor,Human Resources Coordinator,"$52,500 /yr (est.)",2022-03-05,,,,"Medical and Dental Insurance
Bonus Incentive Plans
Employee discount on Products
Great Company Culture!
Are you usually the first point of contact among employees and customers?
Do you have great interpersonal and organizational skills? Do you have a passion for recruitment?
If yes, here's an exciting new role for you!"
33,,Human Resources Coordinator (12-month temporary),,,Teck Resources Limited,Mining & Metals,Vancouver,Glassdoor,Human Resources Coordinator,,2022-03-05,,,,"External Job Description
Closing Date: April 13, 2022

Reporting to the Human Resources Manager, the Human Resources Coordinator is responsible for assisting the Human Resources Department with administrative services that contribute to the accomplishment of Human Resources practices and objectives that will contribute towards a positive employee experience and a high performance culture.

Responsibilities:"
34,,HR Coordinator - Candidate Experience,,,Career Contacts,,West Vancouver,Glassdoor,Human Resources Coordinator,"$59,000 /yr (est.)",2022-03-05,,,,"Career Contacts / Employment Unlimited is a boutique employment agency hiring for companies in British Columbia. We offer staffing assistance with permanent and temporary hiring, HR Consulting, payroll support and all phases of the talent search process.
Our client is a non-profit located in West Vancouver. They are looking for a Talent Liaison to join their growing team.
Reporting to the Manager, Talent Acquisition, this role will act as the bridge between Human Resources, Community members, and the Education Employment and Training department. This role will provide Talent support to members seeking employment through feedback, discussion and connection with the Education Employment and Training (EE&T) Department. The role will require frequent member interaction and must have a high degree of emotional intelligence and the ability to communicate with courtesy, tact and diplomacy."
35,,Placement coordinator - human resources,,,Infinite Outsourcing Solutions,Energy & Utilities,Mississauga,Glassdoor,Human Resources Coordinator,$27.50 /hr (est.),2022-03-05,,,,"Employer:
Infinite Outsourcing Solutions
Position:
Placement coordinator - human resources
Duration/Type:
Full Time
Location:
Unit#820, 5915 Airport Road, Mississauga, ON, L4V 1T1"
36,,HR Coordinator,,,Impact Recruitment,HR Consulting,Vancouver,Glassdoor,Human Resources Coordinator,"$57,500 /yr (est.)",2022-03-05,,,,"Our client is looking to add a dedicated HR Coordinator to their team to support their Director of HR + Admin with employee engagement, training and various administrative tasks related to HR! If you are looking for your next big opportunity to grow your HR skills with a firm that values your hard work and eagerness to learn then we want to hear from you!

ABOUT OUR CLIENT
As one of Canada's Top 10 labor and employments firms, their clientele includes notable employers from both the public and private sectors. This is a firm that has risen very quickly in the legal community by combining their strengths and acknowledging each employee's unique strengths and contributions, in which they are not only the Top 10 firms, but have also been recognized for Best Lawyers and Legal 500."
37,,Human Resources Coordinator,,,University of British Columbia,Colleges & Universities,Vancouver,Glassdoor,Human Resources Coordinator,"$68,656 /mo (est.)",2022-03-05,,,,"Staff - Non Union
Job Category
M&P - AAPS
Job Profile
AAPS Salaried - Human Resources, Level A
Job Title
Human Resources Coordinator
Administrative Staff | Department of Electrical and Computer Engineering | Faculty of Applied Science
4,688.67 - $6,754.00 CAD Monthly
April 11, 2022"
38,,"Human Resources Coordinator, Employee Relations",,,Vancouver Coastal Health,Healthcare Services & Hospitals,Vancouver,Glassdoor,Human Resources Coordinator,$36.96 /hr (est.),2022-03-05,,,,"Job Description:
Job Title:
Human Resources Coordinator, Employee Relations

Work Site:
VGH 12th & Oak

Status:
Temporary Full Time - Term Specific Position (1.00 FTE)

Salary:
$30.33 - $43.60 per hour

Reference#:"
39,,Human Resources Coordinator,,,BLACKBIRD SECURITY INC.,,Vancouver,Glassdoor,Human Resources Coordinator,"$46,250 /yr (est.)",2022-03-05,,,,"Blackbird Security Inc. is a national security services company, headquartered in Vancouver, BC.
As the Human Resources Coordinator, you will be working in our Vancouver, BC office and reporting to the National Human Resources Manager, as well as providing support as needed to our management and leadership teams as required.
The incumbent of this role is expected to be able to self-regulate their work and coordinator or perform tasks without specific direction or assignments from the National Human Resources Manager. This role will also provide guidance and training to the Human Resources Assistant.
The Human Resources Coordinator will be the main point of contact in the event of the National Human Resources Manager’s absence."
40,,"Project Coordinator, CST Human Resources",,,Vancouver Coastal Health,Healthcare Services & Hospitals,Vancouver,Glassdoor,Human Resources Coordinator,$33.90 /hr (est.),2022-03-05,,,,"Job Description:
Job Title:
Project Coordinator, CST Human Resources

Work Site:
CST - 590 W. 8th

Status:
Start Date:
Hours

Regular Full Time
As soon as possible
0830-1630"
41,,"Coordinator, Human Resources",,,Nutrien Ltd.,Farm Support,Remote,Glassdoor,Human Resources Coordinator,,2022-03-05,,,,"Job Description:
Coordinator, Human Resources - (This is a 5 month short term assignment) - Remote
At Nutrien, our Purpose is to grow our world from the ground up and we do so with safety and integrity as our core values. Nothing is more important than sending our people home safe, every day.
Nutrien is a leading provider of agricultural products, services, and solutions. With approximately 23,000 employees world-wide, we are the largest producer of potash (by capacity) and one of the world’s largest producers of nitrogen and phosphate. We also operate a leading agriculture retail network that services over 500,000 growers.
We harvest the best. Diverse views and experience make us strong. We look for people who have a safety-first mindset, who are collaborative team players, who deliver on their commitments, who are innovators in search of a better way, and who believe in inclusion."
42,,Human Resources Coordinator,,,Jealous Fruits Ltd,,Kelowna,Glassdoor,Human Resources Coordinator,"$55,000 /yr (est.)",2022-03-05,,,,"Jealous Fruits is the northernmost large scale cherry producer in North America. We grow premium cherries along the shores of Okanagan Lake in the renowned Okanagan Valley of British Columbia, Canada. Our cherries are all hand packed in our state-of-the-art facility, located right on our farm, and shipped to our customers worldwide.
Job Description
Reporting to the Human Resources Director, the Human Resources Coordinator will be responsible for supporting the Human Resources Department with various projects and administrative tasks. Moreover, the successful candidate will support managers in the areas of recruitment, on-boarding, policy and procedure compliance, attendance and more.
The HR Coordinator owns the high-volume recruitment process for staff across all locations/departments. They are responsible for formulating engagement activities and hiring initiatives and maintaining a candidate pool of staff (specifically seasonal cherry pickers/packing plant staff)."
43,,Human Resources Coordinator,,,PHSA,Healthcare Services & Hospitals,Vancouver,Glassdoor,Human Resources Coordinator,"$61,351 /yr (est.)",2022-03-05,,,,"Human Resources Coordinator

You are an organized and analytical person with a keen interest and background in HR. Work in a fast paced environment where you can create an impact.

What you’ll do
Develop, maintain, and evaluate administrative processes and systems for effective and efficient human resource activities
Evaluate procedures, make recommendations and implement revised methods to improve HR administration
Efficiently coordinate projects, achieving goals and meeting timelines and prepare minutes, agendas, logistics, project deliverables, and other documentation"
