,id,job_title,job_type,job_exp,company,industries,location,source,search_kw,expected_salary,post_date,job_function,remote,job_summary,description
10,,HR Manager,,,123Dentist,Healthcare Services & Hospitals,Burnaby,Glassdoor,Human Resources Manager,,2022-03-05,,,,"123Dentist is Canada’s largest majority dentist-owned network of dental practices with more than 230 locations nationwide and in excess of 3000+ employees. Our dentist first, patient focused philosophy, empowers our teams with the tools and support needed to provide industry leading care. We’re now recruiting our inaugural Human Resources Manager to join our growing team.
A core strategy of 123Dentist is acquiring dental practices across multiple provinces in Canada – it’s a fast-paced, high volume and highly entrepreneurial culture and the HR Manager will play a key role in helping the company manage its ambitious growth trajectory.
Please note: being bilingual (English/French) will be viewed as a strong asset but is not mandatory.
Overview:"
11,,"Human Resources Manager, Part Time Flexible Hours",,,30197,,Langley,Glassdoor,Human Resources Manager,,2022-03-05,,,,"Integrated Health Clinic is looking for seasoned human resources professional to support our growing team. The successful candidate will be confident in researching, recommending, and setting up systems, programs, and initiatives from the ground up to enhance the people experience. With a view to attract and retain top talent for the Company, this role will be a leader in all hr program development to create and maintain a strong values-based team culture.
JOB RESPONSIBILITIES
Support and guide leadership with human resource practices and legislation application, and the development and implementation of related programs and policies
Act as a liaison between employees and leadership team
Plan and manage full-cycle recruitment including orientation processes"
12,,Human Resources Project Manager,,,Canadian National Railway,Rail Transportation,Montreal,Glassdoor,Human Resources Manager,"$83,600 /yr (est.)",2022-03-05,,,,"At CN, everyday brings new and exciting challenges. You can expect an interesting environment where you are part of making sure our business is running optimally and safely―helping keep the economy on track. We provide the kind of paid training and opportunities that long-term careers are built on and we recognize hard workers who strive to make a difference. You will be able to thrive in our close-knit, safety-focused culture working together as ONE TEAM. The careers we offer are meaningful because the work we do matters.
Join us!
Job Summary
The Human Resources Project Manager is responsible for coordinating and delivering projects within CN’s Human Resources (HR) function. The incumbent sets deadlines, assigns responsibilities, ensures accurate allocation of resources, leads multidisciplinary teams and monitors the progress of various projects. The position requires building and maintaining relationships with team members, vendors, and other departments involved in projects."
13,,Human Resources Manager,,,Bethesda,,Abbotsford,Glassdoor,Human Resources Manager,"$64,063 /yr (est.)",2022-03-05,,,,"""Working at Bethesda has helped me grow in faith, given me so many new wonderful relationships and really empowers and inspires me to do my very best."" Bethesda staff comment
In your human resources experience, you see the importance of leading and supporting employees to be the best they can be in their service to people with diverse abilities. That closeness and sharing develops with a loving heart, where it is not always obvious who is helping whom anymore. You are yearning for a new role where your organizational and leadership abilities can shine. And where you can shape a workplace that overflows with grace and respect.
At Bethesda, we are about creating community among the people we support, our staff and our surrounding communities. We are all interdependent as we experience life together, and all valuable for the abilities we share. We know we learn from and need each other."
14,,HR Manager,,,Mancor Industries,,Oakville,Glassdoor,Human Resources Manager,"$80,000 /yr (est.)",2022-03-05,,,,"Overview:
The HR Manager is responsible for the day-to-day human resources operations of the plant. Enhance the organization's human resources function by planning, implementing and evaluating employee relations, HR policies, programs and practices. The function of this HR Manager role is to shape the performance and development systems for all employees, designing and supporting the company talent frameworks including performance management, succession planning and workforce/human resource planning whilst guiding and managing Human Resources functions of the company.
Ideal Competencies:
The preferred candidate will be a versatile, diverse and experience HR generalist who has a proven successful record for leading and delivering all aspects of Human Resources with dedication and passion, while keeping up-to-date with changes in employment legislation. They will bring expertise in talent management, are driven to deliver exceptional results, and will use effective people skills to ensure good relationships with all employees and external contacts."
15,,Human Resources Manager,,,Uride,Taxi & Limousine Services,Ontario,Glassdoor,Human Resources Manager,"$55,000 /yr (est.)",2022-03-05,,,,"We are Uride, Canada’s fastest growing ridesharing company with operations across 8 markets in Ontario. Our mission is to provide reliable transportation to small and mid-size communities around the country. We’re passionate about transportation, communities, and technology.
At Uride, we are diverse, dynamic and team oriented. We focus on driving the company forward through team efforts rather than individual ones. Although building a team mentality in remote companies is a challenge, we constantly strive to improve strategies that help us share and collaborate.
We are growing and scaling! If you want to come along for the ride, we have a great opportunity for you! We are currently looking for a Human Resources Manager!
What are we looking for?"
16,,Human Resources Manager,,,Mad Mexican Prepared Food Products Ltd.,,Scarborough,Glassdoor,Human Resources Manager,"$67,500 /yr (est.)",2022-03-05,,,,"Thank you for your interest in our management position. As a Human Resources manager in our company, you are a highly talented individual and the proud owner of your position. You are a creative person that is a good player at a personal level and a good player at the team level. We are looking for a disciplined and organized soul, that can have all our staff on sight, feeling cared for and wanting to be in the company for years to come. You will also be responsible for recruiting Rockstars, that can help us propel our business to the next level.
You report to the Director of operations and the Owner.
Enhance the organization’s human resources by evaluating employee relations and policies, programs and practices.
Perform and monitor all performance reviews and assessments and recommends to fellow managers actions to follow with each employee."
17,,"Senior Manager, Human Resources",,,Service Inspired Restaurants,Casual Restaurants,Burlington,Glassdoor,Human Resources Manager,"$95,035 /yr (est.)",2022-03-05,,,,"Title: Senior Manager, Human Resources
Department: Human Resources
Location: Support Centre, Burlington, Ontario
At Service Inspired Restaurants we take great pride in our diverse portfolio of restaurants and believe a brave, bold and results-driven culture inspires and creates new opportunities for everyone. Our values and promises are not simply a dream, vision, or mission, but a way of life for every person that becomes or wants to become a member of our team. Our goal is to be the first choice of our guests, team members, supplier partners, communities and investors by living our values and promises in everything we do. These values and promises describe how we conduct business, achieve our goal, and live our passion. We offer opportunities at the corporate level, as well as across all our concepts, including: Jack Astor’s Bar and Grill®, SCADDABUSH Italian Kitchen & Bar®; Canyon Creek®, Reds® Wine Tavern, The Loose Moose® and The Antler Room, Duke's Refresher® + Bar and Abbey’s Bake House in Muskoka. So what are you waiting for … come learn more and see if you have what it takes to join our team!"
18,,Senior Human Resources Manager,,,Grand River Personnel,HR Consulting,Waterloo,Glassdoor,Human Resources Manager,"$87,500 /yr (est.)",2022-03-05,,,,"Our client who provides HR services throughout southern and southwest Ontario, is looking for a Senior Human Resources Manager to join their team in a full-time role!
Reporting to our VP of Human Resources, the Senior Human Resources Manager is an industry expert and resource in all matters related to compensation, performance management, organization development, safety, wellness, benefits, employee motivation, training and compliance.
As a member of the HR shared services team, the Senior HR Manager acts as a business partner with the primary role to help, improve, grow and act as a positive resource to company partners!
Excellent compensation and benefits package is available to a top notch HR professional including salary between 75-100K depending on skills plus bonus and other perks such as the ability to work from a home office!
Skill Requirements:
Energized by challenges and thrives in a demanding role effectively managing multiple competing priorities with a consistently steady, professional and calm approach
Exceptional communicator highly skilled in active listening, conflict resolution and change management
Process driven performer who excels in organization and prioritization
Strong initiative, high energy, proven resiliency and positive attitude
Proactive self-starter with a desire for accountability
Operates with the highest level of integrity
Maintain current level of knowledge with respect to employment legislation including but not limited to ESA, OHSA, OLRA etc.
Enhances workplace culture by demonstrating a commitment to ensuring HR services are responsive to the needs of the organization and employees
Acts as a resource and advocate for employee wellness and consistently mirrors the vision, values and goals of the organization
Ensures consistently exceptional attention to detail and follow through
Reflects company core values and leadership profile
Flexibility and understanding of changing priorities and adaptable to changes in the organization
Experience in an automotive environment is a definite ASSET

Collaborate with managers to identify vacancies; post job ads after review/approval, execute recruiting process; provide coaching and advice to managers on best practices
Conducts monthly welcome group orientation sessions to new hires at each location
Together with the HR team, conducts leadership training sessions with leaders and department managers at each location in key HR areas including onboarding, hiring, performance management, employee recognition & retention
Manages leaves of absences including EI; LTD; WSIB and RTW plans and trains leaders for compliance in these areas, maintains employee files, HRIS utilization and documentation compliance
Writes standardized HR policies as needed and job description
Ensures each location is compliant in the completion of monthly building inspections, JHSC meetings every 3 months, equipment inspections
Training compliance in WHMIS; Occupational Health & Safety Awareness; Shop Safety Awareness; Workplace Violence & Harassment
Act as Management Representative & Co-Chair/Secretary for JHSC
implements growth strategies and processes for the group including strategies for high performer advancement, recruitment, retention and recognition etc.
Assist in acquisition due diligence items and & HR Compliance
Accessibility Reporting – ensure compliance
If you have the skills required and this role sparks your interest, send your resume to: jayne@grandriverpersonnel.ca
INDGRP456
Our client is an equal opportunity employer and is committed to meeting the accessibility needs of all individuals in accordance with the Accessibility for Ontarians with Disabilities Act (AODA) and the Ontario Human Rights Code (OHRC). Should you require accommodations during the recruitment and selection process, please contact Jayne at the above email address."
19,,HR Manager,,,Koalafied,,Mississauga,Glassdoor,Human Resources Manager,"$49,000 /yr (est.)",2022-03-05,,,,"Koalafied is Canada’s fastest-growing Sales and Marketing Vendor with offices in Vancouver, Mississauga and Calgary. It is our mission “to become the international leader in connecting people to growth opportunities and acquiring lifetime customers for our partners.”
*
*
*
We have already doubled in size this past year and need your help to continue to grow. We have an immediate need to hire for the position of HR Office Manager in the Mississauga/Etobicoke area.
*
*
We specialize in interacting directly with customers on behalf of our clients, in order to help build their customer base and receive the best possible service.
*
*
Our ideal candidate will be someone who strives to achieve and maintain goals. We are looking for someone who will bring their positivity, driven mentality, enthusiasm, and people skills to the working environment, while being committed to helping themselves and others grow.
*"
20,,Human Resources Manager,,,Let's Work Canada Inc,,Georgetown,Glassdoor,Human Resources Manager,"$80,000 /yr (est.)",2022-03-05,,,,"Hiring Immediately: Human Resources Manager
Company Profile: The industry leader in logistics with a specialization in the distribution of food products.
Location : Georgetown, (Major Intersection: Steeles & Trafalgar *5 MINUTES FROM PREMIUM OUTLET MALL*)
Position Description Summary:
Reporting to the Director of Operations the Human Resources Manager is a key member of the local management team as a business partner to align and support business strategy and objectives. The Human Resources Manager will be responsible for providing support to internal client groups on employee relations matters, and related HR programs (disability management, etc.), as well as HR initiatives and projects."
21,,Human Resources Manager,,,Impact Recruitment,HR Consulting,Vancouver,Glassdoor,Human Resources Manager,"$112,500 /yr (est.)",2022-03-05,,,,"Our Global e-commerce client is hiring a Human Resources Manager based in Vancouver to build out the North American HR functions. This is an exciting role – you’ll be the first Human Resources professional in Vancouver and collaborate with the global HR team. Tech industry is preferred and 5+ years in an HR Manager role leading a team is required.


ABOUT OUR CLIENT
Our client is an e-commerce global organization. They are bringing their North American headquarters to Vancouver and need an experienced Human Resources leader to build out and adapt company policies and procedures for the North American market."
22,,Talent Acquisition Manager,,,David Aplin Group,HR Consulting,Woodbridge,Glassdoor,Human Resources Manager,"$130,000 /yr (est.)",2022-03-05,,,,"Join a top employer and advance your career. David Aplin Group has partnered with a Woodbridge, Ontario-based company to hire a Talent Acquisition Manager.

This is a newly created role where you will feel like you’re a part of something bigger than yourself. The team works together towards a common goal – making sure they find the best people for the job and to make the candidate experience the best in the industry. Do you enjoy developing teams and guiding them to success Does driving the recruitment process for a large region sound fun If the answer is yes, then this may be the right opportunity for you!

Compensation: 120-140K base + bonus + stock

Responsibilities:
Partnering with recruiters, hiring managers, Human Resources, and candidates for full-cycle recruiting operations

If you are interested in this position and meet the above criteria, please click the Apply button to send your resume in confidence directly to Trish O'Quinn, Senior Consultant, Human Resources. Visit our website at www.aplin.com to view our job opportunities, career tips, and tools. We thank all applicants; however, only those selected for an interview will be contacted.

David Aplin Group, one of Canada’s Best Managed Companies, is an employment agency specializing in finding top talent for exceptional organizations across North America. There are no fees to apply to our jobs or engage with our recruiters to find a new career. Companies hire us to help them grow their teams. Visit our website to learn more: www.aplin.com"
23,,Regional Human Resources Manager,,,ICS Management Group,,Oakville,Glassdoor,Human Resources Manager,"$107,500 /yr (est.)",2022-03-05,,,,"Large, growing multi site company requires seasoned employee and labour relations specialist for several locations mainly in the GTA. You will provide Senior level advice to management on contract negotiations, collective agreement administration and other sensitive employee relations matters. Your background includes a relevant education and 5+ years of experience, ideally including chief spokesperson experience in a fast paced environment. This is initially a remote opportunity with a hybrid schedule soon.
A competitive salary, bonus, benefits and RRSP plan is offered by this successful global organization. Promotional opportunities exist within the broader HR structure
Job Types: Full-time, Permanent
Salary: $100,000.00-$115,000.00 per year"
24,,Total Rewards Manager,,,Robert Half,HR Consulting,Vancouver,Glassdoor,Human Resources Manager,"$135,000 /yr (est.)",2022-03-05,,,,"My Burnaby client is seeking a Total Rewards Manager to join their growing team. This is a hybrid role offering the flexibility to work from home and in the office. If you are someone who truly thrives in a dynamic and fast-paced role, working with a collaborative and fun bunch of individuals this is the role for you.

Some of the key responsibilities include:
Overseeing salaried pay plans and benchmarking activities
Design & implement strategies to provide competitive compensation, benefits, and other rewards
Develops and refines site-specific total rewards programs in collaboration with the team
Evaluate existing rewards policies and recommend changes to remain competitive in the market
Prepare, analyze and compile compensation information for Board of Director meetings
Generates employee stock option grant resolutions and agreements for review and approval
Administers the company’s employee benefits programs in the US and the Employee Stock Purchase Plan.
Participates in the coordination of the annual performance and compensation review
Analysis related to market changes( job mapping, costing, communication with stakeholders, and change management activities)
Leading the annual compensation survey process
Enabling a variety of initiatives through a rigorous assessment of data, trends, and program cost/benefit analysis


Strong analytical and problem-solving skills
Proficient in Excel
Previous experience as a compensation analyst
CCP designation advantageous

Does this sound like you?
A highly self-motivated individual who enjoys a fast pace where no two days are the same supporting a large dynamic organization, with a collaborative and team orientated mindset. Someone who can think on their feet, be flexible, and is a fast learner.

What is in it for you?
The opportunity to work with a well-known and hugely successful organization, the opportunity to learn and grow quickly with a competitive salary and company benefits.

If this sounds like the exciting and dynamic role you have been looking for, please apply today.

Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.

Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go. Download the Robert Half app and get 1-tap apply, instant notifications for AI-matched jobs, and more.

Questions? Call your local office at 1.888.490.5461. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2021 Robert Half. By clicking “Apply Now,” you’re agreeing to Robert Half’s Terms of Use ."
25,,Human Resources Partner Manager,,,Lock Search Group,HR Consulting,Vancouver,Glassdoor,Human Resources Manager,,2022-03-05,,,,"New Westminster, BC

Our client is a national leader from within the distribution and service sector. This high-profile company is looking for a dynamic individual to become the new Human Resources Partner Manager for their BC portfolio. As a Human Resources Business Partner, you will be capturing the full scope of HR including payroll, recruitment, developing training programs, career development, succession planning, and change management.

This position can be done remotely, but the successful candidate will need to reside in the Lower Mainland or Fraser Valley, as some duties will need to be conducted in person. The Human Resources Business Partner needs to be integrated within the culture of the BC division. In this key role, you’ll need to be self-motivated, innovative and have a passion for team.

You will be wearing many hats. You could be leading a strategic planning session in the morning and conducting manager training programs in the afternoon. Your experience as an HR Generalist in a non-union setting, and a passion for supporting employees to achieve their performance goals, will be key. This professional will have a key focus on building employee engagement.



This position comes with a competitive salary, vacation package and extended medical/dental. To apply directly please send your resume to Cameron Lappin at clappin@locksearchgroup.com or using the “Apply” button.

linkedin.com/in/cameron-lappin-bb0a607b

Thank you in advance for your interest, only individuals deemed to have the skill set and experience to fit the role will be contacted. Applicants must be legally entitled to work in Canada without sponsorship.

Lock Search Group is a National Executive Recruitment firm with a dozen offices in Canada, a staff of more than 50 Consultants and Associates, and expertise in 11 major disciplines. Our mission is to provide exceptional Recruitment and Consulting Services to clients and candidates. We apply our experience and expertise to deliver solutions with a personalized approach that focuses on clients’ needs and candidates’ goals."
26,,HR Manager - Vancouver,,,Randstad,HR Consulting,Vancouver,Glassdoor,Human Resources Manager,"$75,000 /yr (est.)",2022-03-05,,,,"Our client who is based in Vancouver is looking to hire a HR Manager for their team. Previous HR experience is a must.

Reporting to the Chief Executive Officer, the Manager, Human Resources contributes to the achievement and delivery of organization-wide HR programs and practices and collaborates closely with all levels of management and staff. This position supports the overall operations of the HR function, carrying out responsibilities in the core functional areas of recruitment and onboarding, employee relations, union relations, training and development, performance management, legislative compliance, employee Health and Safety, health & wellness benefits, organizational development and HR information systems (HRIS).

If you are interested in the role please review the job details below and follow instructions to apply.

We welcome all applications; however, only those candidates who have similar experience will be shortlisted and contacted.








Two easy ways to apply:

1. E-mail resume to jack.murphy@randstad.ca
2. Apply online: http://www.randstad.ca

Randstad Canada is committed to building a diverse workforce reflective of the diversity of Canada. As a result, we promote employment equity and encourage candidates, especially those who identify as a woman, an Aboriginal person, a person with a disability or a member of a visible minority group, and any others who may contribute to the diversification of our workforce, to apply.

Randstad Canada is also committed to developing inclusive, barrier-free selection processes and work environments. If contacted in relation to a job opportunity, you should advise your Randstad Representative or your local Randstad branch in a timely fashion of the accommodation measures which must be taken to enable you to be assessed in a fair and equitable manner. Information received relating to accommodation measures will be addressed confidentially.

Randstad Canada is committed to fostering a workforce reflective of all peoples of Canada. As a result, we are committed to developing and implementing strategies to increase the equity, diversity and inclusion within the workplace by examining our internal policies, practices, and systems throughout the entire lifecycle of our workforce, including its recruitment, retention and advancement for all employees. In addition to our deep commitment to respecting human rights, we are dedicated to positive actions to affect change to ensure everyone has full participation in the workforce free from any barriers, systemic or otherwise, especially equity-seeking groups who are usually underrepresented in Canada's workforce, including those who identify as women or non-binary/gender non-conforming; Indigenous or Aboriginal Peoples; persons with disabilities (visible or invisible) and; members of visible minorities, racialized groups and the LGBTQ2+ community.

Randstad Canada is committed to creating and maintaining an inclusive and accessible workplace for all its candidates and employees by supporting their accessibility and accommodation needs throughout the employment lifecycle. We ask that all job applications please identify any accommodation requirements by sending an email to accessibility@randstad.ca to ensure their ability to fully participate in the interview process."
27,,Human Resources (HR) Manager,,,Robert Half,HR Consulting,Cambridge,Glassdoor,Human Resources Manager,"$105,000 /yr (est.)",2022-03-05,,,,"Robert Half has partnered with one of Cambridge's well recognized and well respected manufacturers in the search for an HR Manager. More than a job, this role is the opportunity you have been looking for to work with the leadership team to bring the organization to the next level. Collaborating with a hardworking and efficient team, you will act as a key business partner with a strong focus on employee engagement, projects related to compensation, benefit packages and improvements, bonus plans. We are striving to remain one of the best employers in Cambridge!
In this role as the stand alone HR Manager
Implement and administer employee policies and promote positive employee relations • Manage and monitor performance-related issues and implement changes that could increase productivity • Provide recruiting assistance and candidate screening and assessment • Work towards improving company policies and procedures • Handle termination-related matters and prepare termination and severance letters • Provide training and support to other team members of the human resources department • Be well-versed in laws and regulations regarding hiring and firing • Developing programs to increase morale • Identify, along with key managers, means of educating key staff through internal or external courses • Manage Health and Safety • Implement and administer Health and Safety policies
3 or more years of leadership experience in Human Resources
Post secondary education in a related field
CHRP or CHRL considered an asset
previous experience with a focus on employee relations an asset

Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.

Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go. Download the Robert Half app and get 1-tap apply, instant notifications for AI-matched jobs, and more.

Questions? Call your local office at 1.888.490.4154. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2021 Robert Half. By clicking “Apply Now,” you’re agreeing to Robert Half’s Terms of Use ."
28,,HR Manager,,,Vaco,Business Consulting,Vancouver,Glassdoor,Human Resources Manager,,2022-03-05,,,,"Maintains, reviews, and proposes updates to existing HR policies and practices and ensure employees are aware of policies through effective internal communication.
Develops and delivers HR programs that address evolving corporate workforce needs and maximizes performance and retention of employees.
Develops and implements a robust employee recognition program.
Develops a Human Resources information and analytics framework that identifies corporate risks and enables the production of ad-hoc and cyclical intelligence reporting.
Evaluates and implements technology solutions to support HR service delivery and transformation of the organization.
Promotes improved organizational effectiveness through the development of competency-based performance management practices."
29,,Human Resources Manager,,,Robert Half,HR Consulting,Toronto,Glassdoor,Human Resources Manager,"$97,500 /yr (est.)",2022-03-05,,,,"Are you a Human Resources Manager looking for an exciting career move? Do you have great leadership and administration skills, with an interest in the property management industry? If so, this position may be for you! Our client, located in North York, is looking to add a Human Resources Manager to their team. This is a great opportunity to work along side an amazing team!

Responsibilities:
Oversee day to day Human Resources operations
Create policies and processes in accordance with current legislative framework
Determine departmental staffing needs and recruit top talent accordingly
Diligently review Annual benefits Renewal and Compensation Plan
Handle all employee related matters
Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.

Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go. Download the Robert Half app and get 1-tap apply, instant notifications for AI-matched jobs, and more.

Questions? Call your local office at 1.888.490.4154. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2021 Robert Half. By clicking “Apply Now,” you’re agreeing to Robert Half’s Terms of Use ."
30,,Human Resources Manager,,,The Truffles Group,,Victoria,Glassdoor,Human Resources Manager,,2022-03-24,,,,"Want to join a fun, growing, dynamic company with a great culture? Join us!
Signing Bonus Offered!
Title: Human Resources Manager
Location: 376 Harbour Rd., Victoria, B.C.
The Truffles Group head office is located in Vic West’s beautiful and modern waterfront Dockside Green development. Our state-of-the-art building is LEED Gold certified which substantially reduces energy and water waste while emphasizing human health in an integrative building design. Our office includes a rooftop deck which overlooks Victoria’s downtown inner harbour and Gorge inlet and is within walking distance of coffee shops, restaurants, yoga studios, and gyms. Our team members enjoy full access to the rooftop patio, vegetable garden, and golf putting green. Inside, team members are welcome to utilize our changeroom, shower, and fully equipped kitchen. Our team is provided with snacks, refreshments, and team activities to maintain a fun, collaborative, efficient, and innovative office culture that lives up to the building we call home."
