,id,job_title,job_type,job_exp,company,industries,location,source,search_kw,expected_salary,post_date,job_function,remote,job_summary,description
10,,Director of Operations,,,Oculus Search Partners LLC,,Brampton,Glassdoor,Manufacturing Director,"$74,783 /yr (est.)",2022-03-05,,,,"The Director of Operations is responsible for managing and providing strategic guidance to operations Leaders. This position is accountable for all aspects of site operations. Direct reports include Production, Maintenance, Engineering, Supply Chain, with Matrix reporting for Finance, Quality, Human Resources, Environmental Health, and Safety. Responsibility for developing and adhering to the annual production budget, participating in new product development and planning, attending and participating in various organizational meetings. The Director of Operations is accountable for the supervision of all direct and indirect reports in a way that is beneficial to all associates and helps to establish and maintain a positive relationship with them.

Duties and Responsibilities:
Continue and strengthen a culture of Inclusion and Diversity to drive results in Safety, Quality, Delivery, and Cost.

Display positive Leadership with demonstrated respect for others.

Communicate with associates with a focus on providing personal development and work-related performance feedback

Monitoring daily operation schedules for all departments for accuracy and ensuring daily operational goals are realized

Develop a thorough understanding of process flow and key controls of the products manufactured. Use this knowledge along with daily observations of all areas of the operations facility to drive Continuous Improvement and build product costings.

Provide strategic guidance to the organization through participation in cross-functional meetings and data analysis on sales trends and cost performance.

Implement Standard Work to include visual management that tracks key performance indicators of operations including quality, service, safety, and cost. Share operations goals and guidelines for achieving the goals with facility leadership

Must be open to receiving performance feedback and be able to react to the feedback in a positive manner

Participate in new product development and planning by researching the cost and ability to produce the product

Communicate new product production plans to Team Leaders and participate in the implementation of the new product’s production

Develop operations annual budget by analyzing spending and allocation of resources, and taking into consideration the feedback that has been received from Team Leaders

Adhere to the approved operations annual budget and provide budget updates and adjustments as requested to Vice President



Bachelors degree required; preference for degrees in Industrial Engineering and Food Science


Must have a minimum of ten years experience in a food production facility

Must have a strong lean manufacturing background.


Excellent communication and coaching skills

Detail-oriented and organized

Proficient computer skills in spreadsheets; databases and word processing

Excellent technical knowledge of equipment, products, and processes

Self-motivated, results orientated and excellent personal skills

Strong background in HAACP; safety; GMP; and AIB

Must have a hands-on work ethic

Bilingual preferred"
11,,Director of Operations,,,Food Management Search,HR Consulting,Brampton,Glassdoor,Manufacturing Director,"$87,652 /yr (est.)",2022-03-05,,,,"The Director of Operations is responsible for managing and providing strategic guidance to operations Leaders. This position is accountable for all aspects of site operations. Direct reports include Production, Maintenance, Engineering, Supply Chain, with Matrix reporting for Finance, Quality, Human Resources, Environmental Health, and Safety. Responsibility for developing and adhering to the annual production budget, participating in new product development and planning, attending and participating in various organizational meetings. The Director of Operations is accountable for the supervision of all direct and indirect reports in a way that is beneficial to all associates and helps to establish and maintain a positive relationship with them.
Duties and Responsibilities:
Continue and strengthen a culture of Inclusion and Diversity to drive results in Safety, Quality, Delivery, and Cost."
12,,Director of Procurement,,,Michael Page CA,Security & Protective,Toronto,Glassdoor,Manufacturing Director,,2022-03-05,,,,"Thinks strategically about the direction of the business (medium and long term)
Contributes to the Company's strategy and business plans
Monitors short term intake and output requirements (i.e., price of critical supplies)
Analyzes financial, economic, and technical information to identify ways to achieve long-range goals
Champions philosophy and supply chain management discipline to support strategy and business plans
Enhances synchronization of an integrated supply chain platform and practices (supply, production, conversion, delivery, customer management and service process)
Leads development and implementation of market competitive supply chain practices and policies"
13,,Director of Product Engineering and Facilities - Full-time - Ottawa,,,CorGTA Inc.,,Ottawa,Glassdoor,Manufacturing Director,"$132,500 /yr (est.)",2022-03-05,,,,"Role: Director of Product Engineering and Facilities
Structure: Full-time
Location: Ottawa / Kanata , Ontario
Pay: Up to $130,000 plus benefits and 4 weeks vacation
Hours: Monday - Friday (business hours)
We currently have an opportunity for a full-time role for a Director of Product Engineering and Facilities working for a medical devices product company.
** Medical Devices Manufacturing experience is NOT required, but understanding ISO standards in Manufacturing is valued **
The required skills for this role will be:"
14,,Director of Operations,,,"Career Transitions, LLC",HR Consulting,Brampton,Glassdoor,Manufacturing Director,,2022-03-05,,,,"The Director of Operations is responsible for managing and providing strategic guidance to operations Leaders. This position is accountable for all aspects of site operations. Direct reports include Production, Maintenance, Engineering, Supply Chain, with Matrix reporting for Finance, Quality, Human Resources, Environmental Health, and Safety. Responsibility for developing and adhering to the annual production budget, participating in new product development and planning, attending and participating in various organizational meetings. The Director of Operations is accountable for the supervision of all direct and indirect reports in a way that is beneficial to all associates and helps to establish and maintain a positive relationship with them.
Duties and Responsibilities:
Continue and strengthen a culture of Inclusion and Diversity to drive results in Safety, Quality, Delivery, and Cost."
15,,"Director, Manufacturing",,,Nature's Path Foods USA Inc,,Richmond,Glassdoor,Manufacturing Director,,2022-03-05,,,,"Critical Outcomes From The Role
Customer-driven manufacturing capability to provide products that consistently meet our standards for quality, cost, and food safety by:
Using market data, customer-driven quality standards and required product safety norms to plan and organize production to meet current and future requirements, including product and delivery standards.
Establishing, implementing, and upgrading NP’s core manufacturing processes, including the GMP’s, SOP’s, management, TQM and LEAN, to ensure safe manufacturing operations, quality product, best value for customers, and efficiencies and cost structures that optimize profitability.
Establishing new units using proven project management methods, on schedule and within budget, and achieving planned efficiencies and cost structures."
16,,"Director, Enterprise Quality",,,Svante,,Burnaby,Glassdoor,Manufacturing Director,"$63,702 /yr (est.)",2022-03-05,,,,"Who are we?

Svante is a rapidly growing clean energy technology company making commercial-scale carbon capture and removal a reality and enabling global industries to play offense in the fight against climate change that will accelerate the global transition to a lower-carbon economy. The growing success of our company is owed to our commitment to our people, our emphasis on our values, and our innovative technology. Passion is put into what we do every day.

The role: Director, Enterprise Quality"
17,,"Director, Production",,,HelloFresh,Beauty & Wellness,Mississauga,Glassdoor,Manufacturing Director,,2022-03-05,,,,"At HelloFresh, we want to change the way people eat forever by offering our customers high quality food and recipes for different meal occasions. Over the past 10 years, we've seen this mission spread around the world and beyond our wildest dreams. Now, we are a global food solutions group and the world's leading meal kit company, active in 16 countries across 3 continents. So, how did we do it? Our weekly boxes full of exciting recipes and fresh ingredients have blossomed into a community of customers looking for delicious, healthy and sustainable options. The HelloFresh Group now includes our core brand, HelloFresh, as well as: GreenChef, EveryPlate, Chef's Plate, Factor, and Youfoodz.
About the Role
The Director, Production drives the culture & leads the daily activities for a high-volume prep, [process, and assemble fulfillment centre. You will work directly with our General Manager to manage production of a new product line. Your time will be spent between managing the daily operational logistics of the production center, creating a positive workplace culture for dozens of employees, mentoring the leadership team, and driving continuous improvement. This person will play a significant role in a special project for HelloFresh, and be given the opportunity to make decisions that will impact the company as a whole."
18,,"Director of Quality, Compliance, and Homologation (Director, Quality)",,,Damon Motorcycles,Consumer Products Manufacturing,Vancouver,Glassdoor,Manufacturing Director,"$110,103 /yr (est.)",2022-03-05,,,,"Damon Motors
Damon is an award-winning electric motorcycle manufacturer founded in 2017 by serial entrepreneurs & avid motorcyclists, Jay Giraud and Dom Kwong. Damon is dedicated to building the future of motorcycling. Our vision is one of smarter, safer, more exhilarating, and more personal riding experiences.

Designed for performance, every Damon motorcycle is powered by HyperDrive™, the world’s first all-electric multi-variant powertrain platform. Additionally, they are fitted with our proprietary on-the-fly adjustable ergonomics technology, Shift™, and 360° Advanced Warning System for Motorcycles (AWSM™). We're the first to use deep technology & AI, so that with every ride a Damon bike evolves to more tightly understand the rider."
19,,"Senior Director, Manufacturing Operations (CMC/GMP)",,,AbCellera Biologics,,Vancouver,Glassdoor,Manufacturing Director,"$67,035 /yr (est.)",2022-03-05,,,,"Full-timeVancouver

FEBRUARY 18, 2022
Job ID: 21507
Working at the interface of computation, engineering, and biology, AbCellera is redefining the process of how drugs are discovered. We’ve developed an AI-powered technology stack to discover antibodies and deliver large pools of curated candidates to our partners. And, we’re not stopping there. With nearly 300 AbCellerites and growing, we’re expanding our capabilities to include internal CMC development and GMP manufacturing of antibodies to bring therapies from idea to patients, faster."
20,,Director of Quality,,,TricorBraun,Consumer Products Manufacturing,Woodbridge,Glassdoor,Manufacturing Director,,2022-03-05,,,,"Make leading our quality team your best move ever
We’re looking for an experienced Production Leader to join our Operations Team to lead our Quality Assurance function at Pet Power Containers.
Why here?
PET Power Containers, a TricorBraun company, is a global packaging leader, with more than 1,100 team members working from 50 locations throughout the Americas, Europe, and Asia.
TricorBraun is a global packaging leader, with more than 1,500 team members working from more than 70 locations throughout the Americas, Europe, Asia, Australia and New Zealand. As North America’s largest distributor of primary packaging, we provide innovative solutions to customers from a wide variety of industries. Our customers range from cutting-edge start-ups to the world’s most iconic brands... We put people first and live by that every day. Join us and you will be welcomed by our friendly, motivated and supportive team. Many of the products we distribute are already sitting in your home."
21,,Director of Operations,,,Active Exhaust Corp.,,Toronto,Glassdoor,Manufacturing Director,,2022-03-05,,,,"Active Exhaust Corp. is a leader in the design, test, and manufacture of exhaust systems for a broad range of global customers. With more than 550 employees worldwide - many of whom have been with our company for over 30 years—our global footprint ensures we can execute through state-of-the-art processes within North America, Europe, and South and East Asia.
As a world leader in the design and manufacturing industry, Active Exhaust is seeking an eager and enthusiastic Director of Operations to join our successful Toronto team immediately. We are looking for a talent with solid professional skills.
Position Overview:
The Director of Operations is responsible for planning, organizing, controlling, and directing the activities in the Manufacturing, Materials, and Maintenance departments and setting and managing quality, safety, and production performance targets. The new hire will contribute to the evaluation and development of the operational strategy and facilitate the smooth operation of the Plant by ensuring that all production demands are met on time with a high-quality product.
This position will report to the COO."
22,,QUALITY ASSURANCE / QUALITY CONTROL DIRECTOR,,,Kronic Relief,,North York,Glassdoor,Manufacturing Director,,2022-03-05,,,,"WE’RE HIRING:
QUALITY ASSURANCE / QUALITY CONTROL DIRECTOR
The Quality Assurance Quality Control Director (QA QC) will be accountable for the development, implementation and ongoing monitoring of the quality assurance and control systems in strict compliance with the Cannabis Act and Cannabis Regulations (CACR). The QA QC Director is required to support our grow team.
WHO WE ARE:
Kronic Relief Inc. is a privately held Canadian craft LP offering a suite of products, including dried flower, and in the future, edibles, concentrates, and topicals. We were a legacy market producer with over seven years of experience growing efficient, high-quality cannabis. With a “Perpetual Growth System” that produces a crop each week, and a wide variety of unique cultivars, we are committed to delivering a legacy market experience to the Canadian cannabis consumers."
23,,Director of Finance,,,LoopEnergy,,Burnaby,Glassdoor,Manufacturing Director,"$100,855 /yr (est.)",2022-03-05,,,,"Loop Energy is helping build a zero-emissions world, we are a Canadian based industry-leading developer, manufacturer and supplier of hydrogen fuel cell systems to vehicle OEMs and power generation system manufacturers around the world. Our products are reshaping the industry with an unmatched combination of fuel efficiency, power density and fuel efficiency. We have recently raised 100 million dollars, now publicly traded, and excited about our future.

Driven by a strong and aligned sense of purpose, our team is creating world-changing fuel cell products through ingenuity and customer collaboration to drive a thriving hydrogen society. We have a proven value proposition and technology, a base platform of revenues on which to build, a growing network of potential OEM and strategic partners, and our own proprietary IP.

We are ready to scale up and looking for a motivated and adaptable experienced finance leader with a team-oriented approach to help evolve and enhance the company’s internal and external reporting. The successful candidate will view themselves as a business enabler with a focus on the internal customer and the art of the possible. They will be a key driver in bring transparency and visibility to the business through enhancing business processes and reporting. This will be a hands-on role developing not only the organization but coaching and motivating team members so that they can reach their full potential and help the organization deliver upon their lofty ambitions."
24,,Director-Production Operations,,,S & C Electric Company,Electronics Manufacturing,Toronto,Glassdoor,Manufacturing Director,,2022-03-05,,,,"Job Summary
The Director will author and maintain strategic action plans, score cards on strategic priorities and Lean Performance System (LPS) initiatives. They will report out on those priorities, and enact countermeasures when targets are missed. In addition, the Director must have solid problem-solving skills, hold team members and leaders accountable, coach leaders and team members and have excellent communication and organizational skills. Finally, this individual must have a proven record of team member development.
Core Responsibilities
Develop a multi-year strategic vision for the areas they oversee that aligns with the 5-year growth plan."
25,,"Senior Director, Manufacturing Operations (CMC/GMP)",,,AbCellera,,Vancouver,Glassdoor,Manufacturing Director,,2022-03-05,,,,"Working at the interface of computation, engineering, and biology, AbCellera is redefining the process of how drugs are discovered. We've developed an AI-powered technology stack to discover antibodies and deliver large pools of curated candidates to our partners. And, we're not stopping there. With nearly 300 AbCellerites and growing, we're expanding our capabilities to include internal CMC development and GMP manufacturing of antibodies to bring therapies from idea to patients, faster.
The Senior Director, Manufacturing Operations will be responsible for building a team and designing facilities to meet an audacious goal: to go from discovery to fill-finish in a year. You will be given the freedom to innovate and move at lightning speed to create a legacy in our industry.
We're offering a generous compensation package including an equity stake in AbCellera's success. Our future facility will be nestled in the heart of Vancouver, Canada - we'll support you and your family in every way we can to relocate if you haven't had the joy of living in this beautiful area!"
26,,Director of Operations,,,Cavendish Farms,Machinery Manufacturing,Wheatley,Glassdoor,Manufacturing Director,,2022-03-05,,,,"Cavendish Farms is a leading producer of frozen food products for retail and foodservice markets throughout Canada, the United States and around the world. We have an appetizer plant in Wheatley, ON two state-of-the-art potato processing plants in PEI, one in Lethbridge, AB, and another in Jamestown, ND. Headquartered in Dieppe, NB, the company has sales office locations in Toronto, Montreal, and Boston.
Reporting to the Vice President of Operations, the Director of Operations will be responsible for the overall leadership of our Wheatley, ON manufacturing plant. Leading the management team, the Director is expected to always maintain the facilities at world class standards while ensuring their efficient operation, a high level of engagement of the workforce, a drive for continuous improvement and to set and attain the highest standards when it comes to food safety, people safety, and product quality."
27,,Director of Operations,,,GFR Ingredients,,Barrhead,Glassdoor,Manufacturing Director,"$73,294 /yr (est.)",2022-03-05,,,,"You’ll love living in Barrhead; the golf courses, the winter sports and the fabulous outdoors, now if you could just find that gem of a career…. Well, if you have a background in Production maybe this is your lucky day. Nestled in Barrhead, Alberta, GFR Ingredients is a leading-edge manufacturer of plant based raw materials used by so many companies right now.
We’re looking for an Operations Director to join our team (flexibility and variety of working hours). Our culture is all about innovation (we’ve won awards), teamwork and we love our social events (Summer BBQ’s, paint-ball and tubing). We also work hard and reward the hard work by awarding monthly draws for overtime and innovation. Add to this the huge growth spurt that the natural food industry is going through and you have a career where the sky is the limit.
What you’ll spend your time doing:"
28,,Production Director,,,Bora Pharmaceutical Services,,Mississauga,Glassdoor,Manufacturing Director,,2022-03-05,,,,"Location:
Mississauga, ON

Date Posted:
3/21/2022

Job Number:
JO-2203-1402


Reports to: General Manager
Department: Production




To ensure that appropriate company organizations and people management processess exist, that employees have defined roles and responsibilities, possess the necessary knowledge, experience, skills and behaviors to fulfill those roles, and are appropriately trained to assure product quality and satisfy compliance requirements. The production director is a member of the leadership team of the site."
29,,Quality Director,,,Aecon Group,Building & Construction,Toronto,Glassdoor,Manufacturing Director,,2022-03-05,,,,"Build Your Career at Aecon
Aecon is proud to build some of the most impactful infrastructure projects of this generation. From the roads and transit systems that connect our communities, to the communication networks that link us from coast-to-coast, and the water infrastructure that supplies our businesses and homes. Our integral work includes constructing the pipelines that join provinces with the energy that fuels the nation, and the airports and ports that connect us all. Aecon is there, safely and sustainably building the future.

We lead the infrastructure industry with purpose, and our people are at the heart of everything we do. Our business success relies on strong execution and continuous improvement – driven by the diversity, expertise and teamwork of our employees. We are always searching the globe for exceptional candidates to join the Aecon family and be a part of our forward-thinking, innovative, best-in-class organization!"
