,id,job_title,job_type,job_exp,company,industries,location,source,search_kw,expected_salary,post_date,job_function,remote,job_summary,description
10,,Digital Sales Manager,,,TechWyse Internet Marketing,Advertising & Public Relations,Toronto,Glassdoor,Sales Manager,"$72,500 /yr (est.)",2022-03-31,,,,"Are you a career-oriented, business and sales-minded team leader looking for an opportunity to learn and grow a sales team at a premier digital marketing company? Do you have a passion for the online industry, building client relationships and working with businesses to create specialized digital marketing strategies? Are you excited about the opportunity to build and lead a team?
We are currently looking for a career oriented, highly motivated professional with strong sales and customer relations experience, who is eager to do what it takes to gain the experience within our organization to rapidly grow the role into that of a Sales Manager and to continue to work in expanding the company’s customer base, identifying emerging/shifting markets and opportunities, while achieving growth and hitting sales targets through the successful coaching of a growing sales team.
DESCRIPTION
Initially work within our SR1 role aimed at prospecting and creating meetings with specific small business target markets"
11,,Productivity & Sales Manager,,,Keller Williams Realty,,Milton,Glassdoor,Sales Manager,"$77,500 /yr (est.)",2022-03-31,,,,"We're looking for a dedicated leader with the ability & desire to drive others. This sales manger is a top producer and has a track record of leadership. They naturally lead in every area of their business, career, and personal life. This person is a problem solver, business consultant, highly assertive, passionate, people-oriented individual who operates with urgency.
This person is aligned with the Market Centre vision to grow and achieve set goals. They leverage existing resources to perform the activities necessary to achieve the expectations and to consult with productive agents to set their goals and direct them to productivity solutions.
They have at least 2–3 years of real estate sales experience and are in the top 5 percent of their office.
What will you do?
The core activities of your role include:"
12,,Customer Service / Assistant Sales Manager - Work at Home-Remote,,,Blue Coast Seafood,,Toronto,Glassdoor,Sales Manager,$27.50 /hr (est.),2022-03-31,,,,"We are hiring for a couple of positions, Customer Service and Assistant Sales Manager.
We look for warm and welcoming people, who are adaptable, courageous, innovative, and goal-orientated to join us on our exciting journey.
A competitive salary.
Inclusive perks and benefits.
Opportunity for monthly performance incentives.
Work from the comfort of your home.
Job Offer:"
13,,Sales Manager,,,Stinson ITS Inc,,Woodbridge,Glassdoor,Sales Manager,"$95,000 /yr (est.)",2022-03-31,,,,"Stinson ITS is a Manufacturer, Distributor, and System Integrator of Intelligent Transportation Systems (ITS) with a focus on providing Turn-Key Solutions. With a diverse and talented team, we have the expertise to assist with every aspect of a project, from early design consultations to implementation to long term operation and maintenance. We believe in always being accountable for our work and as such have been a strong advocate of the Infrastructure as a Service (IaaS) model. This model involves the inclusion of minimum service levels and long-term maintenance warranties into contracts in order to ensure that systems are designed to work as intended and to last for many years to come.
The Company:
Stinson ITS is a technology firm focused on Intelligent Transportation Systems. We are technology designers, suppliers, installers, and system integrators with access to a very diverse line of products. We offer a wide range of video, radar, and LiDAR based sensors which provide detection, tracking, and identification functions for a variety of applications."
14,,"Sales Manager, Conventions and Events",,,The International Centre,,Mississauga,Glassdoor,Sales Manager,"$72,500 /yr (est.)",2022-03-31,,,,"For decades The International Centre has been home to Canada's largest and most popular events, offering superior service and inspired event solutions from our knowledgeable staff. With the addition of the new Conference Centre and state-of-the-art kitchen, The International Centre boasts an upscale atmosphere and an exceptional culinary experience.
We offer a competitive employment package that includes health benefits & pension plan. We foster a dynamic work environment that provides individuals with the opportunity for career advancement and continuous training and development. This makes The International Centre an excellent place for you to grow and further your professional experience.
We are expanding our sales team and are looking for a Sales Manager, Conventions and Events
The Sales Manager, Conventions and Events, is primarily responsible for directing sales efforts in the sourcing of new booking opportunities, closing sales, and the execution of contracts for the Conventions and Events Market to achieve organizational goals and objectives; and, both individual and team targets. Soliciting and developing new business on a local, provincial and national scale through various platforms while promoting the Convention Centre property, the Sales Manager will also engage in sourcing and procuring existing events within the marketplace through strategic knowledge of competitive venues."
15,,Sales Manager,,,Plaza Premium Group Canada,,Dorval,Glassdoor,Sales Manager,"$70,000 /yr (est.)",2022-03-31,,,,"About Plaza Premium Group:
Headquartered in Hong Kong, Plaza Premium Group is the pioneer and industry leader in offering Global Airport Hospitality solutions in over 250 plus locations at 70 international airports in 30 countries and regions across the world, with a collective goal of making travel better. The group has won more than 60 accolades in the last five years, including “World's Best Independent Airport Lounge” for four consecutive years from 2016 to 2019 at the Skytrax World Airline Awards, the global benchmark of aviation excellence. The Group currently employs nearly 5,000 staff and serves over 20 million passengers around the world annually. We are dedicated to delivering superior airport hospitality services for air travelers. (Website: www.plazapremiumgroup.com)
As part of Plaza Premium Group family, you will be an ambassador for Teamwork, Excellent Service and Innovation. Your attention to detail, warm personality and positive attitude will be part of our collective goals in enhancing the airport experience for all travelers."
16,,Territory Manager - GTA (Hamilton/Niagara),,,Imperial Tobacco Canada,Consumer Products Manufacturing,Toronto,Glassdoor,Sales Manager,"$68,612 /yr (est.)",2022-03-31,,,,"Imperial Tobacco Canada is evolving at pace - truly like no other organisation.

To achieve the ambition, we have set for ourselves, we are looking for colleagues who are ready to live our ethos every day. Come be a part of this journey!

WE ARE LOOKING FOR A TERRITORY MANAGER
SENIORITY LEVEL: G33= Experienced Non-Mgmt
FUNCTION: Marketing"
17,,National Sales Manager (Canada),,,Emerson,Electronics Manufacturing,Richmond Hill,Glassdoor,Sales Manager,,2022-03-31,,,,"If you are a National Sales Manager professional looking for an opportunity to grow, Emerson has an exciting opportunity for you! Based in our Richmond Hill, Ontario location, for the right candidate this position can be remote to the Greater Toronto area. You will be responsible for sales and field execution of marketing activities of InSinkErator products in Canada.
About InSinkErator
With its global headquarters in Racine, Wisconsin (USA), InSinkErator, a business unit of Emerson Electric Co., is the world’s largest manufacturer of Food Waste Disposers (Garberator™) and Instant Hot Water Dispensers for home and commercial use.
For close to 90 years, the company has delivered on the promise of the InSinkErator brand: long lasting innovative products, superior grind and sound performance, trouble-free operation, fast, easy installation, and a We Come To You® In-Home Limited Warranty. Today, this brand promise still stands."
18,,"Manager, Territory Sales",,,Samsung Electronics,Computer Hardware Development,Mississauga,Glassdoor,Sales Manager,,2022-03-31,,,,"Position Summary
At Samsung Electronics Canada, we take pride in the creativity and diversity of our talented people – they are at the forefront of everything we do. Their skillset and mindset drive our continued success. We want the best of the best at Samsung to join our team, not just those who fit into our Culture but those who will ADD to our Culture and make Samsung an even better place to work.

Did we catch your attention yet?

If you want to work for one of the most recognized brands in the world and one of the Top 100 Employers in Canada...and have a ton of fun…. then please keep reading!

Our Perks:

The Regional Sales Manager will be responsible for driving and generating distinct revenue within assigned accounts. To meet this objective, the incumbent will be required to develop and maintain multi-level cross-departmental Customer relationships. This individual will continuously develop and bring to fruition an opportunity pipeline that identifies Customer requirements as well as how Samsung will meet them. Regular meetings with Customers will serve to establish the Regional manager as a trusted advisor who can effectively communicate Samsung’s vision. A particular emphasis will be placed on knowledge of and the effective communication of Digital Appliance industry trends in relation to Samsung’s product portfolio. Success in this role will be measured on attainment of revenue and profit targets and overall creation of sales demand."
19,,Market Manager (Ottawa Region),,,Circle K,Gas Stations,Ottawa,Glassdoor,Sales Manager,"$50,873 /yr (est.)",2022-03-31,,,,"Please Apply Using The Link Below
https://circlek.wd3.myworkdayjobs.com/CircleKStoreJobs/job/Nonstore-ON10000305-Toronto-ON/Market-Manager--Ottawa-Region-_R195682
SUMMARY:
This role is pivotal to the success including growing sales and profits in individual business units. You will oversee the efficient and profitable operation of approximately 8-10 stores. You will act as a liaison between our stores and Support Office working in partnership with our QSR Branded Managers & Branded Market Managers, Corporate Store Managers, and our Business Partners to oversee the effective execution of company directed programs, promotions and marketing initiatives.
KEY RESPONSIBILITIES & ACCOUNTABILITIES:"
20,,"Sales Manager, Residential Developer",,,B.E.S.T. Recruiting Consultants Ltd,,Toronto,Glassdoor,Sales Manager,"$110,000 /yr (est.)",2022-03-31,,,,"Sales Manager
The Sales Manager is responsible for assisting with the management of all areas related to the sales of our client’s residential real estate project units in the Toronto market.
Responsibilities - Assist with managing the day-to-day activities of projects in Toronto. - Attend weekly meetings with third party and internal teams to strategize on projects, including but not limited to sales and marketing strategy. - Liaise with the marketing team and assist with the development of sales campaigns and required marketing and sales assets. - Assist with the opening and closing of sales centres, launch activities and other special events for all existing and upcoming sites. - Oversee all sales offices to ensure functionality and image of our client is maintained. - Work with internal departments and external consultants to coordinate sales requests. - Report on sales activity, productivity and forecast to senior management - Regular management of delinquent files (ie. Default, NSF) - Keep up to date on the local real estate market and competitor projects. - Build and establish a positive rapport with all sales stakeholders (including hired consultants, vendors etc.) - Support a team of real estate agents to meet sales targets."
21,,Relationship Manager,,,Wavelength Communications Skills Training,,Midtown Toronto,Glassdoor,Sales Manager,"$97,500 /yr (est.)",2022-03-31,,,,"About Wavelength
We provide communication skills training courses to some of the largest companies across Canada and the United States. We’re passionate about clarity, obsessed with quality and dedicated to helping our clients achieve success through their documents, presentations, and meetings.
About the Role
We are looking for a relationship manager to join our team. You are a self-starter with B2B sales experience. You have experience with consultative selling, and you share our mission to change the way the world communicates.
At Wavelength, you work with dynamic colleagues - experts in their fields - who are eager to share their knowledge, inspire you, and help you reach your potential. Every day, you'll have new and exciting opportunities to help our clients, who are at the heart of everything we do."
22,,"Manager, Sales Strategy & Planning",,,UNFI Canada,Logistics & Supply Chain,Toronto,Glassdoor,Sales Manager,"$90,000 /yr (est.)",2022-03-31,,,,"Who are we?
UNFI is the leading distributor of natural, organic, and specialty foods! We transform the world of food for our associates, customers, suppliers, and the families we serve every day. We are committed to providing healthier food choices to people everywhere as part of our ongoing mission to provide Better Food for a Better Future!
Enjoy working behind the scenes? Interested in developing sales operations plans critical to the business? Do you LOVE food? If so, read on about our opportunity below!
SCHEDULE: Monday-Friday
JOB TYPE: Full Time Permanent"
23,,Sales Manager,,,Neilson Financial Services,Insurance Agencies & Brokerages,Toronto,Glassdoor,Sales Manager,"$62,500 /yr (est.)",2022-03-31,,,,"Are you a highly motivated and determined Team Manager? Then this is your opportunity to join our growing sales team in our Call Centre, located in Toronto
Neilson Financial Services are looking for a Strong Team Manager to join our team and lead a team of fantastic Sales Agents selling life insurance products via outbound and inbound calls.
Who we are?
An internationally tried and tested model of Life Insurance Sales with an ambition to revolutionize Canada’s Customer experience with easy-access, straight forward product offerings via TV and Digital Marketing.
Neilson Financial Services is a multi-national Life Insurance intermediary, specializing in product development and customer experience, making the purchase of Life Insurance as simple as our customers demand it to be."
24,,Automotive Sales Manager,,,Rallye Motors Auto Group,,Moncton,Glassdoor,Sales Manager,"$138,284 /yr (est.)",2022-03-31,,,,"We are looking for a Sales Manager to join our ever-growing company.
Rallye Motors Auto Group, currently with 7 locations in New Brunswick, Rallye Motors Chevrolet Buick GMC, Rallye Motors Chrysler, Rallye Motors Hyundai, Rallye Motors Infiniti, Rallye Motors Mitsubishi, Rallye Motors Nissan and Rallye Motoplex has been in operation since 1994. Our 230 employees operate in a fast-paced environment dedicated to achieving the highest levels of customer satisfaction while at the same time maintaining above average sales and service levels.
We offer various benefits such as:
Competitive Wages
Training and Advancement Opportunities
Health, Dental and Life Insurance"
25,,Junior Sales Manager,,,Promoitalia Pacific Aesthetics,,Vancouver,Glassdoor,Sales Manager,$21.00 /hr (est.),2022-03-31,,,,"Job description
Promoitalia is a leading Medical Aesthetics company, present in over 100 countries throughout the world. We aim to provide patients with the utmost in quality and consistency in every product we sell. Promoitalia is looking for driven individuals with Medical Aesthetic Sales experience for available territories.
Job Responsibility
- Responsible for promoting Promoitalia Pacific Aesthetics portfolio of products to physicians, medical professionals, medspa;
- responsible for creating product demand within assigned territory.
- Promote and sell products to current and potential customers within a defined geography."
26,,Sales Manager,,,Dr HVAC,,Brampton,Glassdoor,Sales Manager,"$75,000 /yr (est.)",2022-03-31,,,,"You’re the best and you want to join a team that appreciates you. You want to be a part of an organization where you can create, contribute ideas and excel at opportunities.
The Big Task
You will drive sales goals for our HVAC Home Service and Replacement business.
Key Sub Tasks
Work closely with the General Manager of Dr HVAC to achieve sales goals.
Coach, motivate and train the sales team to meet and exceed KPI’s.
Manage the relationship between cost effectiveness and profit generation while planning sales deliverables."
27,,Business Development Manager,,,Confidential,,Toronto,Glassdoor,Sales Manager,"$100,000 /yr (est.)",2022-03-31,,,,"Business Development Manager - TELEMARKETING
As a Business Development Manager, you will be leading the Telemarketing Department and managing the telemarketing team on handling inbound and outbound lead generation, ensuring team is trained and meeting minimum standards, and more. The base salary is starting at $100,000.00 based on qualifications and experience, health insurance and lots of other perks!
THE COMPANY & CULTURE
We are a small, well-funded, established Subprime Automotive Company on a mission to make it easy, fast, and safe for people to buy used cars. We’re changing the traditional used car market with a bold vision to create a world where buying a used car or letting go of your current car is a completely zen experience.
We’ve brought together a massively talented team to create an end-to-end experience combining web and mobile software, big physical assets, large transactions, complex logistics, and multiple touchpoints. At every touchpoint, we’re focused on delivering an easy and quick car buying and selling experience to our customers. Our proven leadership team and strong culture, built on strong values, clear goals, and constant learning are key elements in our success."
28,,General Sales Manager,,,MBS Radio,,Charlottetown,Glassdoor,Sales Manager,"$65,000 /yr (est.)",2022-03-31,,,,"Are you the next General Sales Manager for two of Prince Edward Islands iconic radio stations?
MBS Radio has an opportunity waiting for the right kind of person. It is here you find that the table is set for the next, big win in your career.
Here are just a few reasons you need to consider this amazing opportunity:
Radio is a trusted source of local music, entertainment and information. As the GM/GSM, you are a passionate leader with proven success in leading, inspiring, coaching and building teams to excel. You have the ability to develop and execute business strategies and can easily adapt in an ever-changing environment for performance and revenue growth.
What you bring -"
29,,"Lower Mainland, Industrial Sales Manager",,,E.B. Horsman & Son,,Surrey,Glassdoor,Sales Manager,"$91,588 /yr (est.)",2022-03-31,,,,"About our Team:
E.B. Horsman & Son (EBH) has been in business since 1900. We are strong, nimble and growing!EBH is proud to be a successful Western Canadian electrical distributor with 20+ locations throughout Alberta, B.C. & Saskatchewan, and consistently recognized as one of Canada’s Best Managed companies. We take pride in living our core values and carrying our mission statement of “Providing the Best People, Best Solutions, and the Best Service in the Electrical Industry.”
Why Join the EBH Team?
The People & Culture. You will be surrounded by the best talent in the industry and high team collaboration with people you can be proud to work alongside.
The Perks. We offer a complete benefits package with a competitive compensation plan, profit sharing, Employee Share Ownership Program (ESOP), and your birthday off."
30,,Automotive Sales Manager,,,Confidential,,Bolton,Glassdoor,Sales Manager,,2022-03-15,,,,"Our domestic brand dealer is looking to hire a sales manager to join our team!!
Are you interested in cars? Are you craving a positive work environment where your sales skills are highly valued? Do you get excited when you close deals? Do you do everything in your power to succeed in what you do? .... If this is you, this position was made for you!
Here is what we are looking for:
Experienced Sales Manager
Excellent customer service skills and great communicator (in person, phone, text, email, etc)
Strong closer who is willing to engage customers"
31,,Sales Account Manager,,,Uline,Logistics & Supply Chain,North York,Glassdoor,Sales Manager,"$90,000 /yr (est.)",2022-03-15,,,,"Sales Account Manager
From $80,000 to $100,000 per year
Spend your work week in the field, not at your desk. As a member of Uline’s sales team, you’ll meet with customers on-site and help them grow their business with products you’re proud to deliver. With territories across North America, grow your sales career with Uline.
Position Responsibilities
Actively manage and grow accounts in a unique outside sales territory as a sales account manager. This will include a large, pre-existing customer base."
32,,Sales Manager,,,Stubbe's BrandSource Home Furnishings,,Tillsonburg,Glassdoor,Sales Manager,,2022-03-15,,,,"We are looking for a Sales Manager
The Sales Manager is responsible for:
Develop an Annual Sales Plan that is aligned with the annual Sales Budget/Forecast and includes specific Action Plans to achieve the required sales and gross profit targets
Recruit, hire and manage the Sales Team such that their individual sales and gross profit targets and corporate targets are achieved
Accommodate training for Sales Staff
Develop and fine tune the sales process
Lead weekly Sales Meetings with the Sales Staff
Review performance individually with the Sales Staff members"
33,,Sales Manager,,,Systèmes Sous-sol Québec,,Laval,Glassdoor,Sales Manager,"$75,000 /yr (est.)",2022-03-15,,,,"Job description
Systèmes Sous-sol Québec is looking for a Sales Manager to join its team!
We are recommended by: CAA-Quebec, APCHQ and ACQ. We were voted #1 Canadian Dealer at the Contractor Nation 2018 and 2020 annual convention and we are the recipient of the 2019, 2020 and 2021 Consumer Choice Awards.
Systemes Sous-sol Québec is a regional leader in the foundation repair, waterproofing basements, crawlspaces, basement finishing and much more!
What are you waiting for? Lets build something extraordinary together. Apply now to join our team!
The opportunity:"
34,,Sales Manager,,,OEC Group (Canada),Logistics & Supply Chain,Richmond,Glassdoor,Sales Manager,"$67,366 /yr (est.)",2022-03-15,,,,"The OEC Group, a leading International Freight Forwarder and logistics provider worldwide, with offices in Montreal, Toronto, Vancouver and affiliates globally, is looking for dynamic, highly motivated team players who are dedicated to excellence and welcome challenging and rewarding opportunities. We offer excellent benefits, opportunities for growth within the company and salary commensurate with experience. OEC Group is an equal opportunity Employer.
We are actively seeking to fill the regular full-time Sales Manager role at the office located in Richmond, BC. This opportunity is for an individual seeking to develop business relationships and while providing international freight forwarding services.
Responsibilities:
Reporting to the Director – Sales & Customer Service, Central & Western Canada , the Sales Manager will be responsible for prospecting new clients to offer them value added logistics/freight forwarding services and solutions.
*"
35,,Sales Manager (Work From Home),,,One Janitorial,,Toronto,Glassdoor,Sales Manager,"$102,000 /yr (est.)",2022-03-15,,,,"At One Janitorial we value ** Massive Action ** 100%countability ** Client-first policy *** Quick Response *** Solution-Oriented Reactions *** Transparent Working Processes.
For over 10 years, One Janitorial is the number one Janitorial Company when it comes to consistency, dominating its industry and continuing to grow across North America. With the strong culture and eagerness to expand, One Janitorial is seeking a motivated Sales Manager to help our Sales Team reach our Sales Goals.
Job Description:
- Hire, train and manage every team member of the Sales team
- Establish the sales team’s goals and be able to achieve them 100%
- Develop annual sales quotas and targets"
36,,Territory Manager,,,Liftex Equipment Rentals Inc,,Kelowna,Glassdoor,Sales Manager,"$92,085 /yr (est.)",2022-03-15,,,,"THE OPPORTUNITY:
Take your career to new heights!
Liftex Equipment Rentals is looking for a Territory Manager to join our team in Kelowna, BC. This individual will be key to the Burnaby Branch success by prospecting and acquiring new business while ensuring quality support to our current valued customers.
Develop a career track
Leverage your current skills while developing new skills
Work with an incredible team of people
Responsibilities:"
37,,Territory Manager - GTA (Hamilton/Niagara),,,Imperial Tobacco Canada,Consumer Products Manufacturing,Toronto,Glassdoor,Sales Manager,"$68,612 /yr (est.)",2022-03-15,,,,"Imperial Tobacco Canada is evolving at pace - truly like no other organisation.

To achieve the ambition, we have set for ourselves, we are looking for colleagues who are ready to live our ethos every day. Come be a part of this journey!

WE ARE LOOKING FOR A TERRITORY MANAGER
SENIORITY LEVEL: G33= Experienced Non-Mgmt
FUNCTION: Marketing"
38,,"Manager, Client Success",,,Indeed,Internet & Web Services,Toronto,Glassdoor,Sales Manager,"$82,500 /yr (est.)",2022-03-15,,,,"Your Job
As a Client Success Manager, you will work as part of Indeed’s Client Success team. This is a meaningful role that requires a results-focused individual who can liaise with our greater Client Success and technology teams, and support our Sales teams, to deliver high-quality service to Indeed's clients. If you have a passion for delivering measurable results and client success, we want to hear from you. Additionally, you will be part of an unparalleled global team that supports, promotes, and lives and breathes a service culture.

Your focus:
Directly leads all aspects of a team of a max of 9 Individual Contributors, can include a Team Lead and Senior Client Success Specialists.
Responsible for training and onboarding, performance management, communicating updates from Senior management, and manages inter-team relationships."
39,,Customer Service / Assistant Sales Manager - Work at Home-Remote,,,Blue Coast Seafood,,Toronto,Glassdoor,Sales Manager,$27.50 /hr (est.),2022-03-15,,,,"We are hiring for a couple of positions, Customer Service and Assistant Sales Manager.
We look for warm and welcoming people, who are adaptable, courageous, innovative, and goal-orientated to join us on our exciting journey.
A competitive salary.
Inclusive perks and benefits.
Opportunity for monthly performance incentives.
Work from the comfort of your home.
Job Offer:"
40,,Sales Manager,,,Confidential,,Toronto,Glassdoor,Sales Manager,"$125,000 /yr (est.)",2022-03-15,,,,"ABOUT US
Through innovation and a relentless commitment to deliver products and services that set the standard for reliability and durability, ABC Company is a recognized leader within the manufacturing, commercial, residential, and industrial construction market specializing in aluminum and glass railings.
As a result of continued growth, ABC Company has an opportunity for a Sales Manager join our team in Toronto, ON.
POSITION SUMMARY
The Sales Manager will be responsible for contracts across the Greater Toronto Area. The successful candidate will predominantly be on the road conducting site visits, developing relationships with key stakeholders, bidding on projects, and hosting visits for showroom tours and qualification. The role involves working with clients conceptualizing, planning, and preparing estimations and creative design proposals for presentation. In addition, you will work with the executive team in finding new opportunities that align with the corporate strategy, identify sales leads, and maintain relationships with current and new contacts. This role will provide you with support to obtain new leads and drive new sales. You are innovative, creative and a team player who is able to lead by example in a fast-paced, deadline-driven environment."
