,id,job_title,job_type,job_exp,company,industries,location,source,search_kw,expected_salary,post_date,job_function,remote,job_summary,description
10,,Canada Work at Home Customer Service Representative,,,Concentrix,HR Consulting,Remote,Glassdoor,Healthcare Representative,$14.00 /hr (est.),2022-03-05,,,,"Job Type: Full-Time
Work at Home Customer Service Representatives
WHAT’S IN IT FOR YOU?
A diverse, global organization full of intelligent, friendly people to bounce ideas off, learn from and grow with
Endless career opportunities and clear paths for career development
A competitive salary
Inclusive perks and benefits
Opportunity for monthly performance incentives"
11,,Canada Work at Home Sales Representative,,,Concentrix,HR Consulting,Canada,Glassdoor,Healthcare Representative,$16.50 /hr (est.),2022-03-05,,,,"Job Type: Full-Time
Work at Home Sales Representative
Different by Nature, Concentrix by Choice
WHAT’S IN IT FOR YOU?
A diverse, global organization full of intelligent, friendly people to bounce ideas off, learn from and grow with
Endless career opportunities and clear paths for career development
A competitive salary
Inclusive perks and benefits"
12,,TeleFundraising Representative,,,CAUSEWORX,Telecommunications Services,Canada,Glassdoor,Healthcare Representative,$20.00 /hr (est.),2022-03-05,,,,"NOW HIRING TeleFundraising Representatives
Have you ever thought, I want a career where I can give back to the world, and work with a team that is passionate about making the world a better place?
Are you passionate about making the world a more compassionate place for animals? A better future for child health? If the answer is YES, then come join the team at CAUSEWORX in our mission to inspire generosity all over the world!
CAUSEWORX is a boutique Tele-Fundraising organization that partners with the TOP Canadian and American non-profit organizations. Our TeleFundraising specialists connect with supporters over the phone to build long lasting relationships, in order to raise donations and spread the word for our incredible clients. Our passion, quality and professionalism have made us a world class TeleFundraising Organization."
13,,Customer Relations Representative,,,Sutherland,HR Consulting,Windsor,Glassdoor,Healthcare Representative,"$33,027 /yr (est.)",2022-03-05,,,,"Job Description:

Customer Relations Representative

Do you have experience in the restaurant or fast food industry and thrive on a team committed to delivering exceptional customer experiences? Are you a natural communicator and a great listener who asks follow-up questions to resolve problems? Can you remain kind and supportive when customers share their frustrations? Are you the ""go-to"" person who helps others understand products and services?

The Role:

As a Customer Relations Representative, you'll work from home and deliver exceptional support and solutions to customers calling in for assistance. You'll work with top technologies and systems while having a dedicated team of leaders and peers to support you.

At Sutherland, you can grow your own way, do interesting things, and be yourself. Our teams thrive in an environment of diversity of thought, experiences, and background - we celebrate and embrace our diversity, whole-heartedly.











As a digital transformation company, Sutherland rethinks and rebuilds processes for the digital age by combining the speed and insight of design thinking with the scale and accuracy of data analytics. We have been helping customers globally, across industries from financial services to healthcare, achieve greater agility through transformed and automated customer experiences for over 30 years.

#SP"
14,,Tactical Security Guard - Healthcare Facility - Full Time Position,,,Regal Security,Security & Protective,Toronto,Glassdoor,Healthcare Representative,$16.75 /hr (est.),2022-03-05,,,,"Regal Security Inc. is currently seeking Tactical Security Guards at one of our Healthcare Facilities located in the Toronto, ON area.
The Ideal Candidate must have:
Full-time availability to work all days of the week and schedules that will consist of afternoons, overnight and weekend shifts – including holidays and weekends.
Customer service-driven individual
Clear English communication skills in all areas (verbal and written)
Detailed and thorough record-keeping (Memo book, incident reports, etc)
Keen observation and attentiveness"
15,,Dealer Services Representative,,,Cox Automotive,Information Technology Support Services,Milton,Glassdoor,Healthcare Representative,"$49,398 /yr (est.)",2022-03-05,,,,"Primary Location: 8277 Lawson Rd, Milton, ON, CAN
Division: Manheim
Job Level: Individual Contributor
Travel: No
Schedule: Full-time
Shift: Day Job
Requisition Number: 220362
Our team is growing, and we are excited to welcome additional members to our team. This role plays a key part in generating revenue, building relationships with dealerships, and ensuring customer satisfaction remains top priority."
16,,Customer Success Associate,,,Cardinal Health,Wholesale,Burnaby,Glassdoor,Healthcare Representative,"$54,991 /yr (est.)",2022-03-05,,,,"Cardinal Health, with over 1300 employees in Canada, is an essential link in the Canadian healthcare supply chain, providing over 70,000 products to healthcare facilities and medical professionals across the country.

Cardinal Health is currently seeking a Customer Success Associate (CSA) to support our Western Region Acute Sales Team. Our growing team is looking to hire a suitable candidate located in Western Canada (Manitoba - Saskatchewan). The role will be responsible for supporting our Acute Segment Sales Organization (Hospital & Critical Care). The incumbent CSA will do this by cultivating and maintaining on-going customer relationships with an assigned set of Sales Representatives and key Acute customers.

The Customer Success team is responsible for proactive oversight of the end-to-end service experience for Strategic Customers; and acts to ensure a positive and efficient customer experience, while enabling sales representative selling time. The CSA will provide new and existing customers with the best possible service and recommendations in relation to billing inquiries, service requests, backorder support, improvements to internal and external processes, and other areas of opportunity.

For more information on what it is like to work for us, please watch this video: Cardinal Health - Wings


Partnering with and directly supporting assigned Acute Sales Representatives and accounts.

Exercising influential leadership, working cross-functionally with internal stakeholders and external customers to ensure a seamless customer experience, while troubleshooting issues with supply chain, credit, rebill, and repoints.

Reviewing work backorder report at a customer level to determine root cause, identifying options and service class, and take appropriate action while keeping Sales informed. This includes substitutions, repoint stock from a different warehouse, and obtain marketing approvals.

Liaising and leading troubleshooting with Supply Chain, Marketing, Transportation, Customer Care and QA teams to resolve major supply disruptions and customer issues with an aim to gather and provide proactive communication to the customer by troubleshooting backorder status.

Leading and attending regular strategy meetings with the sales representatives to ensure strong working relationships.

Leveraging data and sales reports to identify and interpret trends, understand root cause and drive opportunities and propose sustainable solutions.

Using Tableau to gather data, interpret and provide leads to reps on existing business.

Developing and maintaining various sales reports and dashboards to provide visibility on key sales initiatives (usage reports, order patterns, New Lost Business documentation).

Identifying new product details, similar item, vendor identification, along with the initiation of the merchandising of new items and adding to existing items with further details.

Initiating new subs for cross reference in JDE, and the cross reference tool (including expeditor notes)

Using Tableau to build Monthly and Quarterly territory review dashboards, supporting the rep’s go-to-market strategies in line with applicable Field Action Plans.

Supporting business review sessions in collaboration with Sales Reps (as needed)

Maintaining strong working knowledge of contracts, pricing agreements, and be the go-to-contact for product information and substitutions; and drive contract compliance.

Identifying opportunities to improve efficiency and evolve effectiveness of this role while providing flawless customer services; managing internal resources to optimize cost effectiveness. Pricing correction identification.

Conducting inventory demand analysis and recommending appropriate set-up and stocking in regional distribution facilities

Educating and supporting customer conversion to ecommerce tools to allow customers to be self-sufficient (back orders, PODs etc.)


Enjoy working in a fast paced environment, with a strong ability to multi-task in a complex environment

Possess a Bachelor’s degree (preferred) or equivalent work experience in related field

Have strong interpersonal and communication skills

Have very strong analytical skills – preference to those with a strong working knowledge of BI tools – Tableau (MedTableau or PowerBI)

Possess advanced computer skills (Excel, Word, PowerPoint)

Have working knowledge of JDE and or Salesforce CRM would be an asset .

Cardinal Health Canada is dedicated to the health and safety of its employees, customers and communities. Pursuant to this, we have implemented several COVID-19 safety measures, including a COVID-19 Vaccination Policy that requires all employees to be fully vaccinated. This is subject to reasonable accommodation for grounds protected under human rights legislation.

Cardinal Health is committed to employment equity and encourages applications from women, visible minorities, Aboriginal peoples and persons with disabilities.

Cardinal Health is committed to accommodating applicants with disabilities throughout the hiring process, in accordance with the Accessibility for Ontarians with Disabilities Act (AODA). Our Human Resources team is responsible for working with applicants requesting an accommodation at any stage of the hiring process.
""""
Cardinal Health is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, ancestry, age, physical or mental disability, sex, sexual orientation, gender identity/expression, pregnancy, veteran status, marital status, creed, status with regard to public assistance, genetic status or any other status protected by federal, state or local law."
17,,Technical Service Representative,,,Venus Concept,Healthcare Services & Hospitals,Toronto,Glassdoor,Healthcare Representative,"$63,669 /yr (est.)",2022-03-05,,,,"Title: Technical Service Representative
Reporting to Canadian Operations Site Manager
Location: Toronto, Ontario
Are you ready for a fun and rewarding job that utilizes your problem-solving skills in a challenging and fast-paced environment? We have an exciting opportunity for a full time Technical Service Representative to join our growing team.Reporting to the Canadian Operations Site Manager, the Technical Service Rep will work in the Canadian Head Office based in Toronto.
What you’ll do:
Maintain, troubleshoot, and repair medical aesthetic devices."
18,,Customer Service Representative ~ Medical Field,,,Concentrix,HR Consulting,Montreal,Glassdoor,Healthcare Representative,$16.50 /hr (est.),2022-03-05,,,,"Job description:
This role supports a HEALTHCARE client by providing assistance via phone or email, which includes direct contact with our client, its customers and their support partners.
If you are experienced in Customer Service and are looking for a new career opportunity, check us out.
WHAT’S IN IT FOR YOU?
A diverse, global organization full of intelligent, friendly people to bounce ideas off, learn from and grow with
Endless career opportunities and clear paths for career development"
19,,Customer Service Representative,,,Best Personnel Inc,,Burnaby,Glassdoor,Healthcare Representative,"$55,000 /yr (est.)",2022-03-05,,,,"We have an exciting opportunity for an experienced bilingual (English/French) Customer Service Representative to join us in our waterfront head office in South Burnaby. Surrounded by parks and nature trails, we are only minutes from Vancouver and easily accessible by public transit.
This full-time position is suitable for a dedicated customer-oriented professional who wants to join a successful medium-sized, industry-leading manufacturing company with a small but dynamic team. Many of our team members have been with the company for 15 years or more.
Key Responsibilities:
· Provide superior customer service to Canadian & US customers, with primary support required for our Quebec business"
20,,Patient Experience Representative,,,PocketHealth,Internet & Web Services,Remote,Glassdoor,Healthcare Representative,,2022-03-05,,,,"What if you could personally impact the future of healthcare? We’re looking for an independent, self-motivated, and ambitious Patient Experience Representative with a sincere passion for healthcare to help us grow and directly support patients in their care journey.
This isn’t your average Customer Support role. Empathetic and timely support for our patient population is at the heart of what we do and we view it as fundamental to our continued success. That means we’re looking for an ambitious self-starter who is comfortable in a fast-paced startup environment.

Understanding how our patients interact with our platform lays a great foundation for growth into any role in the company, so this position is ideal for someone who wants to grow into a leadership role over time and take on new challenges as PocketHealth grows globally. Previous Patient Experience Reps have moved onto high-impact roles in Customer Success, UI/UX and Engineering within the company.

Your job duties will vary at times, but will typically include:"
21,,Inside Sales Representative - Toronto,,,Prenuvo,Healthcare Services & Hospitals,Toronto,Glassdoor,Healthcare Representative,"$67,500 /yr (est.)",2022-03-05,,,,"Please apply on Isarta.com
https://isarta.com/jobs/?utm_source=IND&job=77894

Who We Are
Prenuvo is a fast growing health tech company specializing in whole body MRI screening.
At Prenuvo, we believe that everyone should have the insights and information they need to make informed decisions about their health. Our goal is to help people live happier, healthier, and longer lives through early detection and unparalleled clarity into their health. To us, success means that our members and their families can spend more time focusing on what truly matters: enjoying life.
We are transforming the medical paradigm from reactive to proactive. Early detection is more than the key to a better outcome and greater life expectancy, it's a pathway to overall peace of mind. When it comes to health, knowledge is power and Prenuvo wants to put that power-in its most innovative and in-depth form-in your hands."
22,,Customer Development Representative,,,Properly (Canada),,Vancouver,Glassdoor,Healthcare Representative,,2022-03-05,,,,"We are looking for a Customer Development Representative to support our West Coast hours. In this role, you'll earn our customers' trust and help manage their experience from the first touchpoint to close.
About Properly:
At Properly, we are on a mission to make real estate customer-centric. We envision a future in which real estate transactions involve dramatically less friction and surprising simplicity and where Properly is the first choice of all Canadians throughout the entire experience of buying, selling and owning a home. Check out our CEO's note (https://bit.ly/Properlynorms) on the culture we are trying to craft at Properly. Properly is headquartered in Toronto. We have a foundation of experienced operators on our team (Uber, Wealthsimple, Bench, Tophat, Wave, Shopify, Ritual, Blackberry, Bain).
We have raised $160 million in funding from investors like Bain Capital Ventures, Intact Ventures, FJ Labs, Prudence, Golden Ventures, AlleyCorp (Kevin Ryan), Silicon Valley Bank and many prominent angel investors including Mike Katchen (co-founder and CEO of Wealthsimple), Spencer Rascoff (co-founder and former CEO of Zillow), and Eric Wu (co-founder and CEO of Opendoor).
Recently, Drew & Jonathan Scott, as seen on the Property Brothers, have also joined Properly as both partners and investors. (https://bit.ly/TheScottBrothers)
We are a company that values and celebrates diverse experiences and perspectives because they make our team more successful. If some of the below doesn't line up perfectly with your experiences, however this role really speaks to you or you feel like you strongly demonstrate our cultural norms, we definitely want to hear from you!"
23,,Sales Representative (Medical Solutions Division) - Hamilton/Niagara,,,3M,Consumer Product Manufacturing,Milton,Glassdoor,Healthcare Representative,,2022-03-05,,,,"3M has a long-standing reputation as a company committed to innovation. We provide the freedom to explore and encourage curiosity and creativity. We gain new insight from diverse thinking, and take risks on new ideas. Here, you can apply your talent in bold ways that matter.
Job Description:
3M’s Medical Solutions Division is seeking an experienced Sales Representative for its Hamilton/Niagara territory. The successful candidate will make an impact by working with clinicians, procurement, key stakeholders, and cross functional teams. The candidate will develop value-based initiatives within the territory, implementing key platforms for various healthcare providers with a primary focus in acute and homecare settings. Medical solutions experience is an asset.
Main Responsibilities:

Learn more about 3M’s creative solutions to the world’s problems at www.3M.com or on Twitter @3M_Canada or @3MNewsroom.
3M Canada welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process.
Our approach to flexibility is called Work Your Way, which puts employees first and drives well-being in ways that enable 3M’s business and performance goals. You have flexibility in where and when work gets done. It all depends on where and when you can do your best work."
24,,Health Unit Worker,,,Vancouver Coastal Health,Healthcare Services & Hospitals,Vancouver,Glassdoor,Healthcare Representative,$22.28 /hr (est.),2022-03-05,,,,"Job Description:
Job Title:
Health Unit Worker

Work Site:
Program Support, Raven Song Community Health Centre - Vancouver, BC

Status:
Regular Full Time

Start Date:
As soon as possible

Salary:"
25,,Support Worker,,,Yukon Hospital Corporation,Healthcare Services & Hospitals,Whitehorse,Glassdoor,Healthcare Representative,$42.20 /hr (est.),2022-03-05,,,,"Department:
First Nation Health Programs
Location:
Whitehorse General Hospital
Competition No.:
2022-183-185
Closing Date:
Wednesday, April 13, 2022
Classification/Level:
L08/PSAC Bargaining Unit"
26,,Sales representative in Mental Health - R308,,,Lundbeck,Biotech & Pharmaceuticals,Vancouver,Glassdoor,Healthcare Representative,,2022-03-05,,,,"We are currently looking for a qualified Sales Representative specialized in mental health for the Territory R308 of Vancouver South, Vancouver Island. This is a permanent full-time job, reporting to the Regional Business Manager, Mood Disorders. Lundbeck Canada offers comprehensive benefits to its employees, including health and dental benefits and contributions to a pension plan as of day 1.
The Mental Health Specialist is part of a regional team that is highly effective, motivated, innovative and enthusiastic to achieve sales objectives for Lundbeck Canada. The Mental Health Specialist reports to a Regional Business Manager, Mood Disorders.

The safety of our patients: You are expected to immediately forward any reports of adverse events or special situations on our products as well as any product complaints and counterfeit or suspected counterfeit medicine to Medical Information and Pharmacovigilance (canadamedicalinformation@lundbeck.com) as per training on current procedures."
27,,Customer Care Representative,,,BAXTER,Biotech & Pharmaceuticals,Mississauga,Glassdoor,Healthcare Representative,"$50,375 /yr (est.)",2022-03-05,,,,"This is where you save and sustain lives
At Baxter, we are deeply connected by our mission. No matter your role at Baxter, your work makes a positive impact on people around the world. You'll feel a sense of purpose throughout the organization, as we know our work improves outcomes for millions of patients.
Baxter's products and therapies are found in almost every hospital worldwide, in clinics and in the home. For over 85 years, we have pioneered significant medical innovations that transform healthcare.
Together, we create a place where we are happy, successful and inspire each other. This is where you can do your best work.
Join us at the intersection of saving and sustaining lives—where your purpose accelerates our mission.


065217"
28,,Customer Support Representative,,,IQVIA,Biotech & Pharmaceuticals,Halifax,Glassdoor,Healthcare Representative,,2022-03-05,,,,"Join us on our exciting journey! IQVIA™ is The Human Data Science Company™, focused on using data and science to help healthcare clients find better solutions for their patients. Formed through the merger of IMS Health and Quintiles, IQVIA offers a broad range of solutions that harness advances in healthcare information, technology, analytics and human ingenuity to drive healthcare forward.
Job Purpose
The Customer Support Representative acts as the first point of contact and responds to all CSR program incoming calls and communications while managing the call queue within quality standards and specifications. Performs outbound calling as it applies to specific CSR program requirements. The CSR delivers a seamless service and support to all end users of the STI Customer Support Solutions technology, products, and programs by leveraging an ability to help patients, pharmacies and physicians."
29,,Employee Health Coordinator,,,Vancouver Coastal Health,Healthcare Services & Hospitals,Vancouver,Glassdoor,Healthcare Representative,$33.90 /hr (est.),2022-03-05,,,,"Job Description:
Job Title:
Employee Health Coordinator

Work Site:
Corporate - VGH EE

Status:
Start Date:
Hours:

Regular Full Time
As soon as possible
0800-1600"
30,,Community & Support Representative,,,Archon Systems Inc,Computer Hardware Development,Toronto,Glassdoor,Healthcare Representative,,2022-03-05,,,,"Community & Support Representative
Enjoy making people’s lives easier by teaching them how to use software?
Want to lead a multi-country team at a growing tech company?
Yes and yes? Read on!
What’s most important to you? A great place to work? A stable, successful tech company? Or making a meaningful impact?
How about all of the above?
We are a rapidly growing tech company helping small businesses outcompete the giants; we improve their inventory management (an underappreciated problem!) with our powerful yet easy-to-use software and hardware."
31,,Medical Sales Representative,,,Dens 'N Dente Healthcare,,Richmond Hill,Glassdoor,Healthcare Representative,"$40,000 /yr (est.)",2022-03-05,,,,"Dens ‘N Dente, an industry leader in dental and medical supply, is currently seeking a Full-Time Dental/Medical Account Coordinator to join our team!
Job Duties
Compiles list of prospective clients
Cultivate new business opportunities through the engagement of current and prospective clients
Responsible for developing sales to potential clients
Responsible for supplying product knowledge to potential clients
Advises clients of any updated equipment highlighting its features
Touching base with clients on a regular basis via e-mail or telephone. Solicit orders as needed"
32,,Customer Service Representative,,,Freudenberg Medical,Machinery Manufacturing,Quebec,Glassdoor,Healthcare Representative,"$50,000 /yr (est.)",2022-03-05,,,,"In 2022, InHealth is expanding its services and clinical support in Canada with its first ever sales, customer service, and distribution operation outside the U.S. InHealth Technologies Canada has an exciting opportunity to join our growing team!
We are currently hiring a InHealth Technologies Canada Customer Service Representative who:
works independently with an entrepreneurial spirit and a genuine ability to help customers;
establishes trust with customers by responding promptly to inquiries related to products, product shipments, and invoices.
is self-motivated and thrives in a fast –paced, remote location, work environment;"
33,,Healthcare Sales Representative,,,Air Liquide,Chemical Manufacturing,Mississauga,Glassdoor,Healthcare Representative,,2022-03-05,,,,"Company presentation

VitalAire Canada is the Canadian home healthcare subsidiary of Air Liquide, the world leader in gases, medical technologies and services for Industry and Healthcare. VitalAire empowers patients who have sleep apnea or require home oxygen therapy through ongoing respiratory support and compliance.

Here is what you will do

VitalAire is currently recruiting for a highly energetic and motivated full time Healthcare Sales Representative for our GTA West territory. The Sales Representative is responsible for growing VitalAire's sleep apnea business, home oxygen patient base, and medical device sales by promoting our services and products.







Job Reference: CA05269"
34,,Healthcare Marketing Representative,,,BioAro Inc,,Delta,Glassdoor,Healthcare Representative,$21.00 /hr (est.),2022-03-05,,,,"The Healthcare Marketing Representative create and implement marketing plans for hospitals and medical facilities. In addition to plan programs and events that build relationships between physicians, Healthcare facility and BioAro Health clinic.
Key Responsibilities
Scheduling meetings with potential which includes doctors, nurses, and other health care professionals.
Healthcare Marketing Representative develops marketing strategies and implements marketing campaigns that enhance the organization’s brand and increase community awareness.
Sell laboratory testing services to professionals in a variety of medical fields
Ability to act as a liaison between internal departments to ensure that client needs are effectively filled."
35,,Clinical Sales Representative,,,Fempro Consumer Products ULC,,Vancouver,Glassdoor,Healthcare Representative,,2022-03-05,,,,"First Quality was founded in 1989 and, in nearly three decades, has grown to be a global privately held company with over 4,000 employees. Its corporate offices are located in Great Neck, New York, with manufacturing facilities and offices in Pennsylvania, South Carolina, Georgia, and Canada. First Quality is a diversified family of companies manufacturing consumer products ranging from Absorbent Hygiene (adult incontinence, feminine care, and baby care), Tissue (bath and towel), and Industrial (print and packaging materials), serving institutional and retail markets throughout the world. First Quality focuses on private label and branded product lines.
Our core business philosophy is built on a proud culture driven by safety and quality, respect, humility, integrity, customer focus, and teamwork. With leading edge manufacturing technologies and processes and visionary leadership, First Quality is positioned to continue significant growth in the coming years.
FQ is seeking a Clinical Sales Representative for our Canadian-based Fempro division."
36,,Territory Sales Representative,,,Rogers Communications,Telecommunications Services,Edmundston,Glassdoor,Healthcare Representative,"$90,000 /yr (est.)",2022-03-05,,,,"At Rogers, we connect Canadians to a world of possibilities and the memorable moments that matter most in their lives. Every day we wake up with one purpose in mind. To bring loved ones together from across the globe. To connect people to each other and the world around them. To help an entrepreneur realize their dream. A sports fan celebrate a special moment.

Because we believe connections unite us, possibilities fuel us, and moments define us.

We believe in challenging work, rewarding opportunities, and giving back to make a positive impact for Canadians who need it most. When our team learns, grows and reaches their true potential – we can make more possible. At Rogers, your journey is filled with limitless possibilities, and you can build the future you want with us."
37,,"Bilingual Customer Service Representative, Health Care",,,McKesson,Healthcare Services & Hospitals,Mississauga,Glassdoor,Healthcare Representative,"$57,500 /yr (est.)",2022-03-05,,,,"Bilingual Customer Service Representative (Health Care)/Représentant(e) Service à la Clientèle Bilingue (Soins de santé)
Join a growing company, a growing industry, and one of the best employers in Canada. Full-time/Permanent and 12-month fixed term contracts available.
McKesson is in the business of better health and we touch the lives of patients in virtually every aspect of healthcare. At McKesson Canada, we touch the lives of 12 million Canadians every day. We carry more than 35,000 products in 17 distribution centers and ultimately provide distribution to 6,300 retail pharmacies, 1,350 hospitals, long-term care centers, clinics and institutions all over Canada. But we're so much more than a distribution company. We've automated 2,500 retail pharmacies and dispense over 100 million doses a year through our automation solutions. Manufacturers, healthcare providers and patients count on us for a full range of services that contribute to the quality and safety of care for us all."
38,,TeleFundraising Representative,,,CAUSEWORX,Telecommunications Services,Canada,Glassdoor,Healthcare Representative,$20.00 /hr (est.),2022-03-05,,,,"NOW HIRING TeleFundraising Representatives
Have you ever thought, I want a career where I can give back to the world, and work with a team that is passionate about making the world a better place?
Are you passionate about making the world a more compassionate place for animals? A better future for child health? If the answer is YES, then come join the team at CAUSEWORX in our mission to inspire generosity all over the world!
CAUSEWORX is a boutique Tele-Fundraising organization that partners with the TOP Canadian and American non-profit organizations. Our TeleFundraising specialists connect with supporters over the phone to build long lasting relationships, in order to raise donations and spread the word for our incredible clients. Our passion, quality and professionalism have made us a world class TeleFundraising Organization."
