,id,job_title,job_type,job_exp,company,industries,location,source,search_kw,expected_salary,post_date,job_function,remote,job_summary,description
10,,"Manager, Government Affairs and Public Policy, YouTube",,,YouTube,Internet & Web Services,Montreal,Glassdoor,Research Manager,,2022-03-29,,,,"Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Ottawa, ON, Canada; Montreal, QC, Canada.
Minimum qualifications:
Bachelor’s degree or equivalent practical experience.
7 years of experience working on public affairs and/or tech policy issues within government, think tanks, public interest groups or relevant industry associations.

Preferred qualifications:
Experience with seamlessly switching between subject matter, types of projects, and responsibilities.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form."
11,,market research service manager,,,Immigration Consultants Group Canada Inc.,Legal,North Vancouver,Glassdoor,Research Manager,$46.00 /hr (est.),2022-03-29,,,,"Specific Skills
Plan, organize, direct, control and evaluate the operations of establishments that provide services to business
Plan, develop and organize the policies and procedures of establishments
Develop action plans, provide expertise in response to client needs, and support and advise project teams
Direct and advise staff in the development and implementation of service quality assessment strategies
Plan, administer and control budgets for client projects, contracts, equipment and supplies"
12,,"Research Program Manager, Clinical Research (Oncology)",,,SickKids,Healthcare Services & Hospitals,Toronto,Glassdoor,Research Manager,"$56,047 /yr (est.)",2022-03-29,,,,"About SickKids

Dedicated exclusively to children and their families, The Hospital for Sick Children (SickKids) is one of the largest and most respected paediatric healthcare centres in the world. As innovators in child health, we lead and partner to improve the health of children through the integration of healthcare, leading-edge research and education. Our reputation would not have been built – nor could it be maintained – without the skills, knowledge and experience of the extraordinary people who come to work here every day. SickKids is committed to ongoing learning and development, and features a caring and supportive work environment that combines exceptionally high standards of practice."
13,,"Associate Manager, Research",,,Canada Life Assurance Company,Insurance Operators,Toronto,Glassdoor,Research Manager,,2022-03-29,,,,"Job Description:
We are Canada Life

Being a part of Canada Life means you have a voice. This is a place where your unique background, perspectives and talents are valued, and shape our future success.

You can be your best here. You’re part of a diverse and inclusive workplace where your career and well-being are championed. You’ll have the opportunity to excel in your way, finding new and better ways to deliver exceptional customer and advisor experiences.

Together, as part of a great team, you’ll deliver on our shared purpose to improve the well-being of Canadians. It’s our driving force. Become part of a strong and successful company that’s trusted by millions of Canadians to do the right thing.

Be your best at Canada Life."
14,,Market Research & Insights Manager,,,GSK,Biotech & Pharmaceuticals,Mississauga,Glassdoor,Research Manager,,2022-03-29,,,,"Site Name: Canada - Ontario - Mississauga
Posted Date: Mar 24 2022

PRIMARY RESPONSIBILITIES
Demonstration of an agile mindset, fearless collaboration and an appetite for ongoing learning
Responsible for oversight/consultation on all market research studies
Responsible to develop and nurture positive relationships with colleagues from diverse backgrounds on a global scale, and to ensure inclusion in global market research and trackers as appropriate
Responsible for maintaining the market research preferred supplier list, preferred supplier list tracker, and SCC list requirements."
15,,research and development manager,,,Cavendish Farms Corporation,Wholesale,Summerside,Glassdoor,Research Manager,"$100,000 /yr (est.)",2022-03-29,,,,"Additional Skills
Plan and control budget and expenditures
Hire, train, direct and motivate staff
Area of Specialization
Scientific research
Work Setting
Agriculture, fishing and/or forestry"
16,,Research Manager (Remote-Canada),,,Maru,Research & Development,Toronto,Glassdoor,Research Manager,,2022-03-29,,,,"Maru/Matchbox, a Maru Group company, has been pushing the boundaries of the customer market insights space for over a decade. Unifying deep sector expertise with cloud-based customer insights communities, we take a results-focused, consultative approach to helping clients better understand what motivates their customers and influences their markets, so they can act decisively and win.

RESEARCH MANAGER

We are seeking a Research Manager in our downtown Toronto office. This role will hold an important client-facing position leading & supporting innovative research as part of our rapidly growing Public Services team. This includes utilities, telecommunications, charities, non-profits, sports, government, and events."
17,,Research Project Manager,,,Centre for Health Evaluation and Outcome Sciences (CHÉOS),,Vancouver,Glassdoor,Research Manager,,2022-03-29,,,,"Job title: Research Project Manager
Departments: Centre for Health Evaluation and Outcome Sciences (CHÉOS) & CIHR Canadian HIV Trials Network (CTN) at Providence Research (PR)
Location: St. Paul’s Hospital, Vancouver, BC
Salary/Benefits: Salary commensurate with experience; competitive benefits package including four weeks of paid vacation to start, extended health and dental plans, and membership in the Municipal Pension Plan
Desired Start Date: As soon as possible
Full/Part-time: Full-time (37.5 hours/week)"
18,,Research Manager,,,Maru,Research & Development,Vancouver,Glassdoor,Research Manager,"$64,135 /yr (est.)",2022-03-29,,,,"About the Company
Maru Group has been pushing the boundaries of the customer market insights space for over a decade. Unifying deep sector expertise with cloud-based customer insights, we take a results-focused, consultative approach to help clients better understand what motivates their customers and influences their markets - so they can act decisively and win.

Research Manager
We have a wonderful opportunity for a Research Manager for our team based out of Toronto – we are open to candidates in the Toronto Metro area as well as remote candidates elsewhere in the Canada & USA. This position is a client-facing position that is responsible for leading and supporting primary market research in 2 categories that are being dramatically disrupted by technology. You will be managing existing strategic client engagements, including proposals, research design, analysis, recommendations, and presenting results. The qualified candidate is an accomplished research and industry consultant with proven experience in using mainly quantitative but also qualitative methodologies to address critical business objectives. You have a reputation for impeccable client management, creativity, attention to detail and strategic insight and the delivery of research results and consultative recommendations. In short, you provide proactive, creative and enthusiastic service that wows your clients."
19,,Principal Research Manager,,,Microsoft,Computer Hardware Development,Vancouver,Glassdoor,Research Manager,,2022-03-29,,,,"Principal Researcher Manager on the Content Services UX team. Will lead and manage a very talented and capable team of researchers that cover multiple deep content domains like News, sports, finance, local, weather, gaming and more.

We are seeking a motivated, creative and experienced researcher to lead a very capable user research team. This candidate will also be embedded in the product development process to drive research within an area. We are looking for someone obsessed with understanding customers and excited about making web experiences better for everyone. You’ll work closely with an interdisciplinary team to deliver the customer voice needed our rich and engaging web content experiences. You should have experience with a broad array of research methods and activities, and a proven track record of success working directly with partners.
Responsibilities"
20,,Research Project Manager (Civic Innovation Lab),,,Simon Fraser University,Colleges & Universities,Burnaby,Glassdoor,Research Manager,"$95,999 /yr (est.)",2022-03-29,,,,"Union/Affiliation:
Administrative and Professional Staff (APSA)
Pay range:
$87,505 to $104,493 annually
SFU Department Descr:
VP Research & International - Institutional Strategic Awards
Position Grade:
12
# of openings:
1
Biweekly Hours:
72
What SFU Offers
Simon Fraser University (SFU) is among Canada's leading comprehensive universities and consistently ranks as one of the top employers in the country. Make a worldwide impact at SFU, Canada’s engaged university. Defined by innovative education, cutting-edge research, and far-reaching community engagement, SFU values a healthy work-life balance, professional growth and development. Research Operations supports the institution’s research mission – providing a highly coordinated suite of services that cover all aspects of the research life-cycle. The Institutional Strategic Awards (ISA) team – a core part of Research Operations – focuses on supporting SFU’s largest research proposals, nominations, and projects. Complementing our research development specialists, ISA fields a team of Research Project Managers who help coordinate complex funding applications, implement our successful grants, support our top researchers, and onboard new research initiatives, such as the Civic Innovation Lab."
21,,"Manager of Patient Programs, Research and Advocacy",,,Lymphoma Canada,,Mississauga,Glassdoor,Research Manager,"$75,000 /yr (est.)",2022-03-29,,,,"Organizational Summary
Lymphoma Canada, the only national organization focused entirely on lymphoma, empowers both patients and the community through education, support, advocacy, and research. As a registered charity, we are led by a volunteer Board of Directors drawn from the Canadian lymphoma community and are guided by expert members of our Scientific Advisory Board comprised of Canadian researchers and clinicians. Lymphoma Canada funds only Canadian researchers, and our resources are derived from Canadian statistics, featuring only Canadian-specific information.
Additional information about Lymphoma Canada is available on our website at lymphoma.ca.
The Role of Manager of Patient Programs, Research and Advocacy"
22,,"Manager, Credit Research",,,AIMCo (Alberta Investment Management Corporation),Investment Banking & Asset Management,Toronto,Glassdoor,Research Manager,"$69,669 /yr (est.)",2022-03-29,,,,"Opportunity

Are you doing your best work when you are researching, analyzing and identifying credit investment opportunities? Do you enjoy working as part of a team to provide best-in-class support to your colleagues? If you have answered yes, this might be your next career adventure!

When you invest in your career with AIMCo you join one of the most respected and fastest growing institutional investors in the world with AUM in excess of $130B CAD. We are a data driven organization and rely on emerging disciplines to enhance our organizational-wide decision making. As a result, our Fixed Income Portfolio Managers rely heavily on opinions of the Credit Research team to provide time sensitive views on investment opportunities. Together, the Credit Research and Fixed Income Portfolio managers play a critical role in providing our clients with capital preservation, liquidity and superior, risk-controlled return relative to a benchmark.

















Job Reference: CA00385"
23,,Research Manager,,,Centre for Addiction and Mental Health,Healthcare Services & Hospitals,Toronto,Glassdoor,Research Manager,,2022-03-29,,,,"The Centre for Addiction and Mental Health (CAMH) is currently seeking a full-time, temporary (7.5 months) Research Manager to support the Toronto Adolescent and Youth CAMH Cohort study, a 5-year research study supported by the Discovery Fund that will recruit and follow 3,000 youth to determine who is at highest risk of developing psychosis and the relationship between risk and functional outcomes. The Research Manager will have functional reporting to the study PI and work closely with the Child, Youth and Emerging Adult Program, with direct reporting into the Director, Clinical Research for this cross cutting initiative.
Key Accountabilities
Study implementation and ongoing operational study management
Research ethics board initial submission and amendments
Health Canada submissions, amendments, audit preparations"
24,,RADIUS Lab Manager,,,Simon Fraser University,Colleges & Universities,Vancouver,Glassdoor,Research Manager,"$82,595 /yr (est.)",2022-03-29,,,,"Union/Affiliation:
Administrative and Professional Staff (APSA)
Pay range:
$75,285 to $89,904 annually
SFU Department Descr:
Beedie School of Business
Position Grade:
10
# of openings:
2
Biweekly Hours:
72
The Lab Manager is responsible for determining the scope and management of one of RADIUS' Lab Programming Areas while delivering the lab's mandate. The Manager designs and implements a strategy to promote systemic outcomes; and is responsible for ensuring the successful delivery of programming to support participants to understand systemic problems and create, test, develop and potentially grow new social ventures and systemic interventions within the lab's area of focus. The manager also works to identify prioritize and act on broader opportunities to positively shift systems surrounding the lab's area of focus. The Manager oversees a range of complex engagements, relationships, and responsibilities within their lab and across the RADIUS portfolio. The Manager will be proactive in understanding and applying a justice, equity, diversity, and inclusion (JEDI) framework to all aspects of their scope of work."
25,,Clinical Research Project Manager- Heart Centre - RI,,,SickKids,Healthcare Services & Hospitals,Toronto,Glassdoor,Research Manager,"$56,047 /yr (est.)",2022-03-29,,,,"About SickKids

Dedicated exclusively to children and their families, The Hospital for Sick Children (SickKids) is one of the largest and most respected paediatric healthcare centres in the world. As innovators in child health, we lead and partner to improve the health of children through the integration of healthcare, leading-edge research and education. Our reputation would not have been built – nor could it be maintained – without the skills, knowledge and experience of the extraordinary people who come to work here every day. SickKids is committed to ongoing learning and development, and features a caring and supportive work environment that combines exceptionally high standards of practice."
26,,"Senior Market Research Manager, Industrial",,,Unity Technologies,Computer Hardware Development,Vancouver,Glassdoor,Research Manager,"$85,001 /yr (est.)",2022-03-29,,,,"Unity Technologies is seeking a Senior Market Research Manager to support teams in our digital twins business unit and help us drive the next stage of our growth. If you're a market researcher with deep experience in qualitative and quantitative research within a B2B organization, we want to hear from you!
As part of Unity's market research team, you will design and implement high-impact research that will drive new product development, sales strategies and go-to-market tactics.
Your customers will be Unity product managers and product marketing managers working on digital twin technologies, machine learning, and digital asset creation. You'll act as an internal market research consultant, responsible for building relationships with your customers, strategizing with them on their research needs, and conducting research yourself or hiring and supervising vendors for selected projects as appropriate."
27,,"Strategy, Research and Analysis Manager",,,PwC,Business Consulting,Toronto,Glassdoor,Research Manager,,2022-03-29,,,,"Join us in cultivating a collaborative workplace driven by unique perspectives. We’re proud PwC advances a culture that helps everyone to thrive. It's one of the reasons we're recognized as a ""Top Company"" to work for in Canada. As you ignite a meaningful career and build a network that’ll last for life, you'll work with people from diverse backgrounds and industries to help solve important problems, empowered by technology to turn today's ideas into tomorrow's solutions. We cultivate an environment in which our differences are embraced and our people feel comfortable bringing their whole selves to work. An empowering and diverse environment starts with you. Are you ready to get started?
A career in Products and Technology would provide you the opportunity to be part of an organization that is building a leading tech experience that solves big challenges for our firm and our clients. Our products and tech-driven solutions are how we move faster, cut through complexity and fuel growth. We start with the problem and solve it with experience and tech know-how. Our skilled technologists, data scientists, product managers and business strategists are passionate about using technology to accelerate change.

Our internal facing team finds opportunities for new products and growth from existing products. They are responsible for establishing Product vision, Go-to-market, sales and Experience strategy, marketing, pricing and all components to make a successful product. Reporting to the Research & Analysis Lead, this role will join a team of strategists responsible for the research, insights and validation of Product and Technology initiatives as prioritized by the firms Digital Transformation Teams. This role will be a core member of the Research & Analysis team, leading market validation sprints and working cross-functionally with the Strategy & Product Management teams to ensure we’re creating best-in-class digital transformation strategies for our internal clients (Digital Transformation Teams, henceforth referred to as ‘DXTs’). Your work will include planning, conducting and overseeing teams who conduct detailed industry and technology research, data analysis, reporting and insights. This role will help to attract top talent who can help our firm effectively grow our products and technology portfolio"
28,,Research Program Manager-RI,,,SickKids,Healthcare Services & Hospitals,Toronto,Glassdoor,Research Manager,,2022-03-29,,,,"About SickKids

Dedicated exclusively to children and their families, The Hospital for Sick Children (SickKids) is one of the largest and most respected paediatric healthcare centres in the world. As innovators in child health, we lead and partner to improve the health of children through the integration of healthcare, leading-edge research and education. Our reputation would not have been built – nor could it be maintained – without the skills, knowledge and experience of the extraordinary people who come to work here every day. SickKids is committed to ongoing learning and development, and features a caring and supportive work environment that combines exceptionally high standards of practice.
When you join SickKids, you become part of our community. We share a commitment and determination to fulfill our vision of Healthier Children. A Better World .
Don’t miss out on the opportunity to work alongside the world’s best in paediatric healthcare.

Position Description

Are you passionate about managing and coordinate multicentre national training program and looking for an opportunity to work for a World Class organization? Are you a collaborative and strategic leader who enjoys working in a fast-paced environment? We are currently seeing a Research Program Manager to join the CIHR National Research Training Program.
Here's What You'll Get To Do
in-person interviews.
Here's What You'll Need
Full-time 35 hours per week; 2 year contract (potential for renewal)
Our Commitment to Diversity

The children and families we care for are from a variety of communities, and so are our employees. We welcome and encourage everyone to join our organization and be part of our team.
When requested, SickKids will provide access and inclusion supports to eligible candidates to support their full engagement during the interview and assessment process. Information received related to access or inclusion will be addressed confidentially.
Thank you for your interest in joining SickKids. Only those applicants selected for an interview will be contacted. In accordance with our Hospital policy, employment at SickKids is conditional upon the Hospital’s receipt of all necessary documentation.
As a health care institution, our highest priority is the safety of patients, families and staff. As a result, we are adopting all prevention measures to ensure the safety of our patients, families and our staff. Therefore, any offer of employment is conditional upon you submitting proof that you have been fully vaccinated with a Health Canada or World Health Organization (WHO) approved COVID-19 vaccination as soon as possible and no later than fourteen (14) calendar days prior to the effective start date, in addition to satisfying any other condition(s) that may be set out in an offer. If a candidate fails to satisfy this condition (or any other condition(s) set out in an offer), any offer of employment shall be immediately rescinded.
How to Apply
Combine your cover letter and resume into ONE document of 20 pages or less as you cannot upload multiple documents as part of your application.
If you are still experiencing technical difficulties please email ask.hr@sickkids.ca to send us a short description of the issues you are experiencing. Please note that we will not accept resumes sent to this inbox but we are happy to respond to requests for technical assistance."
29,,Lead Clinical Research Associate (Hem/Onc/BMT),,,University of British Columbia,Colleges & Universities,Vancouver,Glassdoor,Research Manager,"$59,481 /mo (est.)",2022-03-29,,,,"Staff - Non Union
Job Category
Non Union Technicians and Research Assistants
Job Profile
Non Union Salaried - Research Assistant /Technician 4
Job Title
Lead Clinical Research Associate (Hem/Onc/BMT)
Maxwell Laboratory | Department of Paediatrics | Faculty of Medicine
4,558.75 - $5,354.67 CAD Monthly
April 9, 2022
Feb 28, 2023"
30,,Research Manager in Sustainable Transportation,,,Canadian Urban Transit Research & Innovation Consortium,,Toronto,Glassdoor,Research Manager,"$88,500 /yr (est.)",2022-03-24,,,,"Position Overview
The Canadian Urban Transit Research & Innovation Consortium (CUTRIC) is currently seeking to hire a Research Manager in Sustainable Transportation to work with our dynamic research team involved in zero-emission transit fleet planning to aid cities and transit agencies across Canada and the United States plan their fleet electrification and decarbonization efforts.
About CUTRIC's Culture
CUTRIC is a highly dynamic and fast-paced innovation consortium focusing on technology championship. Despite being a not-for-profit, the team culture operates along the lines of a fast-paced (frequently high-pressure) start-up technology company.
CUTRIC team members are interdisciplinary, widely knowledgeable, science- and technology-driven, and passionate about the environment and mobility innovation."
31,,Market Research Manager (Remote),,,Funded.club,Information Technology Support Services,Toronto,Glassdoor,Research Manager,,2022-03-24,,,,"Perksy, Inc.
Position: Market Research Manager
Department: Research & Customer Success
Our team at Perksy is looking for a Market Research Manager to help us build the future of feedback. The Market Research Manager will lead research execution for our clients and ensure that each campaign provides our brand and agency customers with actionable insights based on reliable data. He/she will build market research surveys for clients from the ground up and guarantee high-quality results are delivered on time and on budget. The ideal candidate will be a highly motivated individual with a can-do attitude who collaborates effectively with both our clients externally as well as Sales & Marketing as well as Product group internally."
32,,Research Manager - DeMarco lab,,,University of British Columbia,Colleges & Universities,Vancouver,Glassdoor,Research Manager,"$80,082 /mo (est.)",2022-03-24,,,,"Staff - Non Union
Job Category
M&P - AAPS
Job Profile
AAPS Salaried - Research and Facilitation, Level B
Job Title
Research Manager - DeMarco lab
DeMarco Laboratory | Department of Pathology and Laboratory Medicine | Faculty of Medicine
5,468.83 - $7,878.17 CAD Monthly
April 25, 2022
May 15, 2023"
33,,"Manager, Policy and Research",,,Government of Saskatchewan,Government Agencies,Regina,Glassdoor,Research Manager,"$97,284 /mo (est.)",2022-03-24,,,,"Manager, Policy and Research - RES005949
Employment Type: Permanent Full-time
Location(s): SK-Rgna-Regina
Ministry: 018 Finance
Salary Range: $7,049-$9,165 Monthly
Grade: MCP.07.
About Us
The Public Employees Benefits Agency (PEBA) administers two of Canada’s top 100 Pension Funds, including Canada’s top Defined Contribution Pension Plan, along with a number of other pension and benefit programs. Our vision of Fostering Financial Wellness leads the work we do in providing valuable pension and benefit services to the over 100,000 members we are proud to serve."
34,,Research Manager,,,Simpson Associates,Information Technology Support Services,Vancouver,Glassdoor,Research Manager,"$83,870 /yr (est.)",2022-03-24,,,,"Our retained executive search group, Simpson Associates, continues to grow through these turbulent times. As such, we are looking to bring on an experienced research manager in our recruiting department. This indiviudal would report directly to the President, and would oversee most of the senoir search work - VP’s and up. We are looking for an individual who has a very strong interest in corporate psychology (training will be provided) and wants to build a serious, long-term career in the executive search industry. This is a salaried position, with bonus and full benefits.
Responsibilities include:
· Carrying out search work start to finish
· Leading candidate sourcing, interviewing and assessment debriefs"
35,,Assistant Research Manager,,,Canadian Development,,Ottawa,Glassdoor,Research Manager,"$88,844 /yr (est.)",2022-03-24,,,,"Title: Assistant Research Manager

Position Type: Full-time
Term: 12-month contract
Location: Ottawa
Closing Date: 17/04/2022

Founded in 1998, CDCI Research is Canada’s largest historical research management and litigation support company. CDCI Research has offices in both Ottawa and Vancouver and provides litigation support, historical and applied research and records management to public and private sector clients across Canada. To learn more about CDCI, please visit our website at www.cdci.ca."
36,,Clinical Research Start-Up Trial Manager,,,Translational Research in Oncology,Biotech & Pharmaceuticals,Remote,Glassdoor,Research Manager,,2022-03-24,,,,"Translational Research in Oncology (TRIO) is a global academic clinical research organization dedicated to advancing translational cancer research in the clinical trial setting. Our passionate team is committed to providing cancer treatments of the future to the world of today.
TRIO is looking for a Start-Up Manager to join our Clinical Start-Up team in our Edmonton Office or work remotely in Canada. This is an exciting high-intensity position that manages the early, start-up phases of our clinical trial studies.
TRIO’s head office is in Edmonton, Alberta, and has operations all throughout Canada, the USA, France, and Uruguay. The main objective of the Clinical Start-Up team is to certify and activate clinical sites selected for our clinical trials based on the trial-defined criteria.
Responsibilities:"
37,,Agricultural Research & Development Manager,,,Cavendish Farms,Machinery Manufacturing,New Annan,Glassdoor,Research Manager,,2022-03-24,,,,"AGRICULTURAL RESEARCH & DEVELOPMENT MANAGER

Cavendish Farms is a leading producer of frozen food products for retail and foodservice throughout Canada, the United States, and around the world. We have state-of-the-art potato processing plants in Prince Edward Island, Lethbridge, Alberta and Jamestown, North Dakota, and an appetizer plant in Whealtey, Ontario. Our Head Office is in Dieppe, New Brunswick and has sales office locations in Toronto and Boston.

The Agricultural Research & Development Manager will be responsible to create synergies and develop new agricultural products and practices to support potato commercial program. This role emcompases 3 main pillars; innovation, variety development and technical support to see & commercial growers. Development of strategic projects in collaboration with public and private Agricultural Research institutes, to look for top technologies available to support Cavendish Farms business, management of the potato variety program, provide technical support to growers and establishment of innovative projects."
38,,"Manager of Patient Programs, Research and Advocacy",,,Lymphoma Canada,,Mississauga,Glassdoor,Research Manager,"$75,000 /yr (est.)",2022-03-24,,,,"Organizational Summary
Lymphoma Canada, the only national organization focused entirely on lymphoma, empowers both patients and the community through education, support, advocacy, and research. As a registered charity, we are led by a volunteer Board of Directors drawn from the Canadian lymphoma community and are guided by expert members of our Scientific Advisory Board comprised of Canadian researchers and clinicians. Lymphoma Canada funds only Canadian researchers, and our resources are derived from Canadian statistics, featuring only Canadian-specific information.
Additional information about Lymphoma Canada is available on our website at lymphoma.ca.
The Role of Manager of Patient Programs, Research and Advocacy"
39,,"Manager, Government Affairs and Public Policy, YouTube",,,YouTube,Internet & Web Services,Montreal,Glassdoor,Research Manager,,2022-03-24,,,,"Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Ottawa, ON, Canada; Montreal, QC, Canada.
Minimum qualifications:
Bachelor’s degree or equivalent practical experience.
7 years of experience working on public affairs and/or tech policy issues within government, think tanks, public interest groups or relevant industry associations.

Preferred qualifications:
Experience with seamlessly switching between subject matter, types of projects, and responsibilities.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form."
