,id,job_title,job_type,job_exp,company,industries,location,source,search_kw,expected_salary,post_date,job_function,remote,job_summary,description
10,,Entry Level Sales Representative,,,Paylidify,Enterprise Software & Network Solutions,Vancouver,Glassdoor,Sales Representative,"$72,000 /mo (est.)",2022-03-05,,,,"BENEFITS
Uncapped earning potential
Expected income of $5000+ per month
Health & Life benefits offered
Opportunities to compete for weekly, monthly, quarterly and annual financial incentives
Opportunity for growth and advancement within the Canadian and US marketplace
Opportunity to attend leadership and development conferences across North America
Full training and development provided"
11,,Sales Representative,,,PremierShipping.ca,,Toronto,Glassdoor,Sales Representative,"$105,000 /yr (est.)",2022-03-05,,,,"About Us
PremierShipping.ca is a simple to use yet extremely powerful shipping platform that allows users to ship anywhere in the world using all of the major carriers. Please visit our site to learn more.
Job Summary
We’re looking for a results-driven Sales Representative with excellent interpersonal skills to actively seek out and engage customer prospects.
This position develops and manages a portfolio of customers in business-to-business (B2B) and business-to-consumer (B2C) within the GTA."
12,,Sales Development Representative,,,Avidbots,Electronics Manufacturing,Kitchener,Glassdoor,Sales Representative,"$54,779 /yr (est.)",2022-03-05,,,,"Now is the time to be an Avidbotter!
Avidbots is a leading-edge robotics company with the vision to bring robotic solutions into everyday life to increase organizational productivity and to do that better than any other company in the world. Our ground-breaking product, the Neo 2 autonomous floor scrubbing robot, is deployed around the world and trusted by leading facilities and building service companies. Because of our continued successes, we are in major growth mode to add to our award-winning employee culture. Headquartered in Kitchener, ON, Canada, Avidbots offers comprehensive service and support to customers in 5 continents.

Are you someone that…?"
13,,Business Development Representative [BDR] - Entry Level Sales [Remote],,,DemandHub,Computer Hardware Development,Toronto,Glassdoor,Sales Representative,"$46,323 /yr (est.)",2022-03-05,,,,"Role: Business Development Representative [BDR] - Entry Level Sales [Remote]
Company: DemandHub

Summary:

We're on a mission to help local businesses grow. Our powerful messaging platform allows local businesses to communicate with customers over text message. Using DemandHub, local businesses can get customer reviews, communicate with website visitors, collect payments, and more - ultimately allowing them to grow by getting more customers, engaging them, and retaining them."
14,,Logistics Sales Rep,,,SGH Logistics,,Dorval,Glassdoor,Sales Representative,"$62,500 /yr (est.)",2022-03-05,,,,"Recently chosen as the fastest growing Canadian company by Globe & Mail, SGH Logistics, is a rapidly growing asset based logistics company is currently in search of a Logistics Sales Consultant to join our team. As a third-party logistics company, our ongoing challenge is establishing new customers while servicing our established ones.
Must have skills and traits we are looking for:
· Computer literate and able to learn quickly
· Detail oriented and able to prioritize
· Efficient on the phones
· Fluent English (written & verbal)"
15,,Inside Sales Representative,,,Spring Financial Inc.,Lending,Vancouver,Glassdoor,Sales Representative,"$40,000 /yr (est.)",2022-03-05,,,,"Founded in 2014, Spring Financial has spent the last 7 years simplifying the lending process for millions of Canadians facing all types of financial circumstances. Spring offers a growing range of financial products and services which currently include personal loans, mortgages, credit cards and secured loans - all of which are made available to Canadians without having to visit a branch! Spring is part of the Canada Drives Group of Companies. Together, the Group provides services to over 1 million Canadians each year.

We are high-energy entrepreneurs who operate with a real sense of urgency. We have created some of the best in market products and sales processes allowing millions of Canadians to get access to financing online, via text or over the phone – all from the comfort of their own home! To learn more about our products please visit our website here: www.springfinancial.ca."
16,,Territory Sales Representative- GTA West,,,PepsiCo,Food & Drink Manufacturing,Mississauga,Glassdoor,Sales Representative,,2022-03-05,,,,"Auto req ID: 271340BR
Job Description
The Role:
Territory Sales Representatives are the first-line contact with customers responsible for driving and delivering large format sales volume of Quaker brands through compliance of specific customer agreements, execution of monthly priorities as well as permanent and temporary in-store development.

The Company
PepsiCo Canada is recognized as one of Canada’s top 100 employers. PepsiCo products are enjoyed by consumers more than one billion times a day in more than 200 countries and territories around the world. Our product portfolio includes 22 world-famous, billion-dollar brands; from Gatorade to Quaker, Tropicana to Lay’s and more. We make hundreds of enjoyable foods and beverages that are loved throughout the world. PepsiCo's effort to help build a more sustainable food system represents a key element of the company's broader vision of accelerated, sustainable growth known as Winning with Purpose. As part of this vision, PepsiCo is striving to be a better company by further integrating purpose into the core of its business and brands and doing even more for people and the planet. Our purpose efforts include fostering a diverse and inclusive work environment, supporting the communities where we live and work, and improving choices in our portfolio through reformulations and new products.

At PepsiCo Canada, we are focused on delighting our consumers by delivering high-quality products and exciting brand campaigns. Our people are critical to our success and by supporting their personal growth and development and providing them with the tools they need to succeed, PepsiCo Canada is a company you’ll be proud to join!

What you’ll be working on:


Not Applicable
Regular"
17,,Sales Representative,,,REALQualified Inc.,,Toronto,Glassdoor,Sales Representative,"$93,750 /yr (est.)",2022-03-05,,,,"REALQualified Inc., an up-and-coming company in the Real Estate Service Provider space, just opened up a seat at the table for a remarkable Sales Executive.
A bit about us....
Two years ago, our co-founders Andrew Hendry & Silas Poole created REALQualified (named for the quality of people with whom we work, both internally and externally). Born in Burlington, ON & London, England respectively, Andrew & Silas are the epitome of the transformed life. Having worked together in less-than-ideal environments in the past, Silas & Andrew learned early the importance of taking care of their staff and treating people with integrity, putting the growth, income, and overall quality of life of their employees first. This approach has proven to be a great differentiator for the company's internal culture, growth, and overall success."
18,,LENOVO - Dedicated Sales and Training Representative,,,Premium Retail Services,Advertising & Public Relations,Vancouver,Glassdoor,Sales Representative,$24.00 /hr (est.),2022-03-05,,,,"As a Lenovo Dedicated Sales and Training Representative, you'll drive sales by partnering with store management, engaging with customers, and making Lenovo stand out on shelves.
What’s in it for you?
You'll represent one of the most innovative consumer electronics brands in the world.
Be a part of a collaborative and culture-oriented team.
Comprehensive training provided by Premium.
What will you do?
Promote product awareness of the Lenovo brand in-store.
Help boost sales for the entire Lenovo product lineup."
19,,Direct Sales Representative,,,Toronto Water and Air,,Markham,Glassdoor,Sales Representative,"$103,850 /yr (est.)",2022-03-05,,,,"We are Toronto Water and air. We deal with Water Treatment and Air Treatment products. We have the most state of the art equipment on the market. We are looking for hungry individuals who want to make more than the average person. We sell directly to our customers and do not wait for sales to come to us. We have leads provided to our sales staff and do not door knock. We are looking for people who have direct sales experience.
REQUIREMENTS
Must have people skills and be able to negotiate contracts
Must have a vehicle for the position
We are looking for people who have direct sales experience
Excellent communication and interpersonal skills"
20,,Sales Representative / International Freight Forwarding and Logistics,,,Allegro Freight Services Inc,,Milton,Glassdoor,Sales Representative,"$55,000 /yr (est.)",2022-03-05,,,,"We are hiring full-time Sales Representative/ Account Manager to join our growing team at Allegro Services Inc. If you’re an experienced Logistic / International Freight Forwarding Sales professional with knowledge in Air / Ocean/ Trucking and have a positive and analytical attitude then we want to hear from you!
Please note applicants with 3 or more years of Canadian International Freight Forwarding experience will only be considered for this position.
Allegro Freight Services is a global freight forwarder headquartered in Milton. As a full-service freight forwarder, we have a global agency network of over 230 agents worldwide in all 7 continents and offer worldwide shipping and logistics services including Air Freight, Ocean Freight, Ground Transport, Project Cargo, Cross Trade and Crating Services. We provide our employees with great compensation, the opportunity for career development and excellent benefits including medical, dental, and paid vacation."
21,,Technical Sales Representative,,,Johnson Industries Ltd.,,Delta,Glassdoor,Sales Representative,"$65,790 /yr (est.)",2022-03-05,,,,"We are looking for a creative and talented sales technologist or engineer with the following skill set:
Serves customers by identifying their engineering application requirements and producing technical quotations with accompanying documentation;
Identifies current and future customer product and service requirements by establishing a personal rapport with potential and actual customers;
Provides product information, service, and technical engineering support to clients;
Establishes new accounts and services existing accounts by identifying potential customers; planning and organizing a weekly sales call schedule;
Prepares cost estimates by studying CAD drawings, product bills of material, plans, and related customer documents; consulting with engineers at all locations, and other professional and technical personnel;"
22,,Sales Representative,,,Global Marketing Solutions,,Vaughan,Glassdoor,Sales Representative,"$125,000 /yr (est.)",2022-03-05,,,,"NO EXPERIENCE NEEDED!!!
FULLY PAID TRAINING!
Global Marketing Solutions is expanding to a brand new location in Vaughan!
We have been able to expand our operations during the current COVID-19 pandemic and are excited to begin our brand new operation in Vaughan!
Global Marketing Solutions is Canada’s #1 Marketing company exclusively in the NGO sector. We do B2B, Events and B2C Fundraising for some of Canada’s biggest charities!
We're looking for people who are money HUNGRY, Hard working! People who want to venture a career in sales and grow immediately!"
23,,Sales representative (cold calls) - Home office,,,Yellow Pages Digital & Media Solutions Limited,,Quebec,Glassdoor,Sales Representative,"$53,500 /yr (est.)",2022-03-05,,,,"Sales representative wanted!
If you can handle making cold calls, this job is made for you!
If you enjoy working remotely, in the comfort of your home, keep reading this job offer!
Your base salary: 35 000$
Your potential compensation when you reach 100% of your target: 72 000$
Compensation of our best sales representative in 2021: 190 000$
Commissions are paid on a bi-weekly basis and are uncapped! Additionally, you can earn even more with the bonus and many incentive plans and we offer complete array of benefits as of your first day!"
24,,Sales Representative,,,Club16 Trevor Linden Fitness,,Vancouver,Glassdoor,Sales Representative,"$37,630 /yr (est.)",2022-03-05,,,,"In search of a SALES REPRESENTATIVE at our Flagship Location located in the Convention centre in Downtown, Vancouver.
About Club16:
Club16 is where every body is welcome! We have been in business for over 20 years and we are committed to helping people create their best life and inspire healthier communities by making fitness fun! As a company our core values are TEAM: Transparency, Energetic, Accountability, and Member Focused. If this posting already sounds like you, then apply NOW!
Your Responsibilities:
You will be responsible for converting guests into member’s and providing excellent customer service during your club tours. From identifying customer needs to providing the solution through selecting the correct membership."
25,,Sales Representative,,,Clement Aluminum & Vinyl,,Utterson,Glassdoor,Sales Representative,"$66,000 /yr (est.)",2022-03-05,,,,"Clement Aluminum & Vinyl, we are an established exterior specialist company who has been in business for over 40 years, we are looking for a full-time Sales Representative to join our team. Must be comfortable meeting potential clients and contractors. Must have excellent time management skills. Responsibilities would include; meeting customers on site to establish their exterior needs. Do onsite measurements as well as blueprint take offs, prepare and follow up on quotations, achieve sales targets, provide excellent customer service before, during and after the sale and communicate with our installation crews. You will be provided with a company vehicle and company cellphone.
Job Types: Full-time, Permanent
Salary: $52,000.00-$80,000.00 per year
Additional pay:"
26,,SALES REPRESENTATIVE,,,Atlantic Packaging Products Ltd,Machinery Manufacturing,Barrie,Glassdoor,Sales Representative,,2022-03-05,,,,"We are looking for a Sales Representative to join our Corrugated Sales Team in Barrie with responsibility for new business development as well as maintaining relationships with our existing customers; you will never be bored and will be challenged in a fast paced but rewarding industry.
If you are a self-motivated professional with confidence in your proven abilities and the desire to manage your own territory, this is the opportunity for you. With a strong supporting team helping along the way you will be responsible for your own schedule, presentations and solutions and will reap the benefits of your successes.
This is a rare opportunity to join an industry leader in growth mode.
What else can we offer you?"
27,,B2B Inside Sales Representative,,,RefundPros,,Vancouver,Glassdoor,Sales Representative,"$70,000 /yr (est.)",2022-03-05,,,,"Propel your career, develop your skills, and establish yourself in a growing company.
RefundPros is a software-based service that helps eCommerce businesses across North America recover the funds they are owed from national shipping carriers and the Amazon marketplace. We provide a set and forget solution that automates the complex process of recovering refunds, saving businesses thousands of dollars - all our clients pay is a commission on the money they get back (refundpros.com)
Feel great about the work you do to help businesses - stand up for the little guy and hold the big players accountable!
You’d be a vital part of a small sales team, working closely with the wider team (of 15 people) in a fast paced, creative environment with a startup mindset."
28,,Sales Representative - Will Train,,,Sealand Quality Foods,,Saskatoon,Glassdoor,Sales Representative,"$75,000 /yr (est.)",2022-03-05,,,,"We are a 100% Canadian owned and operated company. We are the #1 company across Canada in the food service industry in personal delivery of individually vac packed, flash frozen food.During covid-19 we have seen our sales increase 60% over last year and would like to add sales consultants to the greater Saskatoon market
We deliver the highest quality Organic and Natural meats in Canada. Wild caught, as well as Sustainable fish and seafood selections from around the world. We carry a diverse line of Gluten Free products. We also carry the popular brand Beyond Meat plant-based products, along with hard to find unique gourmet selections that set us apart from other food service options.
The opportunity available, is for a CULINARY SALES CONSULTANT at our SASKATOON location
WHY WE ARE SUCCESSFUL
* Today's consumer is demanding high quality, convenient and more regulation compliant products
* We offer a personalized service that creates loyalty and repeat sales year round
* You will be trained by Culinary Consultants who make an average annual income of $85,000
* We provide all the social media tools needed to promote and make our company very visible
* We utilize a software program to help our consultants remain organized in serving their customers.
* We have a template for success. We have grown to 9 locations across Canada and expanding
* We provide an opportunity to be in charge of your future, have flexible hours and enjoy a quality life/work balance"
29,,Canada Work at Home Sales Representative,,,Concentrix,HR Consulting,Canada,Glassdoor,Sales Representative,$16.50 /hr (est.),2022-03-05,,,,"Job Type: Full-Time
Work at Home Sales Representative
Different by Nature, Concentrix by Choice
WHAT’S IN IT FOR YOU?
A diverse, global organization full of intelligent, friendly people to bounce ideas off, learn from and grow with
Endless career opportunities and clear paths for career development
A competitive salary
Inclusive perks and benefits"
30,,Outside Sales Representative,,,Moore & Russell Heating Ltd,,Vancouver,Glassdoor,Sales Representative,"$200,000 /yr (est.)",2022-03-05,,,,"If you are a results-driven sales professional, are interested in a career with a dynamic organization and ready to make a dramatic change in your earnings, join the Moore & Russell team! We are looking for Home Comfort Advisors who are true selling experts that understand the key to succeeding in sales is based on building relationships and finding creative solutions that are beneficial for all. The successful candidate must be a strong communicator who is able to quickly foster new relationships as well as rekindle past relationships. You have a thirst for continuous learning and development, always driving to deliver more value and achieve more sales.
Requirements: As a Home Comfort Advisor, you must be self-motivated and driven to exceed goals and expectations.You must also have:
Strong organizational, time-management and prioritization skills as well as solid analytical and problem solving abilities."
31,,Outside Sales Representative,,,AtlasCare - Bosco Home Services,,Oakville,Glassdoor,Sales Representative,"$300,000 /yr (est.)",2022-03-05,,,,"AtlasCare requires energetic, motivated and career-minded Home Comfort Advisors to meet with and educate our customers on benefits of replacing their HVAC (heating, ventilation, and air conditioning) systems and equipment. Are you an entrepreneurial salesperson? Do you want an opportunity to earn a great income selling home comfort products to residential homeowners? We provide you all the tools to be enjoy a successful career, everything you will need to complete the sale – training, coaching, marketing, and the leads. No cold calling required!
Do you:
Give customers the red-carpet treatment?
Do you have an entrepreneurial spirit?
Feel comfortable educating customers on the best equipment to make their home more comfortable?"
32,,Sales Account Representative,,,Uline,Logistics & Supply Chain,Vancouver,Glassdoor,Sales Representative,"$75,000 /yr (est.)",2022-03-05,,,,"Sales Account Representative
From $70,000 to $80,000 per year

Vancouver, BC
8255 N. Fraser Way, Unit 109, Burnaby, BC V3N 0B9

Curiosity meets passion! As an outside sales account representative with Uline, help our customers realize their business goals with product solutions you're proud to deliver.

Relocation opportunities across the country.

Position Responsibilities"
33,,Territory Sales Representative,,,Magic Windows & Doors,,Toronto,Glassdoor,Sales Representative,"$175,000 /yr (est.)",2022-03-05,,,,"The Role
An excellent opportunity for enthusiastic individuals who want to grow in a dynamic and rewarding organization is being offered by a company who manufactures revolutionary window & door products, generates qualified leads, and provides all the marketing tools you will need for success.
The company will provide complete customized sales training and will offer rewarding opportunities for development and advancement, base salary, commission, unlimited earning potential, sales incentives, bonuses and medical benefits.
This is an opportunity to earn an income that is only limited by your ability.
Company Profile"
34,,Sales Representative,,,Spring Financial Inc.,Lending,Vancouver,Glassdoor,Sales Representative,"$65,000 /yr (est.)",2022-03-05,,,,"Founded in 2014, Spring Financial has spent the last 6 years simplifying the lending process for millions of Canadians facing all types of financial circumstances. Spring offers a growing range of financial products and services which currently include personal loans, mortgages, credit cards and secured loans - all of which are made available to Canadians without having to visit a branch! Spring is part of the Canada Drives Group of Companies. Together, the Group provides services to over 1 million Canadians each year.

We are high-energy entrepreneurs who operate with a real sense of urgency. We have created some of the best in market products and sales processes allowing millions of Canadians to get access to financing online, via text or over the phone – all from the comfort of their own home! To learn more about our products please visit our website here: www.springfinancial.ca."
35,,Outside Sales Representative,,,Bond Reproductions Inc,,Vancouver,Glassdoor,Sales Representative,"$105,000 /yr (est.)",2022-03-05,,,,"We are seeking an Outside Sales Representative to join our printing team.
Our family-owned company has been servicing British Columbia and beyond for over 25 years with exceptional custom printing and service.
The chosen candidate will possess a successful sales background and will be responsible for meeting and or exceeding sales targets. This sales professional will be both a hunter and farmer but will thrive on landing the new account.
The candidate will have solid work ethics which involve excellent time management, attention to detail, sense of urgency and understands the importance of the sales process.
Job responsibilities include: (but not limited to )
- Establishing, developing and maintaining business with current and prospective customers.
- Contacting customers by phone, visits to present to existing and prospective customers.
- Updating company database.
- Completing paperwork accurately and on a timely basis.
- Communicate effectively ( both written and verbal ) with both internal and external customers.
- Maintaining an active and full sales pipeline."
36,,Junior Outside Sales Representative,,,Ply Gem Canada,Wood & Paper Manufacturing,Vancouver,Glassdoor,Sales Representative,"$60,000 /yr (est.)",2022-03-05,,,,"Who We Are
One Company. Hundreds of Products. Endless Possibilities. Ply Gem is North America's leading manufacturer of exterior building materials, including windows, siding, stone, and 40 other categories. At Ply Gem, we provide the nation's residential builders, remodelers and architects with access to a comprehensive range of building products. From new construction to repair, remodel and replacement, our full line of building products provide quality and value for all types of projects.
Ply Gem Canada is a growing company in the building products industry backed by Cornerstone Building Brands, providing us with stability and strength in the North American market. Cornerstone Building Brands is the largest manufacturer of vinyl windows in North America with brands you’ve come to know and trust. We have endless building product options from standard to specialty to customized to whatever you’re looking for. But it’s our service capabilities that sets us apart."
37,,Inbound Sales Representative,,,Spring Financial Inc.,Lending,Vancouver,Glassdoor,Sales Representative,"$65,000 /yr (est.)",2022-03-05,,,,"Founded in 2014, Spring Financial has spent the last 6 years simplifying the lending process for millions of Canadians facing all types of financial circumstances. Spring offers a growing range of financial products and services which currently include personal loans, mortgages, credit cards and secured loans - all of which are made available to Canadians without having to visit a branch! Spring is part of the Canada Drives Group of Companies. Together, the Group provides services to over 1 million Canadians each year.

We are high-energy entrepreneurs who operate with a real sense of urgency. We have created some of the best in market products and sales processes allowing millions of Canadians to get access to financing online, via text or over the phone – all from the comfort of their own home! To learn more about our products please visit our website here: www.springfinancial.ca."
38,,Sales Development Representative,,,Freelancer.com,HR Consulting,Vancouver,Glassdoor,Sales Representative,"$60,000 /yr (est.)",2022-03-05,,,,"As a SDR/ADR in Escrow.com, you have the chance to be an early member of a growing sales team at an incredible company that is changing the way people transact online. You will prospect and meet potential partners to understand their payments & transaction needs and how Escrow.com could fit into their technology.
You'll be teaming up with sales engineers, product managers, and salespeople from a diverse set of backgrounds who are working to stop fraud online and help our partners build better and more trusted marketplaces.
Requirements
You have 6+ months of experience in outbound sales development - making a high volume of calls and sending a high volume of emails to get appointments with business stakeholders."
39,,Outside Sales Representative,,,The Greenspan Co./Adjusters International,,Vancouver,Glassdoor,Sales Representative,"$250,000 /yr (est.)",2022-03-05,,,,"Disaster Recovery Sales Professionals Needed
Every day, Public Adjusters help residential and commercial business owners navigate the often complex and tedious insurance claims process. Clients have suffered financial loss due to fire, earthquake, or anything else that might trigger a claim against an insurance policy. Our goal rests exclusively around making our clients financially whole again after a disaster. We employ decades of knowledge and claims-handling experience to maximize the financial outcome and minimize the headache for our valued clients.
If you'd like to be part of our team, we are seeking an Outside Sales Rep to call on potential clients, educate them about available options, and engage them to allow our experts to represent/advocate for them during the claims process.
Hiring Firm: Financial/Commercial Construction/Insurance/Legal Services. Nationally recognized, industry leader with A rating with BBB, Bay Area Business."
40,,Sales Representative,,,Renewal by Andersen of British Columbia,Consumer Product Manufacturing,Canada,Glassdoor,Sales Representative,"$200,000 /yr (est.)",2022-03-05,,,,"ARE YOU A SEASONED SALES REP READY TO MAKE A MOVE?
DO YOU WANT TO MAKE $150,000 TO $200,000 YOUR FIRST YEAR?
HOW WOULD YOU LIKE TO BE COMPENSATED FOR YOUR RESULTS NOT THE HOURS WORKED?
Renewal by Andersen is the exclusive start-to-finish window and patio door replacement division of Andersen Corporation -- the most recognized window brand in North America. We strive to find highly qualified consultants to fuel our consistent on-going growth.
If you are a talented professional with determination and dedication to succeed, we're interested in hearing from you to assess your fit with our high-energy, success-oriented team!"
41,,Territory Sales Representative- GTA West,,,PepsiCo,Food & Drink Manufacturing,Mississauga,Glassdoor,Sales Representative,,2022-03-05,,,,"Auto req ID: 271340BR
Job Description
The Role:
Territory Sales Representatives are the first-line contact with customers responsible for driving and delivering large format sales volume of Quaker brands through compliance of specific customer agreements, execution of monthly priorities as well as permanent and temporary in-store development.

The Company
PepsiCo Canada is recognized as one of Canada’s top 100 employers. PepsiCo products are enjoyed by consumers more than one billion times a day in more than 200 countries and territories around the world. Our product portfolio includes 22 world-famous, billion-dollar brands; from Gatorade to Quaker, Tropicana to Lay’s and more. We make hundreds of enjoyable foods and beverages that are loved throughout the world. PepsiCo's effort to help build a more sustainable food system represents a key element of the company's broader vision of accelerated, sustainable growth known as Winning with Purpose. As part of this vision, PepsiCo is striving to be a better company by further integrating purpose into the core of its business and brands and doing even more for people and the planet. Our purpose efforts include fostering a diverse and inclusive work environment, supporting the communities where we live and work, and improving choices in our portfolio through reformulations and new products.

At PepsiCo Canada, we are focused on delighting our consumers by delivering high-quality products and exciting brand campaigns. Our people are critical to our success and by supporting their personal growth and development and providing them with the tools they need to succeed, PepsiCo Canada is a company you’ll be proud to join!

What you’ll be working on:


Not Applicable
Regular"
