,id,job_title,job_type,job_exp,company,industries,location,source,search_kw,expected_salary,post_date,job_function,remote,job_summary,description
10,,Laboratory Technician (Evening shift 4pm -12am),,,Confidential,,Scarborough,Glassdoor,Laboratory Technician,$16.00 /hr (est.),2022-03-05,,,,"About Us:
We are one of the leading electronic cigarette organizations in Canada.
We are currently seeking a full-time Laboratory Technician to join our growing team in our laboratory. Laboratory Technician needs to operate assembly machines under the supervision of our Operations Manager. The successful candidate will be responsible for assembling products throughout their shift. If you have prior experience with assembly, we want to talk to you!
Job Requirements;
Perform job function with efficiency and accuracy
Must be able to meet daily production targets set out by supervisors"
11,,Regulatory Lab Assistant,,,New Directions Aromatics,Consumer Products Manufacturing,Mississauga,Glassdoor,Laboratory Technician,$18.00 /hr (est.),2022-03-05,,,,"Job Description:
New Directions Aromatics Inc. is a leading wholesale supplier with over 900 products and has become a preferred supplier of many leading brand-name manufacturers, as well as start-up companies. The successful candidate has strong communication and analytical skills. They will perform various tasks to support the laboratory technical staff, including documentation control, testing of samples, maintaining quality assurance records, and ensuring accuracy during all processes.
Job Responsibilities:
Maintain and upkeep regulatory documentation.
Maintain product certification database."
12,,Lab technician,,,Pharma Planter,,Burnaby,Glassdoor,Laboratory Technician,,2022-03-05,,,,"At PharmaPlanter Technologies, we transform scientific ideas into fully realized products. We are here to help you translate your brilliant ideas and research discoveries into materialized products. If you are interested in any of our openings, please forward your resume to: careers@pharmaplanter.com
We are looking for hard-working lab technicians who can independently and flexibly work on multiple projects. Along with conducting experiments, lab technicians are responsible for the development of standard operating procedures (SOPs), routine lab maintenance, and data management/analysis.
Qualifications:
Minimum Bachelor of Science (BSc) degree in a relevant discipline such as Biology, Immunology, Biochemistry or Microbiology
Basic wet lab skills such as cell culture, cell-based assay, qPCR, western blot, cell flow cytometry assay experience is required"
13,,"Laboratory Technician, Chemistry",,,Xenon Pharmaceuticals Inc.,Transportation Management,Vancouver,Glassdoor,Laboratory Technician,"$45,422 /yr (est.)",2022-03-05,,,,"Xenon Pharmaceuticals (NASDAQ: XENE) – a biopharmaceutical company with operations in Vancouver, BC, Canada and Boston, MA, USA – is committed to delivering innovative medicines to provide a brighter future for patients suffering from neurological disorders.
At Xenon, we are advancing an exciting pipeline of neurology-focused therapies, with a particular emphasis on novel treatments for both adult and pediatric patients with epilepsy. XEN496 is currently being evaluated in the Phase 3 “EPIK” clinical trial in young patients with KCNQ2-DEE, a rare and severe form of childhood epilepsy. Late-stage development plans are also underway for our XEN1101 program, building upon the compelling data from the Phase 2b “X-TOLE” study in adult patients with focal epilepsy. We are also proud of the leading-edge science coming out of our discovery labs, with many early-stage research programs underway. In addition to Xenon’s proprietary programs, we have ongoing collaborations with our valued pharmaceutical partners. With a healthy balance sheet to support our growth plans, we continue to build a fully-integrated, premier neuroscience company with strong discovery, development, and commercial operations."
14,,Laboratory Technician (Inventory),,,Canadian Food Inspection Agency,Government Agencies,Ottawa,Glassdoor,Laboratory Technician,"$68,821 /yr (est.)",2022-03-05,,,,"Canadian Food Inspection Agency
Ottawa (Ontario)
EG-03, EG-04
Indeterminate, Specified Period, Deployment, Acting, Assignment
$57,547 to $80,094
For further information on the organization, please visit Canadian Food Inspection Agency
Closing date: 5 May 2023 - 23:59, Pacific Time
Who can apply: Persons residing in Canada.
Apply online"
15,,Senior Laboratory Technician,,,Health Canada,Government Agencies,Ottawa,Glassdoor,Laboratory Technician,"$77,680 /yr (est.)",2022-03-05,,,,"Health Canada - Health Products and Food Branch - Food Directorate
Ottawa (Ontario)
EG-05
$70,088 to $85,272
For further information on the organization, please visit Health Canada
Closing date: 5 April 2022 - 23:59, Pacific Time
Who can apply: Persons residing in Canada, and Canadian citizens and Permanent residents abroad.
Apply online"
16,,Laboratory Support Technician (EG-02) (Inventory),,,Canadian Food Inspection Agency,Government Agencies,Charlottetown,Glassdoor,Laboratory Technician,"$59,257 /yr (est.)",2022-03-05,,,,"Canadian Food Inspection Agency
Charlottetown (Prince Edward Island)
EG-02
Term, Acting, Deployment, Specified Period
$52,316 to $66,197
For further information on the organization, please visit Canadian Food Inspection Agency
Closing date: 26 October 2023 - 23:59, Pacific Time
Who can apply: Persons residing in Canada.
Apply online"
17,,Laboratory Technician - Molecular Genetics,,,Trillium Health Partners,Healthcare Services & Hospitals,Mississauga,Glassdoor,Laboratory Technician,,2022-03-05,,,,"Job Description:
Position: Laboratory Technician
File #: 2022-26183
Status: Temporary Full-time (apprx. 15 months)
Hours/Shifts: All shifts
Site: Credit Valley Hospital
Dept: Molecular Genetics
Posted: March 29, 2022
Internal Deadline: April 4, 2022

Trillium Health Partners (THP) is one of the largest community-based acute care facilities in Canada. Comprised of the Credit Valley Hospital, the Mississauga Hospital and the Queensway Health Centre, Trillium Health Partners serves the growing and diverse populations of Mississauga, West Toronto and surrounding communities and is a teaching hospital affiliated with the University of Toronto."
18,,Quality Technician,,,Labatt Breweries Canada,Food & Drink Manufacturing,Vancouver,Glassdoor,Laboratory Technician,,2022-03-05,,,,"Dreaming big is in our DNA. Brewing the world’s most loved beers and creating meaningful experiences is what inspires us. We are owners, empowered to lead real change, deliver on tough challenges, and take accountability for the results. We are looking for talent that shares these values, that is ambitious, bold & resilient. We want talent that is looking for fast career growth, cross-functional experiences, global exposure and robust training & development.
Description
Responsibilities include, but are not limited to:
Perform routine analytical tests on beer and RTD (ready to drink) products through all stages of the process"
19,,"Laboratory Research Assistant, Daugaard Lab",,,Vancouver Prostate Centre,,Vancouver,Glassdoor,Laboratory Technician,"$62,344 /yr (est.)",2022-03-05,,,,"Laboratory Research Assistant, Daugaard Lab
Vancouver Prostate Centre
The Vancouver Prostate Centre (VPC) has an exceptional opportunity available for a regular, fulltime Laboratory Research Assistant to join our research team.
As per the current Public Health Orders (Long Term Care/Seniors Assisted Living Provincial Health Officer Order and the Health Sector Order), as of October 26, 2021, all employees must be fully vaccinated for COVID-19. Proof of vaccination status will be required.
The Vancouver Prostate Centre
The VPC has a large number of multi-disciplinary research programs in basic, clinic, and translational cancer research. It is a National Centre of Excellence and a designated Centre of Excellence for Commercialization and Research. It is affiliated with the University of British Columbia and the Vancouver Coastal Health Authority. Further details on VPC and its research programs are available at www.prostatecentre.com."
20,,Laboratory Operations Assistant,,,AbCellera Biologics,,Vancouver,Glassdoor,Laboratory Technician,,2022-03-05,,,,"Full-timeVancouver

MARCH 11, 2022
Job ID: 220028
We are a young, driven and innovative company looking for a Laboratory Operations Assistant for our state-of-the-art, custom lab in the heart of Vancouver. Someone responsible, organized and adept at juggling multiple competing priorities, someone we trust. We believe that we can tackle the most challenging scientific problems through teamwork, innovation, and mutual support. If you’re a self-motivated and creative problem solver who thrives in a fast-paced, collaborative environment, we’d love to hear from you."
21,,Soils / Asphalt Lab Technician,,,METRO Testing + Engineering,Building & Construction,Burnaby,Glassdoor,Laboratory Technician,$24.50 /hr (est.),2022-03-05,,,,"Who we are:
Metro Testing + Engineering (Metro) was established in 1987 in Metro Vancouver, BC to provide the materials testing of concrete, asphalt, and soils for the construction industry. Since then, we have grown to include a diverse scope of services that now includes specialty testing, materials engineering, geotechnical engineering, environmental consulting, concrete restoration, and quality assurance certification throughout BC and Alberta.
Who we are looking for:
Metro Testing + Engineering (Burnaby) is currently looking for a Soils/Asphalt Laboratory Technician. This role will report directly to the Laboratory Manager.
Main duties include, but are not limited to:"
22,,Laboratory Technician - Food,,,CARO Analytical Services,Biotech & Pharmaceuticals,Burnaby,Glassdoor,Laboratory Technician,"$38,816 /yr (est.)",2022-03-05,,,,"CARO Analytical Services is an environmental and food laboratory that provides professional analytical testing services to public and private clients throughout Western Canada. Whether supporting a client cleaning up a contaminated site, providing water quality data to ensure Canadians have access to clean water, or supporting the government in testing our food source for potential pesticide exceedances, CARO provides the data essential to the success of these programs. CARO also happens to have an awesome corporate culture thanks to a great team of employees and scientists who take their jobs seriously, but not themselves:
We are charismatic scientists, driven to make the world safer and healthier.
DESCRIPTION: FOOD LABORATORY TECHNICIAN– Burnaby, BC (Different Shifts Available)
As a Laboratory Technician in the Food department, your main responsibilities include:"
23,,"Laboratory Research Assistant, Nappi Lab",,,Vancouver Prostate Centre,,Vancouver,Glassdoor,Laboratory Technician,"$47,000 /yr (est.)",2022-03-05,,,,"Laboratory Research Assistant, Nappi Lab
Vancouver Prostate Centre
The Vancouver Prostate Centre (VPC) has an exceptional opportunity available for a temporary, full-time Laboratory Research Assistant to join Dr. Lucia Nappi’s research team.
The Vancouver Prostate Centre
VPC has a large, multi-disciplinary research program that undertakes basic, clinic, and translational research. It is a National Centre of Excellence and a designated Centre of Excellence for Commercialization and Research. It is affiliated with the University of British Columbia and the Vancouver Coastal Health Authority. Further details on VPC and its research programs are available at www.prostatecentre.com. To learn more about Dr. Nappi and her research visit: www.prostatecentre.com/about-us/people/dr-lucia-nappi."
24,,Environmental Monitoring Assistant (Laboratory Assistant II),,,Metro Vancouver,Government Agencies,Burnaby,Glassdoor,Laboratory Technician,"$54,044 /mo (est.)",2022-03-05,,,,"Position Status: Auxiliary - (This position to last not later than December 31, 2022)
Department: Liquid Waste Services
Employee Group: Teamsters Local 31
Location: 4515 Central Boulevard, Burnaby
Salary Range/ Wage Rate: PG 17 $2,070.60 - $2,433.10 bi-weekly
Our Liquid Waste Services Department is seeking an Environmental Monitoring Assistant (Laboratory Assistant II) who will participate in the regional recreational water quality monitoring program and be responsible for collecting samples and recording field observations with the goal of protecting public health and the environment. You will also support a small team of environmental science professionals with various environmental monitoring programs related to Metro Vancouver wastewater discharges.
You are: a quick learner with a keen eye for the details and an interest in protecting the environment. In addition to experience collecting environmental samples, supported by environmental science related courses, you are interested in spending most of your days in the field, and willing and able to collect beach and wastewater samples outside regular business hours.
:"
25,,Technicien de Laboratoire ou Technologiste de Laboratoire (Hématologie) Laboratory Technician or Laboratory Technologist (Hematology),,,IDEXX,Biotech & Pharmaceuticals,Lachine,Glassdoor,Laboratory Technician,,2022-03-05,,,,"En tant que technicien de laboratoire ou technologiste de laboratoire à IDEXX, vous jouerez un rôle déterminant au sein d’une des plus grandes entreprises de diagnostic vétérinaire dans le monde. Vous effectuerez des analyses de laboratoire pour aider les vétérinaires à diagnostiquer et à traiter les animaux de compagnie. Vous travaillerez dans un environnement dynamique qui encourage le travail d’équipe, qui favorise la qualité et qui fournit des occasions de développement personnel. Ceci est un poste à temps plein qui offre un excellent régime d’avantages sociaux.

Les laboratoires de référence IDEXX forment un réseau mondial uni par un engagement commun envers l’amélioration des soins offerts aux animaux et dont la vraie force réside dans ses employés. Nos laboratoires de référence permettent à nos clients de profiter de nouvelles découvertes grâce à notre engagement indéfectible envers l’innovation, au soutien personnalisé, aux conseils, au savoir-faire et à l’offre la plus complète et la plus avancée en matière de tests de diagnostic, de technologie et d’outils.


Vous utiliserez des analyseurs automatiques, des microscopes et d’autres outils de diagnostic en laboratoire afin d’effectuer des analyses et des tests permettant de détecter des affections, des blessures et des maladies chez les animaux en vue de soutenir les traitements vétérinaires.
Vous effectuerez des tests diagnostiques sur des échantillons de sang et d’urine que nous recevons par centaines tous les jours dans nos laboratoires.
Vous serez responsable de préparer et de réaliser des tests de laboratoire ainsi que de lire et de publier les résultats conformément aux PON (Procédures opérationnelles normalisées).

Vous allez vous spécialiser dans un ou plusieurs des domaines suivants :
Analyse des constituants liés aux cellules des échantillons sanguins afin d’énumérer et d’identifier leurs constituants cellulaires, y compris l’évaluation microscopique des frottis sanguins et l’utilisation de techniques de dénombrement automatisées et manuelles.
Analyse du sang et des liquides biologiques en vue du dosage de différents analytes en utilisant l’instrumentation automatisée.
Analyse et évaluation des constituants chimiques et microscopiques des échantillons d’urine en utilisant des techniques d’instrumentation automatisées et manuelles.
Traitement du sang et des liquides biologiques pour les examens microscopiques par les anatomopathologistes. Comprend la préparation des lames et la coloration en utilisant des techniques de dénombrement automatisées et manuelles.
Analyse de sang et d’autres échantillons pour vérifier la présence de maladies virales ou bactériennes en détectant les anticorps (Ac) ou les antigènes (Ag).


Vous avez la motivation et la capacité d’occuper un poste de nuit à temps plein.
Vous avez idéalement déjà travaillé dans un laboratoire. L’expérience en matière de préparation et de réalisation des tests de laboratoire, de lecture des résultats et d’utilisation des équipements de laboratoire (microscopes ou analyseurs de diagnostic clinique) est un atout.
Vous avez une attitude positive et vous souhaitez partager cette énergie avec vos collègues au laboratoire pour les soutenir au quotidien.
Vous êtes motivé à faire partie d’une équipe.
Vous avez le souci du détail et vous êtes fiable et précis dans votre travail.
Vous avez un excellent esprit d’équipe et un grand sens des responsabilités.
Vous possédez un diplôme d’études secondaires ou une combinaison équivalente d’éducation et d’expérience. Avoir terminé un programme d’études de 2, 3 ou 4 ans dans un domaine connexe à la science est un atout.
Ce n’est pas une exigence pour travailler dans notre laboratoire, mais si vous êtes technicien ou technologue vétérinaire (techniciens ou technologues vétérinaires agréés TVA) ou si vous êtes technicien de laboratoire médical/technologiste médical, cette expérience et cette éducation seront un atout. La certification par l’Association des techniciens en santé animale du Québec (ATSAQ) ou par un autre organisme canadien de règlementation vétérinaire n’est pas exigée, mais serait un atout. La certification par l’Ordre professionnel des technologistes médicaux du Québec (OPTMQ) ou par un autre organisme canadien de règlementation des laboratoires médicaux cliniques n’est pas exigée, mais serait un atout.
Vous satisfaites les exigences physiques nécessaires pour travailler dans un laboratoire : rester debout ou assis pour de longues périodes, utiliser le téléphone et l’ordinateur, avoir une portée étendue, soulever jusqu’à 50 lb (23 kg), avoir des capacités de vision exceptionnelles comme une bonne perception des distances, des couleurs et de la profondeur et pouvoir ajuster la mise au point.
Puisque c’est un laboratoire, il y a un risque d’exposition à des dangers biologiques, à des agents qui causent des maladies zoonotiques et à des produits chimiques dangereux.


Poste de nuit, à temps plein, de 40 heures par semaine; horaire : de 22 h à 6 h 30, du lundi soir au samedi matin.
Les candidats qui sont flexibles par rapport aux heures de début et de fin des quarts de travail sont privilégiés.
L’assiduité et la fiabilité en matière de présence sont essentielles pour ce poste. Adhérer aux politiques et aux exigences de présence est primordial pour ce poste.

Pourquoi choisir IDEXX?
Nous sommes fiers de ce que nous accomplissons, parce que notre travail fait une différence. Chef de file en matière d’innovation dans tous nos secteurs d’intervention, nous suivons nos principes directeurs dans le but d’aider les propriétaires à travers le monde à maintenir la santé et le bien-être de leurs animaux de compagnie, d’assurer l’accès à l’eau potable pour des milliards de personnes et d’aider les agriculteurs à protéger leur bétail et leur volaille contre les maladies. Nous avons des clients dans plus de 175 pays et une main-d’œuvre mondiale de plus de 10,000 employés compétents.

Qu’est-ce que cela signifie pour vous? Nous améliorons la qualité de vie de nos employés grâce à une culture de travail positive et respectueuse qui accueille à bras ouverts les défis et qui encourage l’apprentissage et la découverte. Chez IDEXX, vous profiterez de salaires, de primes et d’avantages compétitifs tout en accomplissant un travail utile qui stimule le progrès.

Travaillons ensemble pour accomplir ce qui compte.

IDEXX estime important d’avoir une main-d’œuvre et un milieu de travail diversifiés et encourage fortement les femmes, les personnes de couleur, les personnes de la communauté LGBTQ+, les personnes handicapées, les personnes appartenant aux minorités ethniques, les résidents nés à l’étranger et les vétérans à postuler.

IDEXX souscrit au principe de l’équité en matière d’emploi. Les candidats ne seront pas discriminés en fonction de leur race, leur couleur, leur credo, leur sexe, leur orientation sexuelle, leur identité ou expression de genre, leur âge, leur religion, leur origine nationale, leur statut de citoyen, leur handicap, leur ascendance, leur état matrimonial, leur statut de vétéran, leur état de santé ou de toute catégorie protégée par les lois locales, étatiques ou fédérales.

Ce poste est à occuper dans les locaux de notre laboratoire situés à Lachine (Québec). Compte tenu de la pandémie actuelle de COVID-19, la sécurité et le mieux-être de nos employés sont notre priorité. Pour les employés essentiels qui doivent continuer à travailler sur place, nous avons renforcé les mesures de santé préventives déjà sur place grâce à de nouvelles mesures plus rigoureuses. Ces mesures comprennent, sans s’y limiter, la création de l’espace nécessaire à la distanciation sociale, l’utilisation des masques ou des équipements de protection individuelle (EPI), la désinfection des postes de travail, un contrôle de santé quotidien, la limitation de la circulation par zone et la communication régulière en temps réel.

Ce poste vous intéresse? Postulez aujourd’hui!

As a Medical Laboratory Technician (MLT) or a Medical Technologist (MT) at IDEXX, you will be a key contributor at one of the largest veterinary diagnostic companies in the world. You will perform laboratory testing that helps veterinarians diagnose and treat pets. You will join a fast-paced work environment that encourages teamwork, quality, and offers opportunities for personal growth. This is a full-time role with competitive benefits.

IDEXX reference laboratories is a global network united by a shared commitment to enhancing pet care where the true strength in our name is the people behind it. Our reference laboratories make it possible for our customers to discover more with our unrelenting commitment to innovation, personalized support, guidance, and expertise while providing the most complete and advanced menu of diagnostic tests along with technology and tools.


You will be using automated analyzers, microscopes, and other laboratory diagnostic tools to perform analyses and tests that diagnose animal illnesses, injuries, and diseases in support of veterinarian animal treatment.
You are able to work the night-shift
You will be performing diagnostic tests on blood and urine samples that we receive in our lab by the hundreds, every day.
You will be responsible for setting up and running lab tests and reading and releasing results according to SOPs (Standard Operating Procedures).

You can expect to specialize in one or more of the following areas:
Testing cell-related components of blood samples to enumerate and identify their cellular components, including the microscopic evaluation of blood smears and the use of automated and manual counting techniques.
Testing blood and body fluids for various analytes, utilizing automated instrumentation.
Analysis and evaluation of chemical and microscopic components of urine samples, using automated instrumentation and manual techniques.
Processing blood and body fluids for microscopic examination by pathologists. Includes slide preparation and staining, utilizing manual and automated counting techniques.
Testing blood and other samples for the presence of viral and bacterial disease by detecting antibodies (AB) or antigens (AG).


You are able to work nights
Ideally, you will have experience working in a laboratory. Experience setting up, running, reading lab tests, and operating laboratory equipment (microscopes and/or clinical diagnostic analyzers) would be a plus.
You have a positive attitude and love to bring that energy into the lab every day to support your colleagues
You are looking forward to working in a team
You concentrate on the details and can work reliably and precisely
You have a great sense of team spirit and responsibility
You possess a High School diploma or equivalent combination of education and experience is required. A 2-, 3- or 4-year degree in a Science-related field is preferred.
It is not required to work in our lab, but if you were a Veterinary Technician (RVT, LVT, CVT) or Medical Laboratory Technician (MLT or MT), this experience and education would be a plus.
Able to meet the physical requirements that go with working in a lab – standing and sitting for extended periods of time, phone & computer use, extended reach, lifting up to 50lb, and specific vision ability – close, color, depth perception, and ability to adjust focus.
This is a laboratory, so there is potential exposure to biohazards, agents known to cause zoonotic diseases, and hazardous chemicals.


This is a full-time (40 hr/wk), third shift position with scheduled shifts Monday - Friday 10:00pm - 6:30am.
The shifts and hours may vary depending on business needs.
Reliable and dependable attendance is an essential function of the position. Adherence to attendance-related policies and expectations is critical to this position.

Why IDEXX?
We’re proud of the work we do, because our work matters. An innovation leader in every industry we serve, we follow our Purpose and Guiding Principles to help pet owners worldwide keep their companion animals healthy and happy, to ensure safe drinking water for billions, and to help farmers protect livestock and poultry from disease. We have customers in over 175 countries and a global workforce of over 10,000 talented people.

So, what does that mean for you? We enrich the livelihoods of our employees with a positive and respectful work culture that embraces challenges and encourages learning and discovery. At IDEXX, you will be supported by competitive compensation, incentives, and benefits while enjoying purposeful work that drives improvement.

Let’s pursue what matters together.

IDEXX values a diverse workforce and workplace and strongly encourages women, people of color, LGBTQ+ individuals, people with disabilities, members of ethnic minorities, foreign-born residents, and veterans to apply.

IDEXX is an equal opportunity employer. Applicants will not be discriminated against because of race, color, creed, sex, sexual orientation, gender identity or expression, age, religion, national origin, citizenship status, disability, ancestry, marital status, veteran status, medical condition, or any protected category prohibited by local, state, or federal laws.

This position will be based out of our Lachine, QC location. Due to the current pandemic, as it relates to COVID-19, our employees' safety and well-being are top of mind for us. For those essential employees that have to continue to work on-site, we have strengthened the preventative health measures already in place with new, more stringent actions. This includes but is not limited to making space for social distancing, use of mask/PPE, sanitize workstations, daily wellness checks, limited traffic flow by zones, and consistent real-time communication.

Does this sound like the opportunity for you? Apply today!"
26,,Laboratory Assistant,,,CARO Analytical Services,Biotech & Pharmaceuticals,Burnaby,Glassdoor,Laboratory Technician,"$34,310 /yr (est.)",2022-03-05,,,,"CARO Analytical Services is an employee-owned environmental and food laboratory that provides professional analytical testing services to public and private clients throughout Western Canada. Whether supporting a client cleaning up a contaminated site, providing water quality data to ensure Canadians have access to clean water, or supporting the government in testing our food source for potential pesticide exceedances, CARO provides the data essential to the success of these programs. CARO also happens to have a pretty awesome corporate culture thanks to a great team of employees who take their jobs seriously, but not themselves: We are charismatic scientists, driven to make the world safer and healthier.
DESCRIPTION: Laboratory Assistant – Burnaby, BC (Full Time – Different Shifts Available)
As a Laboratory Assistant for CARO Analytical Services’ growing laboratory network, your main responsibilities will include:"
