,id,job_title,job_type,job_exp,company,industries,location,source,search_kw,expected_salary,post_date,job_function,remote,job_summary,description
19,,Account Executive (Sales),,,Meditech International Inc.,,Toronto,Glassdoor,Sales Executive,"$115,000 /yr (est.)",2022-03-29,,,,"BIOFLEX Laser Therapy
An exciting opportunity for Sales Executives to sell the innovative, non-invasive, proven therapy for alleviation of pain to esteemed Healthcare professionals who care for the wellbeing of their patients. BIOFLEX Laser Therapy Systems are being designed, manufactured and sold by Meditech International Inc - a World leading Laser Technology Company since 1989.
We are looking for passionate sales people from any health science field preferably with kinesiology background who have the capability to maximize sales potential within an assigned territory to secure new business accounts/customers.
Some responsibilities:
Experience building territory."
20,,Junior Sales Executive,,,4th avenue Imports,,Montreal,Glassdoor,Sales Executive,"$48,500 /yr (est.)",2022-03-29,,,,"Junior Sales Executive
4th Avenue Imports
Founded two years ago, 4th Avenue Imports is a Canadian distribution company with a focus on footwear. As a rapidly growing company located in Montreal, Quebec, we are currently looking for an individual who will help grow our sales and better communicate with our existing and potential customers.
About the Job
Full-Time, inside sales, flex hours, work from home
Responsibilities:"
21,,Account Executive,,,Lux Sale Consulting,,Ottawa,Glassdoor,Sales Executive,"$100,000 /yr (est.)",2022-03-29,,,,"Are you a struggling Sales Representative OR Financial Advisor OR Insurance Agent relying on the old prospecting strategies that no longer work anymore to grow your revenue to that 6-figure mark and eventually reach financial freedom long-term?
Our founder is a former Financial Planner who’s walked in your shoes and is currently looking for Financial & Insurance Advisors who want a proven growth path to that 6-figure income and desire to earn $10k-20k+(USD)/month selling remotely over the phone/zoom.
This is an opportunity that can help you get to $10k-$20k+/month in 3-6 months… yeah, you read that right.
Lux Sales Consulting is a fast-growing consultancy helping Financial, Insurance & Lending advisors grow their business consistently and predictably by generating 11-22 virtual appointments per month with their ideal prospects using our SLS Framework."
22,,Logistics District Sales Executive,,,Expeditors,Logistics & Supply Chain,Vancouver,Glassdoor,Sales Executive,,2022-03-29,,,,"Job Description

Scope of Position
The focus of the District Sales Executive (DSE) is on achieving results that are aligned with the overall
organization and its strategic goals. Initiative, coupled with a sense of competitive drive, and the ability to stay focused on results despite changing conditions, are the keys to achieving the performance objectives of the District Sales Executive role at Expeditors.
The DSE orchestrates involvement of multiple people in our Sales process, so that new customer revenue is
consistently secured for our district office and Expeditors network. The job environment is flexible, constantly changing, and provides growth opportunity, recognition and reward for the achievement of business results. This position reports to the District Sales Manager

Qualifications

Additional Information"
23,,Sales Account Executive,,,AgencyAnalytics,Enterprise Software & Network Solutions,Toronto,Glassdoor,Sales Executive,"$70,000 /yr (est.)",2022-03-29,,,,"Ready to grow your sales career?
AgencyAnalytics is on a growth trajectory and we are looking for talented sales executives to be part of that growth story. We are creating opportunities for our employees to be challenged and take ownership of initiatives.
As the leading SaaS growth platform for marketing agencies, we help agencies automate the tedious task of reporting and creating dashboards from dozens of marketing channels.
We have a well established inbound lead machine that provides our sales team with a predictable number of leads. As we scale we are adding one or two more account executives to keep up with the incoming leads.
The position is 100% remote and only eligible for those who are authorized to work in Canada."
24,,Sales Executive - Burlington/Oakville,,,Biochem Environmental Solutions Inc,Business Consulting,Burlington,Glassdoor,Sales Executive,"$67,500 /yr (est.)",2022-03-29,,,,"About us
Founded in 1996, Biochem has become the largest Canadian provider of all hygiene products and services.
As an ISO 14001 certified company, we have always been committed to quality, service, and environmental sustainability. These core ideals have set the stage to build a company of integrity and accountability, which helps set us apart from our competitors.
We have been recognized as an industry leader in bringing innovative and Green patented products to the market for over two decades now. Our highly trained staff and 24-hour response team guarantee exceptional customer service, while our in-house manufacturing allows our specialists to create custom packages to meet all of our customer’s needs.
Are you looking to take your sales career to the next level? Do you want to work in an industry that is thriving despite current market challenges? Are you interested in providing products and services that help the environment and protect individuals?"
25,,Accounts Executive,,,Mondo Payments Inc.,Financial Transaction Processing,Montreal,Glassdoor,Sales Executive,"$95,000 /yr (est.)",2022-03-29,,,,"Mondo Payments a leader in the payment processing industry in Canada, is seeking new and motivated sales representatives on the phone to add to their dynamic sales team. Located in Westmount steps away from Atwater metro, our office is expanding, and we have a few seats to fill. We pride ourselves on ensuring our sales team is well compensated and provided every tool needed to succeed.
Are you built salesperson who wants to be on top of the board? Are you a hard worker who is experienced in closing deals? Then this is the perfect fit for you! Handed new leads daily, you have the potential to be one of the highest paid agents in the industry.
Qualifications:
-Strong negotiating skills with clients on the phone.
-Motivated to be the best on the sales floor"
26,,Accounts Executive,,,ForwardAI,,Toronto,Glassdoor,Sales Executive,"$90,000 /yr (est.)",2022-03-29,,,,"About You
You are looking for a fast-moving company in the Fintech field with an amazing opportunity to learn, grow, and share in the success. ForwardAI is revolutionizing open finance through the innovative applications of our technology to build better products and experiences to serve the SMB segment. ForwardAI’s goal is to help banks and lenders completely re-think the way they review the accounting and business financial data and health of SMBs in real-time using our single API to grow and manage their small business services. Financial institutions can rapidly enhance how they find new clients, service their customers, and mitigate their lending risk.
Interested in helping to innovate the industry?
About ForwardAI"
27,,"Junior Sales executive, Enterprise Software",,,Quini,,Vancouver,Glassdoor,Sales Executive,"$37,500 /yr (est.)",2022-03-29,,,,"Quini is seeking a self-motivated, results-oriented junior sales executive who has a strong desire to build a stellar career in sales in a growing big data tech startup. At Quini you will learn to apply world class sales strategies designed to create unlimited potential for yourself and the company, and help you to shape your future as a sales professional.
The candidate must have the perseverance and determination of a master in sales. With your sales team leader you will set, meet and exceed lead generation and sales team targets. Tech savvy, you will train on state of the art sales strategies, appreciating the power of a mixed lead generation tool set with the telephone as your primary platform.
Highly entrepreneurial and relentless in pursuit of the next deal, the ideal candidate thrives on delivering results, and recognizes the importance of their role in the organization. Your are extremely positive and a highly effective appointment closer. You are not phased by rejection and understand that it is part of the sales process. You are fluid, charismatic and confident on the phone as you are in person and on the web."
28,,Account Executive,,,Bright,,Halifax,Glassdoor,Sales Executive,"$60,000 /yr (est.)",2022-03-29,,,,"About Bright
At Bright, our mission is to inspire and prioritize employee well-being.
Bright is the employee well-being platform essential to build thriving company cultures through live shared experiences.
With 250+ live classes spanning yoga, fitness, mindfulness, nutrition, and more every week, Bright empowers employees to excel professionally and personally in a way that’s both convenient and authentically supportive.
Read more about our core values at: https://choosebright.com/about-bright
Bright is on a mission to have 1 million employees across the globe taking weekly Bright sessions by the end of 2025."
29,,Sales Account Executive - Ecommerce,,,Straight Forward Sales Inc.,,Toronto,Glassdoor,Sales Executive,"$57,500 /yr (est.)",2022-03-29,,,,"We are growing and looking for the right fit for our Team! This is a remote role that requires ambition, adversity, self motivation, and the proven track record of meeting and exceeding monthly targets that in this role will offer you generous, and uncapped commissions. The following is a list of the core competencies for the role. If you think you have what it takes then put you best foot forward!
RESPONSIBILITIES
Manage a portfolio of advertisers using business analytics expertise to proactively identify and realize opportunities to increase revenue and performance.
Customize proposals outlining the benefits of advertising products such as Search and Display advertising, including bid/budget/targeting strategies to increase advertising revenue
Work with technical account management, sales, development, and product teams to identify and solve issues"
30,,Licensed Sales Executive,,,BakerWest Real Estate Inc.,Real Estate,Vancouver,Glassdoor,Sales Executive,"$87,500 /yr (est.)",2022-03-21,,,,"LICENSED SALES EXECUTIVE
ABOUT BAKERWEST
BakerWest Real Estate Inc. is the fastest growing Real Estate Project Marketing firm that specializes in the
Sales and Marketing of new residential communities for select developers with a focus on Metro
Vancouver and Downtown. Our expertise in residential housing includes master planned: luxury high and low-rise condominiums, townhomes, single family, resort, and mixed-use communities.
THE ROLE
The Sales Executive position is an essential member of our BakerWest Sales Team at all our developer partner properties. Being a member of the Sales Team means ensuring effective and efficient performance and execution of the Sales and Marketing Program. Successful applicants will be part of a cohesive and synergistic team and need to be available to work weekends. Current active properties are predominately located in areas such as Vancouver and Richmond."
31,,Sales Executive (3 Years Sales Exp Required) (On-site),,,MHC Men’s Health Clinic Ltd,,Victoria,Glassdoor,Sales Executive,"$100,000 /yr (est.)",2022-03-21,,,,"Sales Executive (3 Years Sales Exp Required)
Company description
Proudly established a decade ago, MHC Men's Health Clinic are now one of the fastest growing telehealth companies in the world. Under the strict guidance of our doctors and medical professionals over a period of 6 – 12 months, we empower men of all ages to restore their manhood, health and well-being, and confidence.
Job description
Are you an extraordinary B2C sales person?
THE WORLD IS CHANGING FAST…"
32,,Accounts Executive,,,Asic Jungle,,Montreal,Glassdoor,Sales Executive,"$118,600 /yr (est.)",2022-03-21,,,,"We are hiring!
About us
Bitcoin mining is one of the fastest-growing industries in the world right now, with an industry size of over 4-billion dollars. With the industry growing at unprecedented rates, miners seek new and innovative ways to fulfil their procurement needs. Asic Jungle is a leading player in the mining hardware space with its brokerage and marketplace services.
Founded in 2020, Asic Jungle quickly became an established player in the mining hardware brokerage space, having sold over $50,000,000 worth of hardware in 2021 alone. We strive to provide our clients with the best possible experience when acquiring hardware, starting a new mining operation or growing an existing one.
Being part of an industry that has 10X in value over the past year requires unprecedented levels of flexibility and versatility from our team members. Asic Jungle is built on a set of core values: trust, leadership and willingness to learn. We want to do more than just our job, we want to change lives, impact the future and be something bigger than ourselves. We want to leave a long lasting legacy that will last a lifetime."
33,,Account Executive,,,Freightcom,Transportation Management,Vaughan,Glassdoor,Sales Executive,"$70,000 /yr (est.)",2022-03-21,,,,"About Freightcom:
Founded in 2010, Freightcom started with a simple vision: to create a solution that centralizes & simplifies the shipping process for small-and-medium-sized Canadian businesses without compromising on speed, convenience, and cost-effectiveness.
In that time, we’ve grown to become the leading shipping solution in Canada, expanding our operations worldwide.
We are growing again! Freightcom is looking for highly motivated individuals who are ready to start or further their careers in the logistics/shipping industry. We have great compensation programs and lots of room to grow.
Responsibilities:"
34,,Sales Executive,,,Boix Machinery USA LLC,,Leamington,Glassdoor,Sales Executive,"$80,000 /yr (est.)",2022-03-21,,,,"Technical Sales
Boix USA in Canada
ROLES/RESPONSABILITIES
· Sales of Boix machines, complements and accesories in Canada area
· Sales of machines maintenance contracts (After-Sales)
· Assessment of spare parts and toolings
· Opening up contacts with new customers in the country
· Building and maintaining new and current bussiness volumen in the assigned country and region"
35,,Air Filter Sales Executive,,,MODERN AIR FILTERS CORPORATION,,Mississauga,Glassdoor,Sales Executive,"$65,500 /yr (est.)",2022-03-21,,,,"Since 2010 Modern Air Filters has been manufacturing various types of air filters for HVAC industry. We are constantly growing. We are conveniently located in proximity to the pearson airport.
We are looking for a competitive and trustworthy Sales Executive to help us build up our business activities.
Sales Executive responsibilities include discovering and pursuing new sales prospects, negotiating deals and maintaining customer satisfaction. If you have excellent communication skills and feel comfortable reaching out to potential customers to demonstrate our services and products through email and phone, we’d like to meet you.
Ultimately, you’ll help us meet and surpass business expectations and contribute to our company’s rapid and sustainable growth.
Responsibilities"
36,,B2B Sales Executive,,,High Potential Recruiting,,Kelowna,Glassdoor,Sales Executive,,2022-03-21,,,,"We, at High Potential Recruiting, are looking for a Junior Business Account Manager to join our client and expand their small to medium-sized business solutions campaign. Successful candidates should be self-motivated, team-oriented professionals driven by integrity and superior client service.
With headquarters in Vancouver, BC, and over 15 offices across Western Canada, They are rising fast and are looking to add three account managers to help them grow. They specialize in telecommunications and are currently looking to grow our Small to Medium Business Solutions Campaign.
They are always looking to add hard-working individuals to their outgoing sales team. They value those who are strong self-starters and who are willing to work hard to go above and beyond to reach their goals. As such, They are strong believers in promoting from within and believe that everyone has the capacity to grow as far as they like within the company, whether it's making marketing manager or eventually running their own office.
As a Junior Business Account Manager, you will be expected to:"
37,,Sales Executive,,,Ink and Water,,Toronto,Glassdoor,Sales Executive,"$50,000 /yr (est.)",2022-03-21,,,,"Job Description
Ink & Water Tattoo is one of Canada’s top tattoo studios with multiple locations in Toronto & New York. This is your opportunity to change a growing industry. As a Account Executive, you are dedicated to delivering an exceptional and discerning service, connecting reputable artists to sophisticated clients for tattoo services in our studio. As a team member, you will actively participate in organizing and completing a high volume of booking requests. The successful candidate is highly detailed, an exceptional problem solver, can remain calm under pressure, motivated to tackle high volume, is a polished communicator and understands the importance of delivering superior customer service.
Responsibilities:
Primary liaison between our artists and prospective clients to complete tattoo booking requests in a very timely and accurate manner."
38,,Sales Executive,,,Avron Distribution Ltd,Wholesale,Delta,Glassdoor,Sales Executive,"$100,000 /yr (est.)",2022-03-21,,,,"Avron Distribution is a proudly Canadian company launched in 1994 which has grown to have thriving locations in the GTA, Vancouver, and Montreal. We are a leader in our industry and greatly improve the lives of Canadians by supplying a wide variety of products to facilities for children and seniors. Our products include food, educational and multi-sensory resources for all ages and abilities. We also specialize in permanent and mobile solutions to promote learning, cognitive, and physical development. Learn more at avron.ca.
Why Join Us:
· We are growing!!
· Competitive compensation
· Group Benefits and RRSP program"
39,,Sales Executive,,,Pathway Communications,"Cable, Internet & Telephone Providers",Markham,Glassdoor,Sales Executive,"$75,000 /yr (est.)",2022-03-21,,,,"Pathway Communications is a leader in technology management solutions and counts some of Canada's best brands as its clients. We are looking for highly motivated Sales Development Representatives to join our fast-growing Sales Team.
We'll help you build your career in Sales while you collaborate with a diverse team of talented individuals who successfully identifies and contacts prospects, builds healthy pipelines and manages the sales cycle from proposals to contracts.
The ideal candidate has a passion for sales, a razor-sharp attention to detail, an analytical mind, and the ability to execute and optimize multiple campaigns for multiple clients. If you are a self-starter who is deeply passionate about customer happiness, read on.
What you will be doing"
40,,Sales Executive - Burlington/Oakville,,,Biochem Environmental Solutions Inc,Business Consulting,Burlington,Glassdoor,Sales Executive,"$67,500 /yr (est.)",2022-03-21,,,,"About us
Founded in 1996, Biochem has become the largest Canadian provider of all hygiene products and services.
As an ISO 14001 certified company, we have always been committed to quality, service, and environmental sustainability. These core ideals have set the stage to build a company of integrity and accountability, which helps set us apart from our competitors.
We have been recognized as an industry leader in bringing innovative and Green patented products to the market for over two decades now. Our highly trained staff and 24-hour response team guarantee exceptional customer service, while our in-house manufacturing allows our specialists to create custom packages to meet all of our customer’s needs.
Are you looking to take your sales career to the next level? Do you want to work in an industry that is thriving despite current market challenges? Are you interested in providing products and services that help the environment and protect individuals?"
41,,Junior Sales Executive,,,PSC Commercial,,Ottawa,Glassdoor,Sales Executive,"$92,500 /yr (est.)",2022-03-21,,,,"Commercial Sales Representative
Compensation: $65,000 - $120,000 a year – Full-time, permanent
Seeking Corporate/Commercial Inside and Outside Sales Professionals
B2B sales experience preferred
We are looking for ambitious individuals with a strong work ethic to join our team. The ideal candidate is a self-motivated individual with strong interpersonal and communication skills.
As a Commercial Sales Representative, you need to have a passion for customer service and thrive in a fast-paced environment. This vital quality allows you to be a team oriented individual who enjoys working with others."
42,,Closer/Sales Executive,,,Canadian POS,Financial Transaction Processing,Montreal,Glassdoor,Sales Executive,"$65,000 /yr (est.)",2022-03-21,,,,"(French to Follow)
Canadian POS is one of the top payment solution providers in Canada. We are seeking motivated closers to join our growing team. Our sales team are some of the top earning Salesmen in Canada with our uncapped commission structure and hourly wages. With a large Lead Gen team, our sales department is give an unlimited opportunity to excel.
We are located Downtown
Job Summary:
If you are motived, dedicated and have the drive to be at the top of the industry, then this is the place for you! We have the experienced management and sales team to help you achieve your goals and realize your full potential."
43,,Sales Executive,,,Highlight Motor Freight Inc.,,Concord,Glassdoor,Sales Executive,,2022-03-21,,,,"Highlight Motor Group
Concord, ON
Highlight Motor Group is one of the fastest growing transportation companies in GTA. As a result of our driven marketing approach and second-to-none work ethic, we are experiencing tremendous growth. In order to keep up with our growth we will be seeking experienced, professional, energetic, goal-oriented individuals to complement our organization.
Highlight Motor Group offers an exciting, fast-paced environment that has ideal positions for someone who is looking for a REAL career move. To work for Highlight Motor Group you must have great people skills, communicate well, have a team oriented personality, and have the desire to set and achieve goals. As our company is constantly expanding, we are looking for those candidates who are highly motivated and driven by the opportunity for financial reward and career advancement in the family like working environment."
